[00:00.000 --> 00:03.800]  All right Adam before we get into the show proper I'm going to send you right now
[41:03.920 --> 41:08.280]  And send them to fracture do it now in early November because
[41:09.080 --> 41:10.960]  They can you know they print these things fast
[41:10.960 --> 41:17.520]  But they fall behind in the holiday season because you know most of us procrastinate on buying our holiday gifts
[41:17.520 --> 41:21.360]  And they'll tell you when you go to the site whenever you're whatever day you're listening to this broadcast
[41:22.480 --> 41:25.080]  You can go there and they give you like an estimated
[41:25.720 --> 41:29.320]  Shipping date and if you do it now in early November it'll happen no problem
[41:29.320 --> 41:30.200]  You'll get it in a couple days
[41:30.200 --> 41:36.360]  But do it now because if you wait till like mid-December you're gonna run up to Wow, you know, maybe or maybe not
[41:36.360 --> 41:42.800]  It'll get to you before whatever holiday it is that you're hoping to get it delivered by so just do it now
[41:42.800 --> 41:47.080]  And what a relief it'll be to get it off, you know get it off your back that you've you know
[41:47.080 --> 41:51.920]  Got these all these people to get gifts for for the holiday season. It's an easy gift to buy
[41:52.400 --> 41:55.080]  It is a gift that makes people really happy
[41:56.280 --> 42:04.040]  But do it now, so here's the important part you remember this code daring fireball use that and you'll get 15% off if it's your first order and
[42:04.040 --> 42:07.280]  and go check them out at their website, which is
[42:07.800 --> 42:09.320]  fracture me
[42:09.320 --> 42:13.800]  Dot-com and remember that code daring fireball and you'll save some some dough on it
[42:14.600 --> 42:16.600]  Nice good segue
[42:17.480 --> 42:20.800]  Yeah, that was a great. They weren't even scheduled to sponsor the show. I just figured I'd
[42:23.040 --> 42:27.280]  Because when you said that I thought wouldn't that be cool if Apple? I was imagining in my mind
[42:27.880 --> 42:29.880]  an edge-to-edge
[42:29.880 --> 42:36.560]  Display with literally no bezel, which you wouldn't want on a hand to help device because you need something for your hands to rest your
[42:37.000 --> 42:39.000]  Your fingers out better be cool on TV
[42:40.120 --> 42:44.600]  Absolutely, and it feels like you know we can all sort of envision a future where screens are
[42:45.640 --> 42:51.400]  So ubiquitous that the materials that make them are and the materials that make them are so
[42:53.000 --> 42:55.000]  You know, so so
[42:55.000 --> 42:57.000]  Negligibly cheap that
[42:57.000 --> 43:02.760]  It's like Blade Runner time and you know every single surface you look around at is glowing
[43:03.960 --> 43:07.560]  You were gonna talk and it's it's a race in time to
[43:08.120 --> 43:16.600]  To see whether that happens or whether we all have augmented reality displays on on our faces and and we don't even need physical screens anymore
[43:18.440 --> 43:21.280]  Friend of the friend of the show. Yeah, 4k friend of the show Todd
[43:21.280 --> 43:28.040]  Taziri who works as they say in the industry
[43:29.320 --> 43:31.800]  It does visual effects
[43:34.480 --> 43:40.600]  He is a listener of the show. He wrote in a guy and I were talking about 4k and and and I was you know
[43:40.600 --> 43:47.400]  Maybe in response to my link to Abdell's thing about me. Hey, maybe Apple will wait till there's this industry transition to 4k
[43:47.400 --> 43:54.680]  To make them move into it. Maybe if they do do a TV set that'll be the time they do it because people would be in a mood to upgrade or whatever
[43:55.720 --> 44:02.640]  Todd told me something. I did not know which is that an awful lot of movies even very recent ones are not
[44:03.000 --> 44:05.000]  Mastered in 4k
[44:05.320 --> 44:07.320]  And you probably know a lot about this
[44:08.840 --> 44:11.640]  Yeah, you know, we four k is a great
[44:12.440 --> 44:13.760]  capturing
[44:13.760 --> 44:17.680]  resolution and often you'll do it. You know, there are cameras
[44:18.800 --> 44:22.600]  That shoot 4k or 6k and oftentimes you'll shoot in 4k
[44:23.120 --> 44:25.800]  Just see have the extra resolution to play around with
[44:26.360 --> 44:33.200]  For in post like it makes it really easy to just push way in on a shot and get a close-up where you had and plan to close up
[44:33.200 --> 44:38.800]  You know, let me shot him, you know, medium. Right. In other words, you can crop the image and still have enough pixels to
[44:39.360 --> 44:42.160]  To get a totally usable quality picture out of it
[44:42.160 --> 44:48.000]  Right, but you're not actually mastering a 4k or finishing in 4k even or doing
[44:48.560 --> 44:52.720]  Post-work in 4k's because that's still really really really really render intensive
[44:53.920 --> 44:59.760]  So and especially, you know, most of the stuff that we do is for web anyway, so why would 4k really?
[44:59.760 --> 45:08.000]  I was vaguely aware of this, but I it never didn't really occur to me and the point of this being that if you're waiting for
[45:08.000 --> 45:13.040]  Everything to go 4k and have 4k in your living room and have 4k, you know, images
[45:14.320 --> 45:18.160]  Streaming and stuff like that. It's not even an issue of the bandwidth of streaming in the 4k
[45:18.160 --> 45:23.200]  It's that there's just not it just doesn't make a lot of it the stuff isn't 4k anyway
[45:24.560 --> 45:26.560]  Yeah, the trade-offs are
[45:28.480 --> 45:32.480]  The benefits outweigh the I think it's gonna it's inevitable that it'll happen eventually
[45:32.480 --> 45:39.600]  But but eventually it might be a long time and at the pipeline for the visual effects and stuff like that like doing everything in 4k
[45:39.840 --> 45:46.080]  Even if it like you said even if it was shot in 4k in camera doing everything for the effects and stuff like that in 4k
[45:46.080 --> 45:48.640]  It's too it's too much of a computational overhead
[45:49.680 --> 45:54.000]  Yeah, so so maybe on your breath for 4k TV sets
[45:54.400 --> 45:58.720]  Yeah, but maybe our eyes just need to evolve to be able to appreciate the resolution differently
[45:58.720 --> 46:05.040]  I know that when we go back and look at you know standard depth versus high depth, then there's a real mark remarkable difference
[46:06.240 --> 46:11.680]  And but but it feels like the the diminishing returns started at 10p
[46:12.160 --> 46:15.280]  I think so and you know and maybe it's you know
[46:15.280 --> 46:18.800]  So maybe in other words, don't get your hopes up for 4k everything everywhere
[46:18.800 --> 46:24.960]  And I think there's a lot of boo-hissing going on that the this new Apple TV doesn't support 4k
[46:24.960 --> 46:30.000]  And I just feel like that's it I sort of rolled rolled my eyes at it
[46:30.000 --> 46:35.120]  But now that I know a little bit more I'd do so even more like because there's no way that they could they can't feasibly
[46:37.760 --> 46:43.680]  Send all of the stuff you get from iTunes the iTunes you know movies and TV shows that you buy or rent or whatever
[46:44.000 --> 46:47.440]  They can't send them in 4k. So why what's the point?
[46:48.160 --> 46:51.360]  If you're just gonna be watching the scale 1080p stuff anyway
[46:51.360 --> 46:56.800]  I'm looking forward to when they support stereo stuff, you know 3d stuff
[46:57.360 --> 47:04.800]  Because I do I do enjoy that I do enjoy I have it I have a couple of the TVs are 3d
[47:05.600 --> 47:07.600]  I have a projector
[47:08.480 --> 47:15.920]  And it's a 3d projector and you know with glasses and the whole thing and and there are actually we like with these smart TVs
[47:17.040 --> 47:19.040]  There are apps out there that just
[47:19.040 --> 47:21.040]  You
[47:21.040 --> 47:26.640]  Serve 3d content or or stream 3d content or the like if you buy a Sony Blu-ray player
[47:27.680 --> 47:31.680]  You can put it on your Wi-Fi network and it'll go and grab 3d content and
[47:32.480 --> 47:38.160]  I know that 3d is sort of at a stand still right now. It peaked maybe a couple of years ago with the
[47:39.280 --> 47:43.840]  The number of movies that were being produced and distributed in 3d, but I don't know
[47:43.840 --> 47:50.080]  I think there's still a lot of opportunity there even looking I like I'm staring straight ahead at the the city the screen savers
[47:51.040 --> 47:54.640]  It's the one with the Ferris wheel. I don't even know what city it is that that's London
[47:55.360 --> 47:59.760]  That's the London high the the Ferris wheel right and it's beautiful
[48:01.440 --> 48:05.200]  It's a magic hour or something and I could see like this would look stunning in 3d
[48:07.440 --> 48:11.040]  But I you know the hunger isn't there yet. I hate 3d
[48:11.040 --> 48:13.040]  I do
[48:14.160 --> 48:19.840]  But I don't I don't I don't dispute that you like it and well, I do I mean
[48:20.160 --> 48:23.440]  But I part of that maybe I don't know if you're
[48:24.240 --> 48:31.280]  I know this it precedes itself is my my issue. I actually have not seen a 3d movie in the last
[48:32.160 --> 48:36.320]  Whatever nine months since I've had the the eye issues
[48:36.320 --> 48:42.840]  So I'm curious how that will actually work although we were at Disney and I'd watch oh that you know what?
[48:42.840 --> 48:44.840]  That's funny that you say that
[48:44.960 --> 48:50.520]  That's actually funny. I'd forgot I totally forgotten about this so we were at Disney in July and
[48:51.200 --> 48:55.360]  We were watching one of the attractions that was 3d. I got 3d movie
[48:56.240 --> 49:01.000]  I forget which one made it might have been fill our magic you guys have that on California
[49:01.680 --> 49:03.680]  No, it's a good one
[49:03.680 --> 49:08.880]  Well, but you know, it's like a little seven minute 3d movie and it's you know
[49:09.680 --> 49:12.480]  Not even that new. I know it's probably like 15 years old
[49:13.120 --> 49:23.280]  And at the time in July my you know the vision of my binocular vision combined, you know both my eyes open was really pretty crappy still
[49:23.280 --> 49:25.280]  It's still crappy, but it's gotten better
[49:27.440 --> 49:33.560]  It's funny I almost cried during the movie and I've seen this attraction like I don't know like 15 20 times over
[49:33.560 --> 49:38.880]  The years it was the best I've seen since since my I my left. I went bad
[49:39.880 --> 49:44.720]  It was weird, but I thought I actually went into it thinking about this is gonna. I bet I'm not even gonna see it in 3d
[49:45.720 --> 49:49.800]  And in fact, it was the opposite. It was actually the best I'd seen with both my eyes open
[49:50.920 --> 49:52.280]  period
[49:52.280 --> 49:54.280]  That's super cool. I
[49:54.280 --> 49:56.840]  Like I also had like you know this I
[49:56.840 --> 50:03.160]  I developed an eye problem in the same eye at the same time that you did my my retina kind of exploded and
[50:04.520 --> 50:09.640]  And it's like recuperating now, but you know still like almost a year ago this happened
[50:10.840 --> 50:16.360]  And that was one of the first things it came to mind was oh shoot. I'm not gonna be able to appreciate you know
[50:17.160 --> 50:23.560]  Stereo like 3d movies or yeah virtual reality just as it started and it come to the forefront
[50:23.560 --> 50:26.360]  But what's interesting about that is that you uh
[50:27.800 --> 50:32.120]  Because of where you put the display when you put a VR is VR headset on your face
[50:32.600 --> 50:36.600]  the display is literally like you know centimeters from your eye
[50:37.960 --> 50:39.960]  our millimeters and
[50:40.520 --> 50:45.480]  My vision is my my my my near focus vision is all like a lot better than it
[50:46.120 --> 50:49.720]  You know the distortion that happens from a retinal issue is a lot
[50:49.720 --> 50:53.720]  Worse in the distance than it is near near focus
[50:53.720 --> 50:55.720]  So I can actually probably see better
[50:55.720 --> 50:58.760]  Through virtual reality display than I can in actual
[50:59.400 --> 51:03.720]  Yeah, I have not tried a VR headset recently and I suspect that for me
[51:04.680 --> 51:09.400]  I've again, it's the show monthly devolves into an ophthalmology to show
[51:10.440 --> 51:17.320]  But but I have two I have two issues with my left eye one is I had a cataract and it was removed and so I have an
[51:17.320 --> 51:23.160]  Artificial you know like an old like what old people get in their eye as the focusing lens and it's completely inflexible
[51:23.400 --> 51:27.000]  Completely inflexible because it's just an artificial you know plastic lens
[51:27.640 --> 51:28.200]  um
[51:28.200 --> 51:29.480]  And so I
[51:29.480 --> 51:34.840]  When I have my contact lenses are my glasses on I can't focus on anything within arms length with that eye
[51:34.920 --> 51:39.160]  Because I need reading glasses because it's effective. I have like a 70 year olds
[51:39.800 --> 51:42.280]  Short vision if I take my glasses off
[51:42.440 --> 51:43.400]  I can see up close
[51:43.400 --> 51:48.840]  I can focus with it really close then the second problem is with the retina where everything is distorted when it is in focus
[51:48.840 --> 51:50.360]  It's distorted
[51:50.360 --> 51:56.360]  So my guess is for VR my guess is that it will work for me and maybe it'll work very well
[51:56.360 --> 52:01.000]  And just like watching 3D movies it might actually be the best the thing that I see period
[52:02.200 --> 52:09.320]  But I think I'll have to take my glasses off and I think if I'm wearing my contact lenses it it's not I'm not gonna be able to focus because it's so close
[52:09.320 --> 52:12.600]  Um, but we'll see. I don't know. I haven't tried it
[52:13.880 --> 52:18.360]  Yeah, it'll take some experimentation and you might I mean who knows if VR is
[52:19.240 --> 52:22.200]  Prevalent enough and they might be able to just customize my wonder
[52:22.680 --> 52:28.840]  A headset to your right or maybe there's some kind of calibration step I can go through that would that would handle that
[52:29.560 --> 52:35.400]  Because that actually has occurred to me too for VR because I did I had this same thing that's you and I've talked about this privately
[52:35.400 --> 52:39.880]  But we went through these issues where we had this you know both of us had one eye go bad around the same time
[52:40.360 --> 52:45.480]  And we're both sort of you know technology and movie and game enthusiast. We're not really game, but you know I mean
[52:46.120 --> 52:52.840]  Um, and it's like we're just getting to the point where VR headsets are gonna be commonplace and all of a sudden
[52:53.880 --> 52:56.360]  I might I might not be able to see 3D
[52:56.920 --> 52:59.640]  But I think I actually think it might be the opposite
[52:59.640 --> 53:02.200]  I actually think that I might be able to see better 3D
[53:02.200 --> 53:07.960]  It with a headset than I'd see in a real living breathing three-dimensional world 3D
[53:09.160 --> 53:15.320]  Yeah, yeah, I mean who knows just by biome biome mechanics might just catch up with
[53:16.840 --> 53:21.240]  Our physical failings as we age that would be I've said this before. I've said on the show
[53:21.240 --> 53:27.000]  I don't know if you've listened but my problem with 3D movies is that when I watch a 3D movie a 3D feature film
[53:27.000 --> 53:35.320]  Uh, I find it mentally exhausting in a weird way as though my brain is holding its breath through the whole thing
[53:35.320 --> 53:39.320]  And I walk out inevitably and I don't remember the second half of the movie
[53:40.600 --> 53:44.120]  And then when I said this there's you know, I got some links from people and of course
[53:44.120 --> 53:49.400]  I don't have them handy here, but that that's a real thing that that it's you know
[53:49.960 --> 53:54.760]  It does it taxes your brain in a way and some people for some people it's different than others
[53:54.760 --> 53:57.720]  You know, but for me, it's definitely the case and so that's why like
[53:58.360 --> 54:01.080]  At at like Disney World
[54:02.120 --> 54:05.000]  Going into an attraction where there's a seven minute 3D movie
[54:05.000 --> 54:06.440]  I love it and a lot of them
[54:06.440 --> 54:09.480]  I can watch them over you know over and over again every year
[54:09.800 --> 54:13.720]  And I enjoy it and I find the 3D to be you know
[54:13.880 --> 54:21.000]  exhilarating and fun and everything it's supposed to be and then for like watching an entire 90 minute two-hour feature film
[54:21.160 --> 54:23.160]  I I find it
[54:23.160 --> 54:29.720]  I just find it like like I go into like a blackout like I just come out and I'm like what the hell happened there
[54:30.840 --> 54:36.200]  Yeah, you know, you can't really think as well because the the light is being cut essentially in half and with
[54:36.600 --> 54:40.520]  It's like being a you know, you know how it's like I don't know
[54:41.400 --> 54:45.000]  If you're walking around outside and it's nighttime you're fine
[54:45.080 --> 54:47.400]  If you're walking around outside is daytime you're fine
[54:47.400 --> 54:53.560]  But if it's like that middle if it's if the sun if it's sundown and it's not quite day or night
[54:53.880 --> 54:59.240]  Then your brain is trying to figure out what they taught me in driver's ed that that's actually the most
[54:59.400 --> 55:01.880]  Common time of the day for car accidents by far
[55:02.440 --> 55:04.440]  Absolutely, right. Absolutely
[55:05.080 --> 55:07.640]  Like the way they you know like anything in driver's ed
[55:08.040 --> 55:09.720]  They scared the crap out of you
[55:09.720 --> 55:12.920]  They made it seem like if you're driving at sundown
[55:12.920 --> 55:20.440]  That you you will like most likely die. You probably won't you will be decapitated. That is when you will be that's the decay
[55:20.440 --> 55:23.720]  It's a combination of like you said like it's your eyes how
[55:24.440 --> 55:28.440]  Are like adjusted that your eyes are on daylight so they don't see so good
[55:28.680 --> 55:33.640]  We're supposed to like in the middle of the night when it's it's totally dark your eyes are fully dilated and
[55:34.280 --> 55:36.600]  Whatever else goes on in there to adjust to low light
[55:36.600 --> 55:39.000]  It's all set for low light and then the other factor
[55:39.000 --> 55:43.800]  They said was that lots of people don't turn their headlines on yet because they don't need the headlights to see
[55:44.440 --> 55:47.640]  But the headlights are there so you can see them and people don't know that
[55:49.320 --> 55:52.040]  Right, you know, so I I
[55:53.000 --> 55:56.200]  Went to you would definitely I went to this
[55:58.440 --> 55:59.480]  I went to a screening
[55:59.480 --> 56:06.840]  I think it was like the director's guild theater so here in LA and because John August was a part of this panel on like
[56:06.840 --> 56:11.720]  Technology and film or something. It was really cool and they showed a 3d projection
[56:12.440 --> 56:15.880]  I don't remember what it was. This is maybe the Star Trek movie that had just come out
[56:16.440 --> 56:21.800]  But the the projector that they have the system that they have in this theater is so advanced that it doesn't cut any of the light
[56:22.840 --> 56:28.520]  And that made all the difference in the world between good 3d like what 3d is supposed to be and
[56:29.080 --> 56:35.560]  What most of us think of it is which is you know periodically through the film you're like sort of taking the glasses off
[56:35.560 --> 56:42.680]  And looking at what what the pictures looks like for real and you realize how much brighter. It is that's coming out of the projector
[56:43.080 --> 56:46.040]  And you're like damn why can't it look like this? Why can't it be his bright?
[56:47.480 --> 56:53.080]  So who knows when that technology is going to advance to the point that it's not a terrible experience anymore
[56:53.880 --> 56:55.880]  Pretty so did you get tickets for Star Wars yet?
[56:57.480 --> 56:58.520]  I didn't
[56:59.160 --> 57:03.960]  But you know, I'm not really part of the the whole frenzy as much as I think
[57:03.960 --> 57:11.720]  You only just saw Star Wars the first time like handfulatives. Yeah, I might not have I might not have seen the whole
[57:12.120 --> 57:15.800]  Movies as an adult. I can't really be too sure
[57:16.360 --> 57:19.960]  I laugh because it for those of us who are really really looking forward to it
[57:20.120 --> 57:25.000]  It's like you have to like buy these tickets in advance or else you're like stuck weight in a week or two
[57:25.960 --> 57:27.960]  you know and
[57:27.960 --> 57:32.920]  Like on the ATP podcast John Syracuse an episode ago
[57:34.280 --> 57:36.280]  You know, he and his wife were
[57:36.840 --> 57:43.160]  Both trying to get these tickets for the opening day and his wife and the the fan dango website was
[57:43.400 --> 57:46.920]  Totally, you know, it was like the old days of the Apple story or like when you buy your iPhones
[57:46.920 --> 57:51.000]  It just crapped out. I mean, it just absolutely was it was like given like weird like
[57:51.640 --> 57:56.120]  PHP errors and and HTTP error codes that you never even see it was like
[57:56.120 --> 58:02.920]  You know HTTP error code 517 service server, you know
[58:03.640 --> 58:05.640]  Fainted
[58:05.640 --> 58:08.520]  You know, it's like I didn't know that was in the HTTP's fact
[58:11.080 --> 58:15.320]  It's you know HTTP error code 607 server went for a drink
[58:16.920 --> 58:21.800]  But anyways wife got through got some tickets, but they were 3d and it's like you don't want to you know
[58:21.800 --> 58:22.360]  It was like well
[58:22.360 --> 58:27.000]  She got what she could get, but it's like he didn't want to see 2d, but I heard him say it was actually pretty smart
[58:27.000 --> 58:29.000]  I can actually see doing this where he's you know
[58:29.000 --> 58:33.800]  He's fixed it. He's rectified it so that like his opening weekend tickets for you know
[58:33.800 --> 58:36.600]  Taking his kids and then he's gonna go with some friends. They're all 2d
[58:37.960 --> 58:42.200]  But that he might go see if if the movie is any good if if it holds up
[58:42.200 --> 58:43.160]  And it was worth seeing again
[58:43.160 --> 58:45.880]  Then maybe if he goes see that third time he will go see it in 3d
[58:45.880 --> 58:51.720]  Because he's already seen it and I could see I could totally see doing that my feelings on 3d or such that if the star wars
[58:51.720 --> 58:54.600]  Movie is is good and we decide to go see it again
[58:54.600 --> 59:00.600]  I would go see it in 3d because I feel like that would also alleviate my I don't know what the hell's going on because I'll already know
[59:00.600 --> 59:02.600]  What's going on because I saw it in 2d?
[59:03.320 --> 59:07.080]  Yeah, that's interesting that 3d will get in the way of this story for you in a way
[59:07.720 --> 59:12.520]  It's totally counterintuitive. I would think it's the opposite that everybody's clamoring for the 3d
[59:12.520 --> 59:16.040]  Well, that's it's definitely the case that there are way more 3d showings
[59:16.040 --> 59:20.440]  Like the 2d is sort of the niche showing and it's funny because I mean some places I don't know
[59:20.440 --> 59:24.280]  I don't know if they always charge more for 3d. I know they charge more for iMacs and 3d
[59:25.880 --> 59:29.640]  So it's actually cheaper, but it seems like it's sort of the it's sort of the
[59:30.760 --> 59:32.760]  I don't know
[59:33.400 --> 59:39.720]  It's the one if you care you're going to the 2d like I've seems yeah the purest the star wars purest
[59:39.720 --> 59:43.640]  We'll go to 2d and you don't think that that scarcity is artificial. You don't think that
[59:44.200 --> 59:50.920]  They'll somehow miraculously open up of you know a few thousand more seats the day after it I don't know
[59:50.920 --> 59:56.040]  I wonder I do it. It just seems weird to me at it's like one of those things where it's like I don't go
[59:56.280 --> 1:00:01.080]  Ever since I had the kid I did I don't go to the cinema as much as I used to go
[1:00:01.160 --> 1:00:05.240]  You know it was like the default thing to do on any Friday or Saturday night is you know
[1:00:05.240 --> 1:00:10.920]  Let's go find a movie wasn't even like I knew what movies are out. It was like let's just go see the the movie in a theater
[1:00:10.920 --> 1:00:16.760]  That is looks like the most appealing at the moment. So we don't go to movies that off not much anymore. We watch a lot more of them at home
[1:00:18.120 --> 1:00:20.120]  Which of course we'll bring us back to Apple TV
[1:00:20.840 --> 1:00:25.640]  But it still seems weird to me to buy movie tickets in advance. It seems to me like if a movie is popular
[1:00:25.640 --> 1:00:31.880]  It's and then this is I'm just being our car mudgeon, but it just feels to me like you should not be able to buy tickets in advance
[1:00:31.880 --> 1:00:33.880]  You should have to go wait in line
[1:00:33.880 --> 1:00:39.800]  Well, we do it here we do it here and then probably a lot of big cities with the arc later
[1:00:40.360 --> 1:00:42.360]  Stadium seating theaters because you
[1:00:42.520 --> 1:00:47.640]  Like I know exactly what seat and row. I want to sit in in the theater and so at the arc light
[1:00:47.800 --> 1:00:50.440]  You can pick your seat in advance, and that's always very
[1:00:50.440 --> 1:00:55.240]  Yeah, I feel like it should be one way to the other it should either be all the way to where you get reserved seats
[1:00:55.240 --> 1:00:58.520]  And we have we have two two sets of tickets for the Star Wars
[1:00:58.520 --> 1:01:02.760]  You know the first night. I think it's general seating and then we have another one
[1:01:03.800 --> 1:01:08.440]  Like a Saturday mat nay at a place with reserved seating, which I'm really looking forward to
[1:01:09.640 --> 1:01:14.120]  Because I'm kind of worried at the opening night one. We're not gonna get good seats, but I
[1:01:15.720 --> 1:01:18.680]  Love the idea of Syracuse had just in a you know
[1:01:19.080 --> 1:01:23.720]  Panic in a sweat panic that he can't get tickets and then he remembers
[1:01:23.720 --> 1:01:28.840]  Oh my god fending go has a watch out and then he just launches the watch out
[1:01:29.400 --> 1:01:31.400]  It shows him a movie
[1:01:33.320 --> 1:01:35.320]  And it's just like a big
[1:01:36.040 --> 1:01:38.040]  Big old fuck you to those movie
[1:01:42.040 --> 1:01:44.040]  Just as a quote
[1:01:44.040 --> 1:01:55.800]  Just like it's a quote from dum and dumber and a guy you know with his middle finger. All right, let me take another break here
[1:01:55.960 --> 1:02:00.680]  And we'll get back to talking about Apple TV and let me tell you about
[1:02:01.080 --> 1:02:04.360]  Automatic you guys know automatic that's another long-time sponsor of the show
[1:02:04.760 --> 1:02:08.360]  They make a really cool connected car adapter
[1:02:09.160 --> 1:02:11.640]  I call it a dingus. I think it's better to call it a dingus
[1:02:11.640 --> 1:02:15.720]  They call it an adapter. It plugs into your car's diagnostic port
[1:02:17.080 --> 1:02:21.160]  Every car since 1996 has one of these ports. It's a standard port
[1:02:21.160 --> 1:02:25.240]  It's like the car equivalent of like HDMI or USB or something like that
[1:02:26.200 --> 1:02:27.560]  Standard port
[1:02:27.640 --> 1:02:33.640]  Everybody at all these cars have him. I mean if your car's older than 96. I mean, you know, I guess I can't help you
[1:02:33.640 --> 1:02:42.040]  But anything since you just plug this thing in it pairs with your phone and then you use Bluetooth that connects to your phone and
[1:02:42.040 --> 1:02:47.400]  It makes your driving experience better. What does it do? Well, one thing it does is because it is a diagnostic port
[1:02:47.400 --> 1:02:51.240]  Anything that goes wrong with your car anything that puts like a get service, you know
[1:02:51.240 --> 1:02:54.840]  It's there's like service you know get you to overdo for service a3
[1:02:55.240 --> 1:02:57.240]  Well, you want to know what service a3 is
[1:02:57.640 --> 1:03:03.400]  The automatic will tell you what it is if like an engine light comes on instead of just like engine light go go get
[1:03:03.400 --> 1:03:09.240]  Help it'll tell you exactly what's wrong. So you can tell oh man. This is you know totally serious or oh this isn't that bad
[1:03:09.240 --> 1:03:13.400]  I can just you know wait till tomorrow. I'll take it in tomorrow in plain English
[1:03:13.400 --> 1:03:19.080]  It'll tell you exactly what's going on instead of just having like a honor off, you know check engine come on
[1:03:19.880 --> 1:03:21.320]  That's really cool
[1:03:21.640 --> 1:03:27.400]  It gives you a log of your trips. It tells you if you want how well you're driving in terms of your efficiency
[1:03:27.480 --> 1:03:29.480]  so you can set goals for
[1:03:29.480 --> 1:03:36.680]  What kind of fuel efficiency you're looking for and it can tell you live whether you're doing a good job or not or whether you're you know
[1:03:37.240 --> 1:03:39.240]  Little heavy on the gas
[1:03:39.960 --> 1:03:41.960]  It can even do things like
[1:03:42.200 --> 1:03:47.240]  Make emergency calls God forbid if you ever got into like a car accident or something like that and couldn't call yourself
[1:03:47.720 --> 1:03:49.720]  It can take care of that for you
[1:03:50.840 --> 1:03:53.320]  Because it has GPS or your phone has GPS at least
[1:03:53.320 --> 1:03:59.480]  It can do things like remind you where you parked your car. So go to like a big stadium or something like that
[1:03:59.480 --> 1:04:02.040]  And you can't remember where the hell your car is. It'll tell you where it is
[1:04:02.840 --> 1:04:05.960]  Really really convenient. They've added so much stuff
[1:04:06.840 --> 1:04:07.880]  Over the last year
[1:04:07.880 --> 1:04:13.480]  They call it they have like what they call the app store for automatic and they have over 20 apps available that you can get
[1:04:14.040 --> 1:04:18.040]  So here's an example nest you got a nest thermometer in your house
[1:04:18.040 --> 1:04:25.160]  Well, then you can connect it with your automatic and have it set to do something when you get within say
[1:04:25.320 --> 1:04:26.360]  10 miles of your house
[1:04:26.360 --> 1:04:27.880]  So you're driving home
[1:04:27.880 --> 1:04:33.880]  Have it set up so that when you're seven miles away turn the air conditioning off or on
[1:04:33.880 --> 1:04:36.760]  I guess it would be your turn to heat on in a winter or something like that
[1:04:37.160 --> 1:04:42.600]  Really cool stuff that you can do like that. They integrate with IFTT if this then that
[1:04:42.920 --> 1:04:47.880]  Which is a really cool website that gives you these recipes where you can hook things up to you know
[1:04:47.880 --> 1:04:49.480]  all sorts of things
[1:04:49.480 --> 1:04:52.040]  Really really cool great way to geek out with your car
[1:04:53.640 --> 1:04:56.680]  Really really fun. It's it everybody should have one of these things and
[1:04:57.400 --> 1:05:01.720]  Here's the best part. It's normally just a hundred bucks which is cheap in and of itself
[1:05:02.120 --> 1:05:05.480]  There is no service fee you just buy this thing for a hundred bucks
[1:05:06.040 --> 1:05:08.200]  Stick it in your car or pair to your phone and you can use it
[1:05:08.840 --> 1:05:11.800]  Never have to pay another nickel, but here's the best part
[1:05:11.800 --> 1:05:18.600]  Um, use their code go here and go automatic.com the slash the talk show
[1:05:19.240 --> 1:05:22.440]  Spell it out the talk show and you'll save 20% off
[1:05:22.440 --> 1:05:30.280]  That's 20 bucks just for being a listener of this show ships and two business days and they have a 45 day
[1:05:31.000 --> 1:05:33.000]  Return policy
[1:05:33.320 --> 1:05:36.200]  No questions asked so buy it for 80 bucks
[1:05:36.760 --> 1:05:40.760]  You have 45 days to decide if it's worth it or not and if it's not just send it back
[1:05:40.760 --> 1:05:47.000]  But you won't send it back. It's that cool. So my thanks to automatic. Go check them out at automatic.com slash the talk show
[1:05:49.080 --> 1:05:51.080]  All right, what else is on your mind with Apple TV?
[1:05:53.000 --> 1:05:55.960]  Well, you know, so like I mean to the bigger picture stuff
[1:05:56.520 --> 1:05:57.400]  um
[1:05:57.400 --> 1:05:59.240]  because this
[1:05:59.240 --> 1:06:07.080]  When you I think the most interesting thing to do with it is really to browse through the app store and figure out what it means to be an
[1:06:07.080 --> 1:06:09.080]  app in in the context of
[1:06:09.080 --> 1:06:11.080]  Of this device
[1:06:11.080 --> 1:06:17.640]  Because it's not the same as what an app means on the app store for IOS or for that for the iPhone or iPad
[1:06:17.880 --> 1:06:21.960]  It's not the same as a watch not same as the Mac app store. It's something new
[1:06:21.960 --> 1:06:26.600]  And I think that people haven't really wrapped their heads around with yeah, and I think it was the true
[1:06:26.600 --> 1:06:29.640]  I think it was the most true with the iPhone
[1:06:30.360 --> 1:06:31.480]  Early on
[1:06:31.480 --> 1:06:37.560]  I don't think the iPad quite had this problem because by the time the iPad came out the basic idea of well
[1:06:37.560 --> 1:06:43.560]  It's a big iPhone was close enough that developers kind of got it and and it wasn't just period where people didn't know
[1:06:43.560 --> 1:06:47.480]  What an iPad app was but with the iPhone there definitely was and in the early days
[1:06:48.280 --> 1:06:53.960]  Um a lot of them are just sort of like I don't know like websites like websites that were packed onto a phone
[1:06:55.240 --> 1:06:57.720]  Yeah, it took a while because people could figure this out
[1:06:59.160 --> 1:07:04.760]  Yes, and and it's funny just because the what the first thing we always do with a new sort of medium
[1:07:04.760 --> 1:07:09.640]  is like try to translate the old medium to the new one. That that that goes for
