[00:00.000 --> 00:02.480]  We are recording on October 31
[26:16.160 --> 26:22.800]  It's exactly what you would think based on the product marketing and the price and you know, I complain about the price but the price is
[26:23.320 --> 26:25.320]  priced accordingly
[26:25.520 --> 26:30.360]  Compared to those devices I would say. Yeah, and it hits that it hits that spot because you
[26:30.360 --> 26:32.360]  You
[26:33.520 --> 26:37.920]  You're forced into it forces you perfectly into awkward choices, it would have been nice
[26:37.920 --> 26:41.940]  It would it would have been nice if they could have said and you know
[26:41.940 --> 26:45.960]  The entry-level model with 8 gigs of RAM and 128
[26:46.920 --> 26:48.920]  gigs of storage is
[26:49.140 --> 26:53.540]  999 and the old MacBook Air is gone. That would have been nice
[26:55.080 --> 26:59.280]  But it's not it's 1199, you know, it's 200 more bucks
[26:59.280 --> 27:04.720]  but I think the good news is that now that we've seen the future of the MacBook Air and a totally
[27:04.720 --> 27:10.820]  You know every single bit of it from the footprint to the silhouette to the keyboard to the display
[27:12.120 --> 27:18.080]  This is obviously the future of the MacBook Air and now we can see the clear path to where this will be 999
[27:18.520 --> 27:23.840]  Yeah a year from now, you know, I don't know probably, you know, I mean they they have
[27:23.840 --> 27:26.580]  I think there have been times before when the lowest priced
[27:26.580 --> 27:33.640]  Laptop was 1,100 bucks. Yeah. Well, it'll at least be cheaper than it is now. It will get cheaper. Yeah
[27:34.400 --> 27:36.360]  You know, so that's the you know
[27:36.360 --> 27:42.040]  it's not good news if you need one right now and you're really kind of hoping to either get one for 999 or
[27:42.540 --> 27:46.320]  to get more for $1,200, you know if you were hoping to get like
[27:47.280 --> 27:50.560]  256 gigs of storage or something like that. Mm-hmm
[27:50.600 --> 27:54.160]  I think for a lot of people I think one of the big differences
[27:54.160 --> 27:57.840]  I really do think that most of the people who are even thinking about a MacBook Air
[27:58.440 --> 28:03.820]  Really aren't looking at CPU performance on the Mac as a thing that affects their work
[28:04.040 --> 28:09.000]  like I really think that anybody who's really pressing the CPU is probably
[28:09.520 --> 28:11.680]  Always in the market from a MacBook Pro
[28:12.560 --> 28:18.520]  Or has some other workflow, you know, like they showed yesterday they had this in the hands-on station
[28:18.520 --> 28:21.160]  They had like they showed how you can configure Xcode
[28:21.160 --> 28:25.720]  where you can be like coding in a coffee shop on a MacBook Air and
[28:26.160 --> 28:32.180]  You save and you tell Xcode to build and instead of building there on your your MacBook Air
[28:32.720 --> 28:36.280]  It if you have Xcode set up at home on a Mac Mini doesn't even need a display
[28:36.280 --> 28:37.360]  It can be completely headless
[28:37.360 --> 28:43.840]  You can have a Mac Mini or any other Mac that you're at home do all the all the computationally expensive stuff
[28:43.840 --> 28:50.580]  And you know if you have like a couple of iPhones and iPads hooked up to it, you know as testing devices
[28:50.580 --> 28:56.160]  It can run like a whole series of tests on those devices with builds for each one and do all of this
[28:56.160 --> 29:01.720]  you know remotely and it's you know, meanwhile the CPU on your MacBook Air and a coffee shop is
[29:03.160 --> 29:06.000]  Exercising itself blinking the cursor and Xcode, right?
[29:07.200 --> 29:12.240]  You know, so so there's ways around it if if your work is performance, you know and and other, you know
[29:12.240 --> 29:18.560]  They had like another setup for video people who you know might stack five Mac Minis on top of each other
[29:18.560 --> 29:25.280]  And then when they were, you know finished editing a video they can send it to to those Mac Minis and each you know
[29:25.280 --> 29:30.000]  too because you need to like the big thing video people have to deal with is they need like once they're done editing they
[29:30.000 --> 29:33.240]  Need like eight different versions of different formats and sizes
[29:33.760 --> 29:38.900]  You can just send that to like five Mac Minis and they all work on it in parallel and spit it out, you know
[29:40.600 --> 29:42.560]  Yeah
[29:42.560 --> 29:47.240]  the other thing in the lineup the other thing in the Mac lineup that sticks out is the
[29:47.240 --> 29:54.400]  The 13-inch MacBook Pro without touch bar. Mm-hmm both price wise and feature wise
[29:54.400 --> 30:00.460]  you know aka the MacBook escape because it has an escape key and the thing that really sticks out about it to me is
[30:01.760 --> 30:06.280]  All the other all the MacBook pros with a touch bar got updated a couple months ago in July
[30:06.720 --> 30:10.920]  except the one without the touch bar didn't get updated this week and
[30:10.920 --> 30:16.960]  And it what does it cost like $12.99? I think I think it starts at $12.99
[30:17.840 --> 30:20.000]  I'm almost certain it starts at $12.99
[30:21.080 --> 30:26.960]  Which is $100 more than the MacBook Air. It is faster there. It's with even without an update
[30:26.960 --> 30:31.200]  I was told unequivocally it is a faster computer at there's there's almost
[30:31.640 --> 30:36.120]  There's no benchmark you could get that's gonna make the MacBook Air with the same amount of RAM
[30:36.960 --> 30:39.220]  perform better than that MacBook escape
[30:39.220 --> 30:41.380]  It is faster
[30:41.380 --> 30:45.540]  But the thing that really sticks out to me is that it doesn't have the touch ID
[30:45.820 --> 30:51.360]  Because the keyboard on the new MacBook Air seems to be the keyboard that an awful lot of people have been begging Apple to make
[30:51.380 --> 30:55.380]  Which is I don't want the touch bar. I don't want to pay for the touch bar
[30:55.380 --> 30:58.500]  I don't think I'll use the touch bar, but I want that fingerprint sensor
[30:58.500 --> 31:02.180]  So can I have the old function keys and a nice escape key in the corner?
[31:02.220 --> 31:06.540]  But give me that fingerprint sensor and they've that that's what this device has
[31:06.540 --> 31:11.980]  But that man 13 inch MacBook Pro that doesn't have it and yet it costs more that kind of sticks out
[31:12.780 --> 31:16.140]  Yeah, so I don't know if that machine is here for the long run
[31:16.140 --> 31:19.940]  I think one one side looking at it is that that machine is is gonna go away
[31:21.380 --> 31:28.500]  Yeah, and the other side was that maybe Apple likes to keep it around just so they can say that the MacBook Pro lineup starts
[31:28.500 --> 31:30.340]  at $12.99
[31:30.340 --> 31:32.680]  That doesn't seem like something Apple would would would
[31:32.680 --> 31:37.920]  You know, well the question I mean, I guess the part of the question though is what is what is the future of the touch?
[31:37.920 --> 31:39.400]  Bar. Yeah
[31:39.400 --> 31:41.400]  because that
[31:42.760 --> 31:46.360]  Will change a lot of this equation, yeah, and again Apple you can ask like well
[31:46.360 --> 31:51.200]  Why doesn't you know, why don't you have the option of a touch bar in a MacBook Air, you know?
[31:51.840 --> 31:57.320]  And you know and they don't they're not gonna come nobody's gonna come out and say look it had to be cheaper
[31:57.840 --> 32:02.560]  You know, but effectively that's the answer, you know, like you listen to what they say and it's like, okay
[32:02.560 --> 32:06.560]  Yeah, whatever the touch bar costs. It's you know, it would have kept it from cost this
[32:06.560 --> 32:08.560]  That's one of the reasons this device is $11.99
[32:09.280 --> 32:10.440]  Yeah
[32:10.440 --> 32:11.520]  I don't know
[32:11.520 --> 32:16.440]  Do you mean do you get the sense that they they have like some sort of vision for the touch bar or or that?
[32:16.440 --> 32:19.120]  that it was just an idea that they had at the time and tried it and
[32:19.960 --> 32:24.680]  Doesn't seem like it's gonna work out. I think it's a great idea in general
[32:24.680 --> 32:29.800]  I I think that a bunch of fiddly little keys f1 f2 f3 f4
[32:29.800 --> 32:37.520]  Is a really 1978 computer idea and so Apple obviously thought that too because you know for a very long time
[32:37.680 --> 32:42.440]  Now they've all defaulted not to being F keys unless you hold down the function
[32:42.440 --> 32:48.680]  You know the little FN key and they default to features like brightness and you know keyboard brightness and volume. I
[32:49.760 --> 32:56.360]  Think that replacing them is you know, those keys with a touchscreen type thing is a good idea in principle
[32:56.360 --> 33:01.840]  I just don't know that the the touch bar as we know it is the right answer friend of the show and our mutual friend
[33:01.840 --> 33:06.880]  Craig Hockenberry has had a great idea that he proposed on a slack and that you and I are on a
[33:07.280 --> 33:13.760]  Couple weeks ago where he his idea was it should be more like the control strip from the right Mac OS 9 Mac OS 8 era
[33:14.360 --> 33:16.520]  There's a there's a hack that can do that
[33:16.520 --> 33:22.840]  I forget the name of it, but I downloaded it and tried it out and it was it was very fiddly and
[33:22.840 --> 33:25.360]  I'm sort of like beyond my
[33:26.160 --> 33:32.200]  Patience to try to configure but it shipped with a bunch of defaults and I tried a couple of defaults and they were
[33:32.660 --> 33:35.320]  They were nice and I think they were probably better
[33:35.760 --> 33:41.300]  some of it some of it concerned me because for some reason the weather widget that they had for it was like using a
[33:41.300 --> 33:43.300]  Russian weather site and I was like
[33:44.320 --> 33:50.360]  Not sure what's going on in the background here. So I ended up uninstalling it but I think that's completely right
[33:50.360 --> 33:55.880]  I think a control strip would be much more useful for a broader group of people
[33:55.880 --> 34:01.600]  Yeah, and and the weird thing about the whole thing is that it seems like it's really more
[34:02.320 --> 34:06.120]  appropriate for just sort of general users rather than
[34:07.280 --> 34:13.720]  Pro users. Yeah, because the pro users are up in arms because they want to have physical keys because they they're the ones who actually rely
[34:13.720 --> 34:16.960]  On those yeah function keys. Yeah, so I don't know
[34:16.960 --> 34:20.700]  I'm optimistic because I feel like Apple is not a company to
[34:21.080 --> 34:25.800]  They they I feel like they're one of their strengths is that they recognize their mistakes
[34:25.840 --> 34:29.960]  You know and it may take them a long time and they may be completely silent until that
[34:29.960 --> 34:34.380]  You know, they don't they don't acknowledge them until they have you know, here here's the answer, you know
[34:34.720 --> 34:40.360]  Yeah, they they very rarely do what they did with the Mac Pro, you know last year and say, okay
[34:40.360 --> 34:47.040]  Yeah, kind of we kind of we kind of missed this whole move to GPUs and back painted ourselves in a thermal corner, etc
[34:47.040 --> 34:49.760]  Etc. We go. So we're back to the drawing board. We're gonna make an all-new Mac Pro
[34:49.760 --> 34:54.040]  It's gonna be awesome and you have to wait like another two years. Yeah, they don't do that very often
[34:54.840 --> 35:01.000]  So but I'm optimistic that it's just software right the touch bar is just software so they could they could write they could do something
[35:01.000 --> 35:06.220]  Different or improve what they have in a radical way and because it's just software everybody would get it
[35:06.220 --> 35:10.300]  Yeah, and when I got it, it felt to me like watch
[35:11.020 --> 35:13.020]  Watch zero watch with you know
[35:13.660 --> 35:15.660]  watch OS one and I thought
[35:16.620 --> 35:20.220]  Well that you know, it's it showed promise and it just but it needs to be
[35:20.780 --> 35:22.660]  It needs to be taken to the next level
[35:22.660 --> 35:22.900]  Yeah
[35:22.900 --> 35:24.900]  and they eventually did that with the watch and
[35:25.100 --> 35:30.940]  I get the sense now looking back on the watch that they probably had an idea that it really was gonna be like a health
[35:31.220 --> 35:33.900]  You know a much more health centric, but they didn't have
[35:33.900 --> 35:38.600]  All that stuff ready up front and they wanted to ship it. Yeah when they had it
[35:38.600 --> 35:43.580]  Yeah, and so they worked that in but but I kind of get the sense that they did know that at the beginning
[35:44.500 --> 35:50.600]  And I maybe there's the same thing going on here and that other shoe will drop eventually, but right now
[35:50.600 --> 35:51.500]  I just don't know what it is
[35:51.500 --> 35:58.400]  Yeah, and there's some some touch bar things that I'd really don't get like and when you're using Safari it like tries to show you
[35:58.400 --> 36:05.560]  Things that represent your tabs in the front most window I changed that I can't I can't understand them
[36:05.560 --> 36:09.080]  I don't I look at them and there's nothing. Yeah, you can't see what they yeah
[36:09.760 --> 36:12.840]  Them in enough detail to for it to make sense. So I changed it to
[36:13.640 --> 36:18.240]  Like I think I've got the forward and back button. Yeah, and like oh, yeah
[36:18.240 --> 36:22.920]  And then they get a thing that shows you all of the open. Yeah tabs on the screen
[36:22.920 --> 36:25.700]  Yeah, I have to admit like one thing I do use I don't have it
[36:25.700 --> 36:32.120]  I don't have you know, I spent six six or seven weeks using a MacBook Pro with the touch bars might as a review unit
[36:32.120 --> 36:34.120]  Oh, July and August I
[36:34.520 --> 36:39.940]  did find myself using the in a lot of dialog boxes the buttons show up in the touch bar like
[36:40.480 --> 36:45.640]  Okay, and cancel or whatever and if you have to type like a password or something and there's a big blue, you know
[36:46.100 --> 36:47.080]  verified button
[36:47.080 --> 36:53.600]  I found myself using that a lot like just because I'm staring at the keyboard to type my password or whatever is I'm typing and
[36:53.600 --> 36:58.280]  Then there's the button and I just poke it. Yeah, so there's things I do that, you know, I do that too
[36:58.760 --> 37:00.840]  So hopefully hopefully they have smart
[37:01.480 --> 37:05.720]  user experience people thinking very hard about the ways that they could
[37:06.360 --> 37:13.160]  Plus it, you know to use Walt Disney's term, but I will say this at the event yesterday and milling about the hands-on area
[37:13.160 --> 37:16.640]  And talking to various friends in you know in the racket
[37:17.120 --> 37:19.120]  There were way more people
[37:19.120 --> 37:24.840]  Who's if the touch bar came up it was are they still and again? I just abandoned the touch bar
[37:24.840 --> 37:29.860]  It was way more of a of a talking point then boy. I wish this machine had the touch bar
[37:30.520 --> 37:35.360]  Sure, that really didn't come up. It really didn't know and the thing that people a lot of people I heard
[37:35.360 --> 37:39.960]  It's not just you know, it's the very obvious thing. A lot of people are like, yeah, this is what I want
[37:39.960 --> 37:43.480]  I just want the touch ID thing in the corner. Yeah, I spent a lot of time
[37:43.800 --> 37:48.440]  You know with the machine connected to a monitor and the lid closed and typing on a clicky keyboard
[37:48.440 --> 37:50.440]  So and I can't
[37:50.680 --> 37:56.080]  Can't fully get used to the touch board because I don't use it. Yeah half the time. Yeah, it's not available. Yep
[37:56.760 --> 38:02.040]  the other thing I thought was very striking in the Mac portion of the event when we can segue and talk about the Mac Mini,
[38:02.040 --> 38:03.160]  but
[38:03.160 --> 38:06.440]  it was very very obvious that there is a
[38:07.240 --> 38:08.760]  uncomfortable
[38:08.760 --> 38:13.080]  the Cold War not Cold War but Apple's relationship with Intel is
[38:13.080 --> 38:19.920]  Strained. Yeah, the word the name Intel was not once mentioned by anybody on stage. Nobody verbally
[38:19.920 --> 38:24.240]  I think I think you're I used to you tell you that someplace. I think you're wrong about yeah, I think
[38:25.440 --> 38:28.280]  The woman I can't remember. I can't I can't remember any other name. Yeah
[38:28.280 --> 38:32.440]  Well, they do a whole group of new people. I don't know who anybody was. I have a minor complaint about that
[38:32.440 --> 38:34.440]  I wish that they would put a
[38:34.520 --> 38:40.840]  The name of the employees on screen and even if it's Angela aren't and we know who it is, you know
[38:40.840 --> 38:46.480]  Who cares, you know? Yeah, because that's one small thing that Tim Cook is doing now that I don't like anymore
[38:46.480 --> 38:48.040]  So if it's somebody new
[38:48.040 --> 38:50.960]  He will announce their full name. Like here's John Ternus
[38:51.640 --> 38:53.200]  and
[38:53.200 --> 38:56.160]  Like the woman he gave her full name. I don't know it either. I
[38:57.040 --> 39:03.320]  Know exactly who you're talking about a tall blonde woman. Yeah, she said I think she said Intel at some point
[39:03.320 --> 39:06.160]  Yeah, well if she did she said at once I was kind of yeah
[39:06.160 --> 39:14.080]  it might have been once and I'm almost certain that then the word Intel only appeared on one slide and it was a
[39:14.720 --> 39:16.720]  very small print it was sort of like the
[39:18.920 --> 39:23.360]  Like the diagram of the inside of the MacBook Air and
[39:23.760 --> 39:29.920]  In pointing out like here's this here's that here's that you know, here's where the chip is. Here's where the graphics thing is
[39:29.920 --> 39:32.080]  Here's where the speakers are and never it's like, you know
[39:32.080 --> 39:36.200]  I said like Intel fifth eighth generation, whatever and pointed to a thing and
[39:36.840 --> 39:40.560]  Then the entire Mac mini thing. They didn't use the word Intel in any of the slides
[39:41.720 --> 39:45.520]  Very telling and they never talked about the chip. They never said anything about what it can do
[39:46.400 --> 39:51.160]  And and compare and contrast that with the iPad Pro later where they were talking about it
[39:51.200 --> 39:58.520]  Yeah, and part of it is I think that they're very clearly unhappy with Intel and the performance of Intel chips over the last few years
[39:58.520 --> 40:00.520]  I
[40:00.720 --> 40:04.840]  Part of it is it's very it's not just rumors to me at this point
[40:04.840 --> 40:10.060]  This event made it very clear to me that Apple is on the cusp of moving the Mac to their own arm chips
[40:10.160 --> 40:15.200]  Yeah, I mean, what does cusp mean? Does it mean 2019? I don't know
[40:16.240 --> 40:18.880]  But at least in their hearts there they've checked out
[40:20.160 --> 40:25.240]  Relationship with Intel it was well and you can see and it was some of it was just pretty obvious and
[40:25.240 --> 40:28.020]  And when they did mention things like that, they would say
[40:29.000 --> 40:34.080]  The new Mac mini is five times faster than the old one which four years ago
[40:35.440 --> 40:40.140]  The last part left unsaid and then you know, they would talk about how much faster the iPad was
[40:40.960 --> 40:45.280]  It's 10,000 times faster than the one that shipped last year, right?
[40:45.280 --> 40:50.620]  But and I think the other problem they had is that they couldn't really brag about how fast then
[40:50.620 --> 40:56.220]  You know the Mac mini or the MacBook Air was at doing X like some real-world task
[40:57.020 --> 41:02.500]  Because if it was a task that could be done on the a new iPad Pro the iPad Pro would embarrass it
[41:02.500 --> 41:08.240]  Like I don't know what you know, I didn't try to sneak into the hands-on area try to sneak
[41:09.100 --> 41:16.780]  Geekbench into the hands-on area thing. Some people do that and I don't know how I honestly I guess cuz you can download
[41:16.780 --> 41:22.260]  Geekbench, I don't know how they get it on iOS devices because I don't know how they get the app store to authorize it
[41:23.460 --> 41:29.620]  But you know people try to do it. I'm I'm quite sure that like Geekbench scores would show the iPad Pro
[41:30.740 --> 41:35.340]  Embarrassing the MacBook Air in terms of performance and you know, alright Geekbench is just an arbitrary
[41:37.340 --> 41:39.340]  Benchmark
[41:39.620 --> 41:42.500]  In real-world performance, so this is an Apple
[41:42.500 --> 41:46.680]  You know, you know, they obviously had a bunch of people from Adobe there
[41:46.820 --> 41:50.980]  One of the hands-on stations yesterday was to show Lightroom
[41:52.420 --> 41:56.940]  Austin Mann was actually there to the photographer. I've linked to him on during fireball a couple times
[41:56.940 --> 42:03.420]  He does these great iPhone camera reviews where he goes like around the world like he'll go to Africa. Yeah, or Patagonia
[42:04.180 --> 42:07.740]  You know, so everybody knows his reviews. They're there. He's a terrific photographer
[42:07.740 --> 42:15.380]  He's an amazing shots and he's also just a great. He's a really friendly person and and and is his enthusiasm for
[42:16.020 --> 42:17.740]  encouraging
[42:17.740 --> 42:21.980]  Everyone to be more creative as a photographer with their device is just it's contagious
[42:22.340 --> 42:27.860]  Anyway, he was there and they were using some of his photos that he had shot with a a hassle bad
[42:27.860 --> 42:34.360]  I don't know what I don't know how much a hassle bad costs, but it costs a lot and it shoots 50 megapixel
[42:34.360 --> 42:40.160]  Images and of course, they're raw. I don't even know if you if a hassle bed doesn't shoot raw
[42:40.600 --> 42:45.040]  so these are raw images from a hassle bed that are 50 megapixels and
[42:45.760 --> 42:53.680]  They're open on the new iPad Pro in Lightroom and you can pinch to zoom and the zoom is every bit as smooth and perfectly
[42:53.680 --> 42:58.600]  Tracking your fingers every step of the way no matter how fast you pinch as though it's like a simple little
[42:58.600 --> 43:05.640]  Photo off your iPad or you know taken with the iPad camera right like and this is a 50 megapixel raw and and you sit
[43:05.640 --> 43:07.320]  There and and they demoed it
[43:07.320 --> 43:10.920]  But you know I got to play with it and you can just say like turn it black and white and it's like this
[43:10.920 --> 43:15.600]  Whole 50 megapixel thing. It's almost as though that the adjustments you make in Lightroom have been
[43:16.360 --> 43:23.080]  Already, you know computed like and you're just switching between images and then they had a 15-inch MacBook
[43:23.080 --> 43:30.080]  Pro next to it also running Lightroom and I the the demo wasn't to make them the MacBook Pro look slow
[43:30.080 --> 43:36.440]  The demo was to show the workflow of how your images in Creative Cloud show up both places at once
[43:36.440 --> 43:39.640]  you know that you can go into the field with an iPad Pro and
[43:40.080 --> 43:43.480]  Connect your camera and start making edits and do all this cool work
[43:43.480 --> 43:46.440]  And then as soon as you sit down at a Mac, you don't have to do anything
[43:46.440 --> 43:47.080]  They're already there
[43:47.080 --> 43:48.400]  You know that was the demo
[43:48.400 --> 43:54.000]  But I opened the same image on the MacBook Pro and use the trackpad to pinch to zoom and it you know
[43:54.000 --> 43:58.160]  It was fast and I used to use Lightroom. I love Lightroom. I just sort of
[43:58.960 --> 44:04.600]  Lazily at my level of photographic enthusiasm switching to Apple photos just made things a little easier
[44:06.640 --> 44:12.000]  The it it it scaled as you pinch to zoom in Lightroom on the trackpad
[44:12.000 --> 44:17.400]  It's scaled better than I remember Lightroom scaling a couple years ago on my Mac at home
[44:17.400 --> 44:23.560]  With far smaller than 50 megabits. It was very smooth, but it wasn't it wasn't like the iPad Pro, right?
[44:23.560 --> 44:26.920]  So there's and that's not because you know
[44:26.920 --> 44:31.640]  That's just the way that the iPad Pro is fast in ways that don't just equate to Geekbench numbers, you know
[44:32.280 --> 44:34.280]  It's this whole integrated
[44:34.840 --> 44:36.360]  You know
[44:36.360 --> 44:40.560]  Everything is under Apple's control, you know, and really it really does stick out
[44:40.560 --> 44:49.160]  And in performance, oh well one of the things that's come out since the event is that the terabyte one
[44:49.880 --> 44:54.680]  Has a has twice the RAM is that you're skipping away? You're skipping ahead skipping the iPad Pro
[44:54.680 --> 44:58.680]  I kind of mentioned it. I mentioned it only in the context of them not talking about Intel
[44:59.680 --> 45:01.680]  Let's do Mac Mini first. We got to do
[45:03.000 --> 45:08.920]  Yeah, I but I got sidetracked by by talking about how clearly Apple is going to move there
[45:08.920 --> 45:13.480]  There's just 100% all the rumors aside doesn't matter what you know
[45:13.680 --> 45:18.240]  Mark Gurman or has had sources to say which I think he's right. I think he's got it exactly, right?
[45:19.560 --> 45:25.560]  But it just you don't need sources. You can just listen to what they're enthusiastic about and why the iPad is as
[45:26.080 --> 45:32.880]  Performant as it is and they need to bring that to the Mac then and they just need to because these companies these systems
[45:33.560 --> 45:37.920]  aren't like it's not like the old days when you can just take a computer and
[45:37.920 --> 45:42.200]  Pick the Intel chip out and put a newer Intel chip in and just sock
[45:42.200 --> 45:45.240]  You know stick it in a socket and now it's a faster computer like these things
[45:45.600 --> 45:51.840]  Even though they are Intel based computers Apple is designing these things as integrated holes the way they do with iOS devices
[45:52.040 --> 45:58.680]  Except they don't have control over these essential aspects of it. And I think it's driving them nuts. Yeah
[46:00.480 --> 46:01.960]  The Mac mini
[46:01.960 --> 46:08.800]  What all what about the colors for the MacBook Air? I think that's pretty it's it's it's like they've they've got the they got rid
[46:08.800 --> 46:11.000]  Of rose gold like right lineup, right?
[46:11.000 --> 46:17.120]  They've they've sort of switch to there's like one true gold now for Apple's aluminum products
[46:17.120 --> 46:20.520]  you know, like the stainless steel gold is sort of a different look but
[46:22.200 --> 46:25.760]  Because I don't think the Apple watch has golden rose gold anymore either no, it doesn't
[46:25.760 --> 46:32.000]  Yeah, it's sort of like it has a gold that has like a touch of pink, but you wouldn't call it rose gold. I
[46:32.920 --> 46:34.920]  Don't know how else to say it
[46:35.120 --> 46:37.640]  I think if you like Apple's other
[46:38.440 --> 46:44.960]  Recent gold products you'll like the gold MacBook Air and if you know if it's not your thing, you know
[46:44.960 --> 46:47.760]  Get the space gray one, right?
[46:48.400 --> 46:53.560]  And yeah, and then like the classic color. Yeah, the classic color whatever you want to call it
[46:53.560 --> 46:57.120]  I guess I guess they call it silver somebody's somebody was speculating that
[46:57.240 --> 47:02.880]  because everybody bought space gray stuff as soon as they could that silver is gonna be the new space gray and people are gonna buy the
[47:03.400 --> 47:06.480]  That the silver is gonna be super popular. I don't know they're both look good
[47:06.760 --> 47:11.400]  Yeah, I think that I think that space gray is a little bit more forgiving in terms of like
[47:12.120 --> 47:14.120]  Dirt and scratches and stuff like that. I
[47:14.520 --> 47:19.740]  Think so, too because the MacBook Pro I had for a couple weeks this summer was was the space gray and you know
[47:19.740 --> 47:24.440]  I had it that's what I got, you know took it to the beach and I mean I don't use it on the beach Beach, but
[47:25.240 --> 47:27.760]  Took it to a beach town and took it in the water. Yeah
[47:29.680 --> 47:31.680]  It really doesn't show the salt water
[47:33.160 --> 47:37.360]  Doesn't show the current computers computers love salt water. Yeah. No, it's good for him
[47:40.720 --> 47:41.680]  You know
[47:41.680 --> 47:43.860]  I'm not surprised but it's you know
[47:43.860 --> 47:49.560]  It it's just another little way that the MacBook Air seemed dated right because it didn't have any color choices
[47:49.560 --> 47:52.440]  All these other computers have these fun color choices and here's them
[47:52.440 --> 47:56.440]  Here's their most popular one and you've you can have any color you want as long as it's silver
[47:58.160 --> 48:03.240]  Well, now you can have any color of Mac mini you want as long as it's space gray, yeah, that's cool though
[48:03.240 --> 48:06.440]  It looks it looks really cool. It's a cool little thing
[48:08.000 --> 48:12.600]  People were kind of some people were wondering about the size like if the size was gonna go any smaller
[48:12.680 --> 48:18.440]  But it's the same still the same size right basically hold that thought and let's thank our next sponsor. It's our good friend
[48:18.440 --> 48:23.960]  So this is the opposite. This is not a first-time sponsor. It's a repeat sponsor, but it's our good friends at fracture
[48:26.280 --> 48:27.840]  Fracture
[48:27.840 --> 48:32.640]  Takes your images you send them to fracture you print them out and they don't print them on paper
[48:32.640 --> 48:35.240]  They print them directly on glass. They take a piece of glass
[48:35.240 --> 48:39.380]  They take your image and then they print it right on the glass and it looks fantastic
[48:41.680 --> 48:44.440]  I've bought a bunch of these they make fantastic
[48:44.440 --> 48:49.600]  gifts, and I believe that that's why their sponsorship is turning up again because here we are the
[48:50.000 --> 48:54.840]  Recording on 31st. Most of you will be listening to this probably in early November
[48:55.580 --> 49:03.360]  Holidays are coming up and fracture because they make these things by hand down in there. They call it the factory down in Florida
[49:04.440 --> 49:10.520]  They get backed up in December. I don't know when I don't know what point year after year, you know
[49:10.520 --> 49:15.480]  But it you this is not something you can order in December 20th and get by the 25th
[49:16.480 --> 49:20.080]  And you know, I'm a procrastinator. I'll tell you the truth
[49:20.080 --> 49:24.080]  I haven't bought any fractures for people for the holidays yet, and that's why I'm on this show
[49:29.160 --> 49:34.680]  But I will I guarantee you I will buy some of these for the holidays and I am going to order them in November and
[49:34.680 --> 49:36.040]  Then it is a relief
[49:36.040 --> 49:40.720]  I'll tell you what some of you people are saying people and you do a lot of your holiday shopping in
[49:40.840 --> 49:45.720]  November because that's just what the same people do others of you are like me and you're a procrastinator and
[49:46.240 --> 49:48.440]  If you ever do buy something in
[49:49.240 --> 49:52.100]  November for somebody my god, what a great feeling it is
[49:52.100 --> 49:53.760]  It's like the weight of the world is off your shoulders
[49:53.760 --> 49:56.080]  Like I don't know. I don't have to worry about what to get the grandparents
[49:56.080 --> 49:59.600]  I've bought him a bunch of fractures of the kids or the dog or yeah, you know
[49:59.600 --> 50:04.440]  Whoever you want to get the picture of that's what I'll do is I'll buy one thing in like November and think oh my god
[50:04.440 --> 50:06.760]  I'm so ahead of the curve and then be buying everything. Yeah
[50:08.160 --> 50:11.560]  Get your fractures early. These are fantastic gifts
[50:11.560 --> 50:17.520]  They are the good did my number one recommendation every year for a thing that you can get as a gift for friends and family
[50:18.120 --> 50:24.560]  Everybody loves pictures. It is fantastic to get some of your pictures printed out and off your digital devices
[50:24.600 --> 50:28.920]  Yeah, 99% of my photos or live on my devices and I look at them on
[50:29.440 --> 50:30.880]  screens
[50:30.880 --> 50:36.120]  Get to get the ones that are your favorites the ones you've put the little hard on in photos get those printed out
[50:36.120 --> 50:39.520]  Give them to your loved ones. It's a fantastic gift. They've got a whole bunch of sizes
[50:40.480 --> 50:46.760]  Every size from small to large everything come they come with everything you need to set them up if it's like a small one
[50:46.760 --> 50:48.240]  You want to put it on your desk or your mantle?
[50:48.240 --> 50:53.320]  If it's a bigger one that you want to hang it comes with everything because they're printed directly on glass
[50:53.320 --> 50:54.120]  They don't need frames
[50:54.120 --> 50:58.880]  The picture is the the frame and so it's just a total corner-to-corner
[50:58.880 --> 51:05.000]  Image and it looks amazing and I guarantee you that's the other thing is people come in and if people don't know fractured
[51:05.000 --> 51:09.000]  They'll say what the hell has this picture hanging up without a frame and then you'll get to tell them about fractured
[51:09.000 --> 51:10.840]  Just like I'm telling you
[51:10.840 --> 51:12.920]  They have a green factory carbon neutral
[51:13.400 --> 51:18.640]  You can feel good about that go to fracture me. Their website is fracture me calm
[51:19.520 --> 51:24.880]  talk ta LK and you'll get a special discount on your first fracture order and
[51:24.880 --> 51:31.780]  And don't forget to pick the talk show in their one question survey after checkout. That's fracture me
[51:32.000 --> 51:34.000]  Calm slash talk
[51:34.120 --> 51:39.840]  I'll just spoil it that the question they ask is how did you hear about fracture? Yeah, I don't know if you can guess that
[51:40.600 --> 51:45.600]  But anyway, they're a great company fantastic gift. Go go get them now and and you'll thank me later
[51:45.600 --> 51:53.320]  MacBook not MacBook Mac mini is exact same size and more or less the story. I was told and I would not
[51:54.240 --> 51:59.760]  It's really great. They were they were like look, you know, we haven't updated it in a while. We know we're not proud of it
