[00:00.000 --> 00:01.440]  Hello
[45:01.560 --> 45:05.800]  Exciting place to be right now is developing mobile apps and they are limited there
[45:05.800 --> 45:12.040]  So I think they would like this and any web standards body is all about the web standards
[45:12.040 --> 45:14.400]  So why would we you know, they not want to be a part of this
[45:14.400 --> 45:20.800]  I totally get that and I get why Apple would be resistant and I get why Google wouldn't care and would perhaps even be
[45:20.800 --> 45:24.240]  Egging them on and supporting it in Chrome because it doesn't hurt Google
[45:24.640 --> 45:30.360]  Like it hurts Apple because Google is happy to give away an operating system and let everybody use it and whatever
[45:30.760 --> 45:36.200]  What while Apple needs to be different and pushing their platform forward and having reasons why it's better
[45:36.720 --> 45:40.200]  So I understand all of that. I also think that ultimately if
[45:40.200 --> 45:47.000]  Every web browser does something if this becomes sort of the consensus of like this is how it's done
[45:47.000 --> 45:50.520]  I don't think Apple's going to kick and scream and drag its feet
[45:50.520 --> 45:54.320]  I think it's going to embrace whatever ends up being the standards
[45:54.440 --> 46:01.080]  But I do think that it at this point stuff like this Apple is completely understandably just saying yeah
[46:02.040 --> 46:08.000]  Not our not our number one goal here because we really like native apps and yeah, the sweet solution has always been there
[46:08.000 --> 46:14.360]  but you know, the App Store is a huge strength of apples and I think they're they're
[46:15.520 --> 46:17.800]  They don't see a strategic benefit in
[46:18.560 --> 46:22.120]  allowing web developers to bypass the App Store and create
[46:22.360 --> 46:29.360]  Experiences that may or may not be up to snuff from what can be done with you know with native apps using the latest
[46:29.880 --> 46:31.880]  iOS API
[46:31.880 --> 46:37.760]  And part of it too and it almost it's not even implicit
[46:37.760 --> 46:41.080]  It's a lot of these arguments from the pro web developer
[46:41.080 --> 46:46.400]  We want you know, we see Apple is, you know dragging its feet in this thing and that they're holding back the open web
[46:47.800 --> 46:49.800]  part of it is that
[46:51.120 --> 46:53.120]  Apple
[46:53.120 --> 47:00.460]  It yes, they have an interest in keeping the App Store as important as it is and that's a strategic just for Apple
[47:02.200 --> 47:04.480]  Advantage that that richer
[47:04.920 --> 47:09.920]  Web apps that you could just install from everywhere that don't have an approval that don't go through the App Store that it would hurt
[47:09.920 --> 47:15.720]  That but the other thing that these that these developers want is that they're still chasing the dream of right once
[47:16.640 --> 47:19.040]  Run everywhere where they can write one
[47:19.040 --> 47:24.920]  app that would run on all mobile devices, you know Windows Phone and Android and
[47:26.440 --> 47:30.080]  iOS with minimal if none if any
[47:31.040 --> 47:33.040]  per platform
[47:33.920 --> 47:35.480]  You know
[47:35.480 --> 47:37.480]  special cases and
[47:38.320 --> 47:40.360]  That's not just against Apple's interest
[47:40.360 --> 47:45.400]  That's actually against Apple's vision for what's best for the platform because we've seen that for decades
[47:45.400 --> 47:52.760]  You know at any any kind of right once run anywhere runtime type thing is inherently a second class
[47:53.920 --> 47:54.960]  Yeah
[47:54.960 --> 47:56.960]  Experience to what can be done natively
[47:57.840 --> 48:01.520]  And so there's a reason that that's actually in in the long run
[48:01.520 --> 48:05.400]  It really is it's maybe anti developer maybe anti web developer
[48:05.400 --> 48:11.480]  But it's in Apple's perspective very much pro user to say we want to take strategic
[48:11.480 --> 48:18.400]  We want to strategically keep that from becoming the where the industry goes because we think it's a much better vastly better
[48:18.920 --> 48:22.200]  user experience to mostly be using native apps
[48:22.200 --> 48:27.120]  And if they're mostly using native apps, it allows us Apple to do new things
[48:27.960 --> 48:29.560]  quickly
[48:29.560 --> 48:35.720]  More quickly than if it depended on the industry update exactly right exactly. I mean those those the those are the two big issues
[48:37.040 --> 48:40.040]  One of them is this right once run anywhere thing where?
[48:40.040 --> 48:45.080]  And and people who use Java today get really mad when I talk about the 90s
[48:45.080 --> 48:51.240]  But in the 90s, we were all sort of sold this idea that Java was this amazing technology
[48:51.240 --> 48:55.520]  that was going to let people write apps that ran on the Mac and ran on the PC and
[48:56.120 --> 49:00.080]  Anybody on the Mac in the 90s who tried that saw that?
[49:00.520 --> 49:06.040]  When they ran they ran badly and they never felt like you were using them on the Mac
[49:06.040 --> 49:13.540]  Anyway, it was a bad experience even and then you could put in as a developer huge amounts of work to try and make it
[49:13.720 --> 49:16.200]  Better on the Mac and look more like the Mac
[49:16.240 --> 49:20.060]  but at that point now you've got all this this huge chunk of work that is about kind of
[49:20.200 --> 49:23.240]  Localizing it for the Mac and you're no longer writing once and running anywhere
[49:23.400 --> 49:28.560]  So it was it was a that would that was my sort of like formative moment in terms of saying oh
[49:29.000 --> 49:34.240]  It's important that stuff get written for the platform that it's on you can tell when it's not
[49:34.240 --> 49:38.040]  I mean you could even tell when things like Microsoft Office were written
[49:38.600 --> 49:45.920]  For the Mac but using some code and guidelines from Windows even even when it wasn't right once run anywhere. It was still
[49:46.440 --> 49:52.000]  Not a good experience on your platform because it was really something that had come across from a different platform
[49:52.320 --> 49:58.440]  So it's not it's not good for users and I don't think that I think you know, this would be similar
[49:58.440 --> 50:04.480]  And that's a bad experience and Apple knows that it would almost certainly be a bad experience in most cases
[50:04.480 --> 50:06.640]  There's always that you know, but what about this? But what about this?
[50:06.640 --> 50:08.560]  I'm sure there would be some brilliant ones. That would be great
[50:08.560 --> 50:11.240]  But a lot of them would be exactly the same on
[50:11.600 --> 50:18.400]  Windows and on Android and they would look kind of like neither and be kind of icky and would we really want to do
[50:18.400 --> 50:24.400]  That and then your second point is absolutely true right now Apple can say hey new API's at
[50:24.400 --> 50:30.000]  WWDC new iOS coming out developers jump on it. Look how we can push this platform forward
[50:30.000 --> 50:34.040]  You've got access to a touch sensor now, you've got you know, whatever the next thing is
[50:34.040 --> 50:36.280]  You've got we put the metal API's in there
[50:36.280 --> 50:37.760]  We're doing all of this stuff for you
[50:37.760 --> 50:43.400]  That makes making apps on our platform better than anywhere else and makes our platform better and makes your apps better
[50:43.400 --> 50:50.560]  So let's do that and then contrast that with well, you know everybody. What do we want for our standard?
[50:50.920 --> 50:52.560]  Let's run it through the standards body
[50:52.560 --> 50:56.880]  Let's see what everybody says it's not that standards aren't important and can't be good
[50:57.080 --> 51:03.440]  But that seems pretty antithetical to what is a key part of Apple strategy
[51:03.440 --> 51:09.680]  Which is pushing things forward itself being opinionated and saying we think this is important
[51:09.680 --> 51:11.960]  We built it and having a team of you know
[51:11.960 --> 51:18.160]  a community of developers who will adopt that stuff and then everything gets better and I have a hard time seeing how that
[51:18.160 --> 51:23.880]  Happens quickly in a you know in a web standards app development platform
[51:24.960 --> 51:31.560]  Right, and one of the things that seems to be forgotten in this whole Apple is opposed to the open web
[51:33.120 --> 51:35.000]  Mindset is
[51:35.000 --> 51:40.560]  Something that is very much of a what can one opinionated company in a position of strength do
[51:40.920 --> 51:44.920]  Which is the way that in my opinion Apple single-handedly
[51:44.920 --> 51:47.920]  burst the
[51:48.040 --> 51:51.400]  pox that Adobe Flash was on the open web
[51:52.320 --> 51:56.760]  both in terms of user experience in terms of
[51:58.600 --> 52:00.600]  Battery life and performance
[52:01.160 --> 52:07.020]  Certainly in terms of security. Yeah, even to this day like even this in July
[52:07.960 --> 52:11.260]  2015 that this hacking team outfit over in Italy
[52:11.260 --> 52:14.820]  All their exploits were or most of their exploits
[52:15.500 --> 52:17.500]  Were based on Adobe Flash
[52:19.420 --> 52:22.980]  Security holes that were you know heretofore unknown to the public
[52:25.380 --> 52:27.380]  And in terms of beings
[52:27.780 --> 52:32.980]  Having what is called the web what you get on a web page being driven by standards. Well
[52:33.860 --> 52:35.860]  Adobe Flash was on a standards proprietary
[52:36.700 --> 52:39.620]  format controlled owned by Adobe
[52:39.620 --> 52:41.620]  and
[52:44.340 --> 52:52.020]  When iOS shipped without flash it was predicted by many as a reason that it would never really take off because you wouldn't be
[52:52.020 --> 52:53.060]  able to
[52:53.060 --> 52:55.860]  See video on the web or do anything interactive on the web
[52:56.540 --> 53:00.020]  And then as time went on and famously Steve Jobs wrote an open letter
[53:01.820 --> 53:03.940]  Thoughts on flash explaining
[53:03.940 --> 53:10.380]  Why adobe why why they haven't and why they do not plan to and will not support Adobe Flash on iOS
[53:11.980 --> 53:16.180]  You know and it was criticized by many including a lot of people who I think
[53:16.580 --> 53:21.700]  At the time would call them so that you know there the argument was that plugins and plug-in API's are part of the web, too
[53:22.660 --> 53:27.900]  Well, it turns out that it did and it didn't keep it iOS users from seeing video it took years
[53:27.900 --> 53:35.060]  It did take years, and it you know one site at a time as they got their act together switched to the open standard
[53:35.060 --> 53:38.060]  Which is just the simple video tag from HTML 5
[53:39.780 --> 53:47.900]  But here we are today, and I I surf 99% of the time in Safari and I have iOS and
[53:49.980 --> 53:54.020]  Mac and sometimes on the Mac I still run into sites where when they see that I'm on a Mac
[53:54.020 --> 53:59.740]  They insist on serving me flash even if I change the you do the developer menu trick and say okay
[53:59.740 --> 54:03.860]  I'm gonna tell you that I'm an iPad will you please give me HTML 5 video and every once in a while?
[54:03.860 --> 54:07.460]  I still get that and I have to if I really want to most of the time
[54:07.460 --> 54:09.700]  I just give up and say screw you I'm not watching your video
[54:09.700 --> 54:14.380]  I if I need to I can go to Chrome and Chrome has the flash plug-in built in I
[54:14.740 --> 54:18.740]  Can't remember the last time I encountered video that didn't play on my phone or iPad though
[54:18.740 --> 54:23.860]  Everybody just about everybody seems to have their act together and when they're actually dealing with the flash plugin
[54:23.860 --> 54:30.340]  With iOS and serves that and that is not just for the benefit of iOS users that for the benefit of anybody on
[54:30.460 --> 54:35.480]  Any operating system or any device that wants to watch video and not have flash run?
[54:36.100 --> 54:38.100]  and that is the sort of thing that
[54:38.900 --> 54:44.740]  If Apple just went along with what the quote-unquote community wanted they would have added plug-in support to iOS
[54:44.860 --> 54:47.620]  But by being a single opinionated company
[54:47.620 --> 54:55.740]  With different priorities from maybe the industry as a whole certainly different priorities from the all the web publishers that were
[54:55.740 --> 54:57.740]  publishing flash-based video
[54:58.020 --> 55:00.900]  They changed the web. I think it gave Google some
[55:02.820 --> 55:05.580]  You know because Google remember tried to tried to get
[55:06.220 --> 55:09.740]  Flash running on Android for a little while and at some point
[55:10.700 --> 55:16.700]  At some point that fell apart and I feel like some of that was also you had the courage to not bother
[55:16.700 --> 55:21.020]  because it was already not on iOS and and it was one of those things that
[55:21.820 --> 55:25.940]  Wasn't going to be they thought it would be a competitive advantage. It turned out to not be
[55:26.460 --> 55:34.040]  And that was helpful for all of us that I mean it what would have happened if Adobe had gotten flash to work
[55:34.260 --> 55:40.760]  Efficiently on Android maybe things would have been different, but you know we do we do benefit from the fact
[55:40.900 --> 55:44.500]  It's an enormous that yeah that since they haven't gotten a running
[55:44.500 --> 55:48.780]  They could they could only on they couldn't they just couldn't and if you saw it on Blackberry Playbook
[55:48.780 --> 55:52.860]  Or you saw it on like the web OS tablets. It was awful and
[55:53.420 --> 55:56.660]  Yeah, yeah, I mean that was a I can't help it thing
[55:56.660 --> 55:59.620]  I don't know enough people at Google to say that I can vouch for that
[55:59.620 --> 56:02.380]  I don't have any little birdies at Google who can say that this happened
[56:02.380 --> 56:06.900]  But I would bet my bottom dollar that there were an awful lot of people within Google
[56:06.900 --> 56:13.280]  If not a majority of people within Google who when when they sort of doubled down on flash support on Android that
[56:13.280 --> 56:16.400]  Collectively within the company they were like what the heck are we doing?
[56:16.400 --> 56:20.840]  Why don't we follow them and we can wipe this scourge off the you know?
[56:21.240 --> 56:25.160]  Web faster why in the world would we not follow their lead here?
[56:25.160 --> 56:27.320]  Here's somewhere where we ought to be aligned with that
[56:28.320 --> 56:32.900]  It was because they were really defensive and behind and they thought it was one of their own, but they to differentiation
[56:32.900 --> 56:35.240]  I think just for Android though, right?
[56:35.240 --> 56:38.720]  That's one of those areas and that was at a time and and this has certainly
[56:38.720 --> 56:44.880]  Lessened greatly and I think it really does sort of correlate to when they got Andy Rubin, you know
[56:44.880 --> 56:49.540]  sort of shuffled him onto a closet and got him out and put Android under the control of
[56:50.640 --> 56:51.840]  Sundar
[56:51.840 --> 56:53.840]  Whatever his name is
[56:54.040 --> 56:57.400]  That Android at that point became a lot more
[56:58.080 --> 57:02.840]  Integrated with Google up until then and I wrote about this a couple times on during fireball. I always felt like
[57:02.840 --> 57:09.560]  Android felt like a you that its own independent company within Google sort of like what nest
[57:09.720 --> 57:11.720]  Supposedly and seems to be right now
[57:12.160 --> 57:17.480]  That it was an Android's interest maybe to do that, but it certainly wasn't with it. Google's overall interest
[57:17.480 --> 57:20.120]  I think Google's overall interests were much better served with flash
[57:21.680 --> 57:25.920]  Wiped out I mean in flight because one I mean you just think about search, you know
[57:25.920 --> 57:32.400]  Any kind of content in flash player was either either not indexable or harder to index than stuff
[57:32.400 --> 57:34.560]  That was in HTML. Oh, yeah. Yeah
[57:34.560 --> 57:39.960]  I think that was that was right Google Google as a as a company is much more
[57:40.120 --> 57:46.440]  Sort of open web standards kind of company and then there was the Android group and the Android group was like this is a Apple
[57:46.440 --> 57:51.440]  Has given us an opening by refusing to support it was kind of like don't throw me in the briar patch a little bit
[57:51.440 --> 57:52.560]  it's like
[57:52.560 --> 57:57.680]  Yay, we get to support flash because Apple didn't and then they did and then they work with Adobe and realized
[57:57.680 --> 58:00.240]  Oh, this is not very good and it was in the end
[58:00.240 --> 58:03.540]  It was it was not an advantage to have flash on mobile
[58:03.560 --> 58:09.320]  But they thought it was and they hoped it was and there were lots there were ads right there were like TV ads
[58:09.320 --> 58:12.440]  That said real flash real web video. Yeah
[58:13.080 --> 58:16.280]  It was I mean it would but that was the thing is it was it was strategic
[58:16.760 --> 58:21.280]  To try to find a weakness for Apple and when Apple kind of blindsided everybody with the iPhone
[58:22.400 --> 58:27.040]  Yeah, and the ad putting that as an ad was in my opinion a stupid thing because nobody ever had any idea
[58:27.040 --> 58:31.080]  What was flash and what wasn't all they knew is that every once in a while and they still do every once in a while
[58:31.080 --> 58:34.080]  Is they get a dialog box saying you can't do this unless you upgrade your flash?
[58:35.360 --> 58:42.960]  click these 18 buttons and install your password in and stuff and install all this and then come back and hopefully it'll work but
[58:42.960 --> 58:44.520]  They don't know what's flash and what's not
[58:44.520 --> 58:49.640]  especially as long as it's working no flash thing was really great for Apple in the end because I think how many how many
[58:49.960 --> 58:53.280]  Native iOS apps were written in the early days of the iPhone
[58:53.280 --> 58:57.880]  because the you know, whatever a site's
[58:59.080 --> 59:03.120]  Extrusion into the world, you know was built around flash and they're like, oh geez. We can't do that
[59:04.160 --> 59:07.360]  Let's write an app. We can do it that way. I'm like the Major League Baseball
[59:08.480 --> 59:14.840]  App which has been one of the most successful apps ever and was there on I think day one on the on the App Store
[59:15.440 --> 59:19.040]  One of the reasons that existed is because they didn't you know
[59:19.040 --> 59:26.520]  They were using flash and then later I think Silverlight for all of their audio and video stuff and they couldn't do that on the iPhone
[59:26.520 --> 59:28.040]  And they really wanted to be on the iPhone
[59:28.040 --> 59:35.400]  So they you know rather than rebuild their entire infrastructure on the on the and and build rebuild the front end for everybody
[59:35.400 --> 59:37.080]  They just took those, you know
[59:37.080 --> 59:41.880]  they made sure they had some iPhone compatible streams on their servers and wrote an app and
[59:42.520 --> 59:45.440]  so in the end the app market got a lot richer because
[59:45.440 --> 59:52.200]  Companies wrote apps because they couldn't just rely on flash on the web and that was good for Apple
[59:52.200 --> 59:58.320]  Yeah, and and maybe MLB would have written an app any either way anyway, you don't know
[59:58.320 --> 01:00:01.680]  I mean, they still don't have a Mac app if you're on a Mac and you want to watch well
[01:00:01.680 --> 01:00:06.080]  They all game you still they do have flash do but or do they hits? Yeah, they do
[01:00:06.080 --> 01:00:10.500]  I wrote a thing about it a few months ago on six colors. It is I think they wrote it last year
[01:00:10.500 --> 01:00:17.800]  It's still posted. It uses the it uses the streams that that the iPad app uses so it doesn't use flash
[01:00:18.480 --> 01:00:21.240]  It crashes half the time not while you're playing it
[01:00:21.240 --> 01:00:24.280]  But like the next time you launch it it crashes and then you'll launch it again that works
[01:00:24.280 --> 01:00:28.600]  So like every other time it crashes on launch super hinky. My understanding is that they
[01:00:29.200 --> 01:00:30.980]  That they deprioritized it
[01:00:30.980 --> 01:00:37.120]  so it's basically I think there's some developers at MLB who really wish that they were building this thing because they're Mac users and
[01:00:37.400 --> 01:00:39.700]  They haven't been given any time to do it
[01:00:39.700 --> 01:00:43.920]  But it is around you can find it and yeah
[01:00:45.020 --> 01:00:48.580]  Which is I was going to say I'm in my in my mind
[01:00:48.580 --> 01:00:50.800]  I'm thinking of macbooks, which is what I you know
[01:00:50.800 --> 01:00:56.740]  But if I clearly the most majority of people use and I think that's that's not a good machine to watch a ballgame
[01:00:56.740 --> 01:01:01.140]  I know as I sit here talking to you staring in front of a 30-inch retin-i Mac
[01:01:01.260 --> 01:01:05.880]  Which I guess kind of would be a pretty good machine to watch a ballgame in front of yeah
[01:01:05.880 --> 01:01:09.980]  I mean it's and not bad to just so I would like to see that but yeah, it's it's okay
[01:01:09.980 --> 01:01:12.860]  It's better than a web page right and and but you're right
[01:01:12.860 --> 01:01:15.020]  There is no they didn't need to do that on the Mac
[01:01:15.020 --> 01:01:18.380]  But they did need to do it to get on iOS and so they did yeah
[01:01:18.380 --> 01:01:23.460]  And who knows how many other companies are in a similar position where they had a thing that worked in flash
[01:01:23.460 --> 01:01:30.400]  And then the developers and and designers probably would have wanted to go native anyway, because they they'd
[01:01:31.200 --> 01:01:34.260]  They know how much better native can be and they could go to management
[01:01:34.260 --> 01:01:38.900]  And say we really want to do a native app our choice as a company is to use the it
[01:01:38.900 --> 01:01:42.120]  This is an hypothetical world where you could get flash to run on iOS
[01:01:42.740 --> 01:01:46.820]  We can do this thing we could just use our flash and adjust it to the screen size
[01:01:46.820 --> 01:01:51.480]  And it's gonna be a really crummy experience for them, or we can take the time to write this native thing
[01:01:52.000 --> 01:01:56.140]  some companies are gonna say let's do the cheaper easier thing and stick to flash as
[01:01:56.580 --> 01:02:01.580]  Opposed to in the actual world where the argument was we can either not run at all on
[01:02:01.580 --> 01:02:05.380]  These devices in the iPhone or we can write an app yeah
[01:02:05.380 --> 01:02:09.580]  And that's a very different proposal to management
[01:02:09.580 --> 01:02:14.580]  We can do a crummy thing in flash or go native or we can not be there at all
[01:02:14.940 --> 01:02:20.140]  Or write a native, and then I think this is one of the things that motivates Apple to look on skeptically at
[01:02:20.700 --> 01:02:22.700]  at these issues of
[01:02:23.540 --> 01:02:28.740]  How do we use web technologies to have installable mobile apps? I think they look at that and
[01:02:28.740 --> 01:02:32.340]  and and I'm of this opinion too, I think that
[01:02:32.980 --> 01:02:34.060]  if
[01:02:34.060 --> 01:02:38.220]  There's a scenario where the perception is you don't need to write an iOS app
[01:02:38.220 --> 01:02:41.620]  And you don't need to write an Android app you can write a web app, and it's good enough
[01:02:42.060 --> 01:02:44.060]  there will be a whole class of
[01:02:44.940 --> 01:02:47.660]  people who will just write the good enough thing and
[01:02:48.900 --> 01:02:50.900]  You know maybe their apps aren't great
[01:02:51.060 --> 01:02:54.180]  But they're native and it picks up a lot of the stuff
[01:02:54.180 --> 01:02:59.860]  That's that comes with being a native app and you update it for the next OS and it picks some things up if you have
[01:02:59.860 --> 01:03:03.300]  A whole swath of apps that are just kind of non platform crappy
[01:03:04.060 --> 01:03:08.680]  That that's bad. I would argue. That's bad for both platforms
[01:03:08.680 --> 01:03:12.620]  I'm not sure it's bad for Google, and I'm not sure they care, but I think it'd be bad for Android users
[01:03:12.620 --> 01:03:18.060]  It would certainly be bad for iOS users, and so I think that may be part of the thought process at Apple
[01:03:18.060 --> 01:03:22.300]  It's certainly what I thought of immediately is is is if we make it a really
[01:03:22.300 --> 01:03:24.500]  Really easy to choose either one
[01:03:24.860 --> 01:03:30.080]  There are a lot of people who will just choose the easiest path and the easiest path is going to be bad for the user
[01:03:30.180 --> 01:03:35.580]  So we're gonna make it we're gonna prioritize the user over the developer and make them do the extra work
[01:03:35.780 --> 01:03:39.320]  to do a native app because it's a better experience and you know force them to
[01:03:40.140 --> 01:03:46.380]  Yep, and I and it's exactly what I've you know what I said before that in my experience time after time after time Apple first
[01:03:46.380 --> 01:03:50.020]  User second developers third, and I really think that at the heart of this
[01:03:50.020 --> 01:03:55.820]  you know Apple is the new IE argument is really complaining about not putting developers first and
[01:03:56.460 --> 01:04:01.380]  You know and I think in a lot of ways you could argue that that was
[01:04:02.020 --> 01:04:04.580]  Microsoft's way and that Microsoft put
[01:04:05.420 --> 01:04:12.180]  Developers ahead of users in terms of like the way that Microsoft historically with Windows has bent over backwards not to break
[01:04:12.180 --> 01:04:17.940]  API's and to keep legacy API's around as long as they can and that yes
[01:04:17.940 --> 01:04:20.300]  We have this new thing, but the old thing will still work
[01:04:20.300 --> 01:04:23.500]  I mean that you could still run DOS apps and I'll open in a window
[01:04:23.940 --> 01:04:27.860]  The problem with Microsoft is that unlike Apple which historically has had
[01:04:28.900 --> 01:04:30.360]  Apple and
[01:04:30.360 --> 01:04:35.220]  Users and developers as its constituents more than any other groups Microsoft
[01:04:35.220 --> 01:04:40.540]  It's it's Microsoft and users and developers and like the buyers
[01:04:40.940 --> 01:04:43.860]  The the clients because there's so much business
[01:04:43.860 --> 01:04:50.540]  Aspect to it and I feel like so much of that compatibility stuff wasn't really about honoring the developers
[01:04:50.540 --> 01:04:52.900]  it was more like the developers were
[01:04:53.420 --> 01:04:55.420]  stuck and the and
[01:04:55.820 --> 01:04:57.820]  Maybe the developers even want to move forward
[01:04:57.980 --> 01:05:04.900]  But the businesses didn't they wanted it to be just exactly the same and for most of Microsoft's
[01:05:05.100 --> 01:05:11.540]  Modern history that was the priority was how do we make a product that will continue to get us the big contracts?
[01:05:11.540 --> 01:05:19.380]  From the big businesses to buy a billion PCs and install them everywhere and let's just do that and they didn't want change
[01:05:19.380 --> 01:05:23.660]  They just wanted to stay in the mud. So they did. Yeah. All right
[01:05:23.660 --> 01:05:27.540]  I I want to talk about Chrome next so remind
[01:05:27.540 --> 01:05:27.820]  All right
[01:05:27.820 --> 01:05:33.800]  But I want to take a break here and thank our second sponsor and it is our good friends at hover
[01:05:34.060 --> 01:05:38.780]  Hover is the best way to buy and manage domain names. I've been telling you about them for a while
[01:05:38.780 --> 01:05:40.500]  They used to be the best
[01:05:40.500 --> 01:05:47.060]  They still are today you can look around and find as many list all the domain name registrar's you can you're not gonna find one
[01:05:47.060 --> 01:05:49.060]  better than hover
[01:05:49.260 --> 01:05:53.900]  They have a special code just for daring fireball listeners, I'm gonna tell you at the end of the read
[01:05:53.900 --> 01:05:57.020]  It's a great code that they come up with the I'm terrible at this
[01:05:57.020 --> 01:06:00.380]  sometimes they ask me for suggestions hover likes to have these in jokes as
[01:06:00.820 --> 01:06:06.220]  The codes if you listen to any other shows that have our sponsors like ATP. They always come up with these in jokes
[01:06:06.220 --> 01:06:10.700]  I'm terrible at they asked me for them and I can't do it, but they come up with some good ones
[01:06:10.700 --> 01:06:12.700]  And they have a good one this week
[01:06:12.860 --> 01:06:17.620]  So keep listening and and I'll tell you the code now if you don't know about hover. Here's the thing
[01:06:18.800 --> 01:06:23.300]  You want to secure a great domain name? They have everything you need in less than five minutes
[01:06:23.300 --> 01:06:26.980]  You can find the domain name you want through searching and they'll help you find
[01:06:26.980 --> 01:06:30.580]  You know the combination of words that are available with the top level domain
[01:06:30.580 --> 01:06:35.300]  Combination, you know, whatever you want dot whatever you want
[01:06:36.700 --> 01:06:38.700]  Really clean and simple
[01:06:38.940 --> 01:06:45.260]  Interface on the website no other ads and I don't even get that on other domain name registrar's where they're it's like I'm paying you
[01:06:45.260 --> 01:06:51.900]  This is your you're the service. Why am I looking at ads for other things on this thing? It's so different at hover
[01:06:51.900 --> 01:06:59.820]  If you have registered domain names anywhere else, you know that a lot of their competitors may get a really unpleasant experience
[01:07:00.460 --> 01:07:04.500]  Every step of the way to change anything to register something new. They're always
[01:07:05.180 --> 01:07:11.340]  checking check marks check boxes that give you little add-ons or upgrades or stuff like that that you maybe you know shouldn't be on by
[01:07:11.340 --> 01:07:13.020]  default or
[01:07:13.020 --> 01:07:18.500]  Or there for things like domain name like who is privacy domain name privacy to keep your stuff private
[01:07:18.500 --> 01:07:23.580]  They may make you pay extra for that hover. That stuff is all anything that should be built in is built in
[01:07:23.740 --> 01:07:25.740]  There's no heavy-handed upselling
[01:07:26.180 --> 01:07:28.380]  They don't charge you for stuff. That should just be there
[01:07:28.500 --> 01:07:35.700]  everything is just that should be included is included with your domain and you get a smart control panel and you get who is
[01:07:35.740 --> 01:07:37.300]  privacy and
[01:07:37.300 --> 01:07:43.500]  They have the most amazing thing in the entire industry, which is valet transfers. This is the thing about hovered
[01:07:43.500 --> 01:07:48.420]  This is the fact this is the human touch that makes it seem too good to be true, but it is true
[01:07:48.420 --> 01:07:53.940]  when you wanted to you have read domains from other crummy registrars and you want to just now you
[01:07:53.940 --> 01:07:57.900]  Sign up for hover. You see how good it is. You see that. It's true. You want to get them all there
[01:07:57.900 --> 01:07:59.300]  You should in that way
[01:07:59.300 --> 01:08:04.740]  Everything is in one account at hover but transferring from one registrar to another can be a huge hassle
[01:08:04.820 --> 01:08:11.580]  Especially if you have a lot of domains and especially because some registrars love to make it really really hard to move your domains away
[01:08:11.580 --> 01:08:12.380]  They do it on purpose
[01:08:12.380 --> 01:08:18.140]  It's like trying to call the cable company and get them to cancel your service because you're switching to FiOS or something like that
[01:08:18.140 --> 01:08:19.340]  but
[01:08:19.340 --> 01:08:20.460]  hover
[01:08:20.460 --> 01:08:22.460]  offers valet transfer service
[01:08:22.700 --> 01:08:28.760]  Give them your credentials for your other registrar and they will move them over for free
[01:08:28.820 --> 01:08:30.820]  That's just part of being a hover
[01:08:31.060 --> 01:08:35.980]  User that's how much that's how and the reason they can afford to do this is because they know that once you go to hover
[01:08:35.980 --> 01:08:38.380]  You're never going to leave and you're going to be a customer for years to come
[01:08:39.340 --> 01:08:44.460]  So they want to help you with this they do this all the time. They're they're valets who do this
[01:08:44.460 --> 01:08:47.620]  They know all the tricks of the other companies. They know all the hassles the hoops
[01:08:47.620 --> 01:08:53.180]  They have to jump through if they'll even update the DNS to make sure you don't have any downtime with your website or your email
[01:08:53.180 --> 01:08:55.180]  Or something like that
[01:08:55.260 --> 01:09:00.480]  So go check them out go to hover.com and if you use this code, this is all one word
[01:09:03.340 --> 01:09:05.340]  Elephant Marco
[01:09:08.060 --> 01:09:12.740]  El e Ph a NT Marco at checkout
[01:09:12.740 --> 01:09:18.860]  You will save 10% off your first purchase go to hover.com and use the code elephant Marco. I
[01:09:20.420 --> 01:09:23.020]  Love that. That's great. I I just all my hover
[01:09:23.940 --> 01:09:29.640]  Registrations are coming back for all the domains. I bought speculatively for launching six colors
[01:09:30.340 --> 01:09:35.100]  there and they're all really it's like a reminder that I'm coming up on a year because all my
[01:09:36.140 --> 01:09:41.580]  speculative I bought it almost everything for one year just like I don't know if I'm gonna use this or not and they're all starting to
[01:09:41.580 --> 01:09:46.420]  Come back now then saying it's time. Do you want to register this again, or do you want to let it go? I
[01:09:47.420 --> 01:09:51.860]  Always re-register. I've yeah, eventually I'm gonna bankrupt myself on on
[01:09:52.780 --> 01:09:55.460]  on that the renewal fees for
[01:09:55.940 --> 01:10:00.860]  Domains that I've never used because I worry I feel like whatever the reason was I wanted to use it
[01:10:00.860 --> 01:10:02.860]  I feel like maybe it'll come back to me and
[01:10:02.980 --> 01:10:08.060]  then it'll be gone because somebody else slurp it up and I don't think I had it and all I had to do was
[01:10:08.060 --> 01:10:10.060]  I
[01:10:10.260 --> 01:10:15.100]  Yeah, just pay to pay 15 bucks or 10 bucks or whatever and just let it ride for another year
[01:10:17.160 --> 01:10:22.660]  Yeah, I I registered domains for these novels that I wrote like five years ago that I keep meaning to rewrite and
[01:10:23.540 --> 01:10:25.540]  I
[01:10:25.620 --> 01:10:28.180]  Kind of don't want to let them go because they're pretty great domains
[01:10:28.300 --> 01:10:32.860]  If I ever finish the novels and sell them or something, I would want to have the domain so I just keep paying
