[00:00.000 --> 00:04.520]  We've got rumors to talk about I love rumors. I know this is you know what I was thinking about
[27:18.040 --> 27:24.440]  Now you can't just use the same cable and you've got to either have two of them everywhere or you know, divide up the territory
[27:24.440 --> 27:28.440]  50 50. Yeah, it doesn't matter whether it's lightning and 30 pin or USB
[27:29.320 --> 27:34.360]  Micro USB and USB-C. It's the same problem, but somehow this only becomes like a public
[27:38.040 --> 27:45.720]  Brew haha without it. I don't get that. I don't I don't get it either. Uh, I guess I guess it's because
[27:48.280 --> 27:52.200]  I don't know. I mean, I guess you you could feasibly have a choice if you're on android
[27:52.200 --> 27:56.280]  You could have a choice to go to a phone that has like the connector that you like
[27:57.160 --> 28:00.280]  Which seems like an awful way to make a decision to buy how to buy a phone?
[28:01.720 --> 28:07.640]  I really like mini USB and i'm gonna buy whatever phone has a mini USB jack
[28:09.240 --> 28:12.040]  All right, let me take do not try to sell me micro USB
[28:13.800 --> 28:18.440]  Let me take a break here and uh tell you about a very special friend of the show
[28:18.440 --> 28:21.880]  Our first advertiser. It's wealthfront
[28:22.920 --> 28:28.360]  It's a low-cost automated investment service and it makes you easy to invest your money the right way
[28:29.400 --> 28:36.840]  You give wealthfront your money and they invest it for you. They sort of they have this algorithm that they use
[28:37.880 --> 28:40.440]  And you can adjust your risk adversity
[28:41.640 --> 28:45.960]  So you could be a little bit more aggressive knowing that it might be a little bit more likely that you'll lose money
[28:45.960 --> 28:50.920]  Or you can be a little bit more conservative. They have a quick little profile thing when you first sign up
[28:52.360 --> 28:58.460]  To sort of set that in place and then once you start going with it, they just automatically
[29:00.520 --> 29:02.520]  Buy and sell various
[29:02.840 --> 29:09.960]  Index funds to keep your total investment balanced. So when one sector of the stock market goes up
[29:09.960 --> 29:15.800]  And another sector goes down. They adjust it accordingly based on all sorts of complicated
[29:16.200 --> 29:22.040]  Academically proven things that I don't understand but more or less if you think about having a personal finance manager
[29:23.000 --> 29:28.440]  A person who you would just go to and give your money to and then trust them to invest it
[29:28.440 --> 29:32.840]  This is an automated service that replaces that now. What are the advantages to this?
[29:33.880 --> 29:39.000]  One of them is that with regular personal financial advisors you get charged with
[29:39.000 --> 29:40.520]  You get charged
[29:40.520 --> 29:42.520]  one percent on every transaction
[29:43.960 --> 29:49.480]  Some of them it's up to three percent and they they charge that on everything that you have under management
[29:49.480 --> 29:52.200]  So every dollar you put in they charge that fee
[29:53.080 --> 29:56.760]  Wealthfront only charges zero point two five percent
[29:57.560 --> 29:59.400]  Of what you have invested?
[29:59.400 --> 30:01.720]  And they only start charging that
[30:02.280 --> 30:03.320]  over
[30:03.320 --> 30:10.760]  Uh ten thousand dollars invested so under ten thousand dollars invested. They don't charge anything, but they even have a special deal
[30:11.080 --> 30:13.960]  For listeners of the show use the code. I'm going to give you at the end here
[30:15.080 --> 30:17.240]  And it goes up to fifteen thousand dollars
[30:18.600 --> 30:21.400]  So your first fifteen thousand dollars that you put in with these guys
[30:22.280 --> 30:24.200]  uh is all
[30:24.200 --> 30:28.120]  No fee and then they only start charging that zero point two five percent
[30:28.760 --> 30:30.840]  fee on what you have over
[30:30.840 --> 30:38.040]  Fifteen thousand dollars, uh, it's a five hundred dollar minimum investment. So what they've told me is that
[30:38.920 --> 30:43.560]  A lot of people start out like that. They'll just put five hundred dollars in just to see how it works
[30:43.560 --> 30:47.080]  And then they only put quote-unquote real money in after they see it
[30:48.200 --> 30:51.960]  And they're perfectly welcome to do that. And if you use the code, you can start like that right away
[30:52.280 --> 30:56.120]  They've got all sorts of other things just go there and read it and they'll tell you about it but sophisticated
[30:56.120 --> 31:01.080]  investment strategies like tasks, tax loss harvesting
[31:01.640 --> 31:06.440]  Which is a way to just optimize automatically not just once a year, but like as you go
[31:07.000 --> 31:13.880]  How to maximize your profits your returns the size of your investment while minimizing your tax bill
[31:14.520 --> 31:16.520]  Uh all sorts of great stuff like that
[31:18.520 --> 31:22.600]  Go there and check them out. I actually have to tell you I I said that last time they sponsored the show
[31:22.600 --> 31:24.600]  I said I was going to check them out. I'm actually very interested
[31:24.600 --> 31:27.400]  it turns out I can't I can't actually
[31:28.760 --> 31:30.840]  I can't use them as a customer because
[31:31.960 --> 31:36.360]  Scc rules would prevent me then from saying good things about them while they're paying me
[31:37.080 --> 31:39.880]  It's all very complicated, but we're doing this on the up and up and I really
[31:40.520 --> 31:42.040]  really really
[31:42.040 --> 31:44.040]  Uh want to stay out of prison, so
[31:45.160 --> 31:50.840]  I'm not going to do it. I i'm just telling you flat out. No, I am not a customer of wealthfront
[31:50.840 --> 31:57.160]  Uh, because if I were then i'd be in i'd be in legal trouble, but it really does look very interesting to me
[31:57.160 --> 31:59.240]  It looks like something that I would want to check out
[31:59.800 --> 32:03.720]  I have to read this too. I have to read this verbatim for compliance purposes
[32:03.800 --> 32:07.800]  I have to tell you that wealthfront incorporated is an sec registered investment advisor
[32:08.120 --> 32:12.280]  Brokerage services are offered through wealthfront brokerage corporation member
[32:12.980 --> 32:14.980]  finra and sipc
[32:14.980 --> 32:22.020]  This is not a solicitation to buy or sell securities investing in securities involves risks and there is the possibility of losing money
[32:22.580 --> 32:29.620]  Past performance is no guarantee of future results. Please visit wealth wealthfront.com to read our full disclosure
[32:30.260 --> 32:34.840]  Uh, and when you go check it out when you go check out wealthfront.com use this this wealthfront.com
[32:35.940 --> 32:42.340]  The talk show and they will know you came from the show and when you sign up that'll get you the the
[32:42.340 --> 32:43.780]  the the
[32:43.780 --> 32:48.020]  Where they start charging you a fee on what you have invested bumped up from ten thousand to fifteen thousand
[32:48.740 --> 32:52.180]  So do go check them out. My thanks to uh wealthfront
[32:54.660 --> 32:57.540]  I get nervous. I get nervous with the sponsor where I feel like am I getting legal?
[32:58.420 --> 33:00.420]  You know what? I mean like a
[33:01.460 --> 33:06.500]  In the clink. Yeah, if I tell you something's not true about casper mattresses, you know what I mean? Like it's
[33:06.500 --> 33:13.560]  Uh, I mean, there's always the stories about cutting those tags off the mattresses, but that's not even true. It's only for like retailers
[33:14.660 --> 33:20.900]  And and uh, it seems that you know, like, you know, sometimes as podcast hosts we get free stuff from the yes
[33:21.380 --> 33:24.820]  Yeah, and it seems like wealthfront would be a great person place to get free stuff
[33:26.420 --> 33:32.020]  And they can't give me an alas. Alas. They cannot give you any free stuff. That's a real drag. Yeah
[33:32.020 --> 33:37.140]  Yeah, really is sort of an interesting thing where it's the idea would be that they don't want to you know
[33:37.140 --> 33:39.380]  The rules are in place for good reason because they don't want to
[33:39.780 --> 33:42.740]  They can't have a thing where they're like paying somebody to go on a show and say
[33:43.300 --> 33:48.740]  You know that uh, I put all my money in wealthfront and it went up and that means it's always going to go up, you know
[33:49.460 --> 33:51.220]  Right. They they can't have that
[33:52.740 --> 33:56.340]  Let's go back to the if we go back to the audio port thing. I wanted to say this
[33:56.340 --> 34:02.180]  That's the idea of let's just say in theory that apple could either like wait
[34:02.260 --> 34:06.580]  Let's just say for like a month after the new iphone 7 comes out and it doesn't have the headphone jack
[34:07.060 --> 34:09.060]  If they just have like a fishbowl
[34:10.340 --> 34:15.460]  In the apple store where you can go in and you and and uh and just say hey
[34:15.460 --> 34:20.260]  I need I need one another one of those adapters and apple, you know, they just give you one, you know
[34:20.420 --> 34:22.580]  Not not only would you get one for free with your iphone
[34:22.580 --> 34:26.100]  That you could just go to the apple store and if you want like two or three of them
[34:26.100 --> 34:30.020]  They'll just give you like, you know a reasonable number of them and then after that
[34:30.580 --> 34:35.380]  Like like after you know, the holiday season's over or something like that
[34:35.380 --> 34:40.340]  They just settle in and sell them for let's say I mean, I think the cheapest they could possibly sell them for is
[34:40.340 --> 34:42.340]  Let's say 9.95
[34:42.340 --> 34:45.460]  It doesn't seem to me like they would sell them for less but that's pretty cheap
[34:46.660 --> 34:49.380]  Why don't they do that? Why don't they just give them away like candy?
[34:49.380 --> 34:51.620]  You got me I I think
[34:52.420 --> 34:54.820]  Well, there's two there's two explanations one
[34:55.460 --> 35:01.700]  Is the cynical one which is that they really do purposefully sell them for an exorbitant price because they want the money
[35:04.340 --> 35:10.100]  And and the two my two explanations aren't necessarily at odds with each other there could be different groups within the company that agree
[35:10.100 --> 35:13.780]  Agree with both of them, right? So there could be like a tim cook
[35:13.780 --> 35:19.780]  Bean counter side a jeff williams operation side that says if we can sell these for 29 dollars
[35:19.780 --> 35:22.420]  That would be great because we can make them for three dollars
[35:23.860 --> 35:28.500]  The other side the product marketing side might be sort of a
[35:30.420 --> 35:34.260]  If we don't make it painful sufficiently painful
[35:35.380 --> 35:37.380]  To make this transition
[35:37.380 --> 35:41.220]  Even knowing that the that there's a cost to our image
[35:41.220 --> 35:48.500]  Because people will see us as money-grubbing and purposefully making annoying port decisions on the iphone every year
[35:49.380 --> 35:55.220]  But if we don't do this if it's not sufficiently painful, it won't motivate people to move to the new thing. Yeah
[35:56.100 --> 35:58.100]  Because and think about it with
[35:58.820 --> 36:00.980]  Just the fact that there already are lightning
[36:02.020 --> 36:05.380]  Headphones out there, but it's as far as I can tell very few people use them
[36:05.380 --> 36:10.420]  And and there aren't as many as I guess apple would like i'm assuming they're more expensive
[36:11.700 --> 36:18.180]  They haven't liked yeah, and I guess they have to be licensed. I don't know. Yeah, they would have to be right. Um,
[36:20.100 --> 36:22.100]  I
[36:22.420 --> 36:24.420]  I
[36:25.460 --> 36:27.380]  Well the thing I mean the only thing that's a
[36:28.420 --> 36:33.380]  I think that's certainly probably true in the switch from 30 pin to lightning
[36:33.380 --> 36:37.540]  Um, because I think lightning was just it's just really a legitimately a better
[36:38.660 --> 36:39.940]  experience
[36:39.940 --> 36:42.820]  uh, the the only thing that is kind of a
[36:43.540 --> 36:47.860]  I mean, obviously some of this is because we don't really know the whole story yet or even if it's happening
[36:48.100 --> 36:51.780]  But like it laid the but the charging situation is not really a better
[36:52.660 --> 36:55.540]  Situation right that is not a better experience
[36:55.540 --> 37:04.820]  That is not a better experience hmm Yeah, so I guess the other question to ask is what would make this configuration better
[37:05.220 --> 37:11.060]  Because I really do think apple would only this is only going to happen if apple thinks that overall this is better in some way
[37:11.380 --> 37:16.580]  yeah, and I don't I'm not quite sure I see it especially with the charging and
[37:17.540 --> 37:19.540]  listening at the same time angle
[37:20.820 --> 37:24.340]  We may or may not have just spent the first hour of the show talking about
[37:24.340 --> 37:27.780]  about something that's not happening that I don't even think is going to happen, but
[37:28.660 --> 37:33.540]  I just think that it could because it just sounds like something apple would do which is more or less what I said when I
[37:33.540 --> 37:38.900]  Blogged about it that I just I just thought it just sounds like so happily like we're gonna get rid of this thing
[37:39.300 --> 37:44.820]  That it seems absurd to get rid of and yeah knowing that it's gonna make some people very angry
[37:45.140 --> 37:47.460]  And make everybody else at least mildly annoyed
[37:48.500 --> 37:50.020]  Yeah
[37:50.020 --> 37:52.900]  Well, they've been doing it for you know, they've been doing it since the iMac, right?
[37:52.900 --> 37:57.700]  Yeah, the other the other whole angle on this and i've seen tons of people on twitter
[37:57.700 --> 38:01.700]  We absolutely have to mention it can't go on without doing it would be that
[38:02.420 --> 38:07.560]  The the idea that maybe apple expects people to switch to wireless headphones
[38:08.100 --> 38:13.220]  And that maybe even the default ones that will ship with the iphone will be wireless and that yes the
[38:14.660 --> 38:17.480]  You know if you want to use your old headphones
[38:17.860 --> 38:21.140]  You can do it with the dongle if you want to get a new pair of lightning headphones
[38:21.140 --> 38:28.280]  You can do it without a dongle but that the default experience will switch from you know, connected headphones to wireless headphones
[38:30.180 --> 38:36.360]  And and they would they would have to they would have to ship bluetooth headphones with every with every iphone iphone
[38:37.460 --> 38:43.780]  Possible. I mean it certainly would be more expensive my experience with wireless headphones though
[38:43.780 --> 38:50.580]  Is yeah is not perfect. I I do like it for some things. I I do like it when I go jogging
[38:51.300 --> 38:54.020]  uh really is there's no configuration of
[38:54.580 --> 39:01.140]  You know, even with even not even counting connecting it to an iphone, but just connecting it to like the the smallest, you know
[39:01.140 --> 39:06.100]  I I've ipod nanos that they ever made or whatever the small one is
[39:06.660 --> 39:08.180]  um
[39:08.180 --> 39:09.840]  no way there's
[39:09.840 --> 39:11.540]  exercising with a
[39:11.540 --> 39:17.780]  A wire connected to your ears is it eventually you're going to you're going to get tangled up in it. Um,
[39:18.660 --> 39:23.540]  So for that it's great, but there's some problems with it where it's the latency isn't great
[39:24.020 --> 39:28.980]  It certainly isn't the instantaneous latency of a wired connection, you know
[39:28.980 --> 39:32.820]  Like when you hit hit the clicker on your ear thing to pause
[39:33.380 --> 39:38.180]  It takes a moment it there's and it's noticeable that it doesn't pause the audio immediately
[39:38.180 --> 39:44.420]  Yeah, it's a fraction of a second for me now after i've updated the firmware on on these beats ones that I have
[39:44.820 --> 39:49.300]  But it's definitely noticeable every time I notice it every single time because i'm used to I have you know
[39:49.300 --> 39:56.020]  I don't know a lifetime of thinking that as soon as I hit pause my audio pauses. I mean that was true even in the cassette era
[39:56.740 --> 39:57.700]  Yeah
[39:57.700 --> 40:03.540]  Did the beats um skip ever or sort of like stutter every once in a while? Yeah
[40:03.540 --> 40:08.580]  Because that's i've got these plantronics ones that I that I like well enough. They're fairly comfortable
[40:09.140 --> 40:11.140]  And they stay on real well
[40:11.140 --> 40:16.180]  But yeah, I mean they I tried several really cheap bluetooth headsets and they were
[40:16.740 --> 40:19.300]  Well, I was really trying to find something that would work with the watch
[40:19.780 --> 40:21.140]  Because I wanted to be able to run, you know
[40:21.140 --> 40:24.580]  just like leave the house with just the wearing just the watch and my
[40:25.140 --> 40:28.100]  And my bluetooth headphones and the cheap ones just did not
[40:28.660 --> 40:32.740]  You know, this there was too much way too much skipping. I couldn't it wasn't a good choice
[40:32.740 --> 40:34.500]  It wasn't a good experience at all
[40:34.500 --> 40:38.660]  So I got these plantronics ones which are much better, but still every once in a while you get a little skip
[40:39.380 --> 40:42.180]  Mostly much more with the watch than with the phone
[40:42.260 --> 40:48.580]  But even so I think i've gotten a couple with you know, a couple instances with the phone too. Yeah wanting to go and
[40:49.380 --> 40:55.460]  You know if I could just put if I could have a copy of overcast on my watch and have the actual tele
[40:56.160 --> 41:01.860]  Overcast or even I would even maybe even go back to apple's podcast player if it wasn't possible for third-party apps
[41:01.860 --> 41:04.020]  but if I could have the podcasts on my watch
[41:04.820 --> 41:07.380]  and leave the house with nothing but the watch and
[41:08.020 --> 41:10.020]  Bluetooth headphones, that would be fantastic
[41:10.820 --> 41:17.380]  Because yeah any any possible way of carrying the phone stinks for if you're going out running or something like that. Yeah. Yeah
[41:17.540 --> 41:19.540]  Um, but it's hard now
[41:20.500 --> 41:24.100]  It's not and and it's it's just it's kind of frustrating because that's one of the things that
[41:24.500 --> 41:27.620]  That was one of the first videos. Yeah, like in the first watch
[41:28.660 --> 41:29.860]  demo
[41:29.860 --> 41:34.260]  Uh, you know, they show these people jogging with headphones. Yeah, it's like
[41:35.140 --> 41:39.140]  That's not really. Yeah, and really that didn't really pan out so well. No, and when you
[41:40.020 --> 41:46.260]  Once you get to wireless the pairing process no matter how much effort they put into it is nowhere near as seamless as the pairing
[41:46.340 --> 41:52.020]  Process of a wired pair of headphones, right? Oh, yeah, pull it out of this one stick it into this one and you're paired
[41:52.420 --> 41:58.500]  Whereas if your wireless headphones are normally paired with your iphone, but you want to just leave and pair, you know
[41:58.500 --> 42:00.660]  Have it with your watch. You've got to go
[42:01.540 --> 42:04.420]  I I forget what you even do. I think you have to do it on the phone, right?
[42:04.500 --> 42:09.780]  You go over to the phone and launch the apple watch app and pair it from there and it's then it's unpaired from here
[42:11.460 --> 42:14.420]  It's I don't I don't know it just seems to me like to make it
[42:14.900 --> 42:20.500]  To make that work and make it be the default experience that we use for headphones seems like it's not there
[42:21.140 --> 42:26.260]  And the bluetooth latency thing and then the skipping and stuff like that is definitely an issue. Amy has a pair that she bought
[42:26.260 --> 42:32.520]  Um, I forget what brand they were, but she just went to the wire cutter and bought there. Here's our recommended
[42:33.620 --> 42:38.100]  pair of bluetooth headphones and she got she just got those and
[42:40.820 --> 42:41.780]  She
[42:41.780 --> 42:47.300]  She was mad. She wanted for marco to do a wireless headphone thing because she was very upset because they were not good
[42:47.620 --> 42:54.980]  I think what happened is I think that the wire cutter might be values the cost a little bit more than quality than than
[42:54.980 --> 42:56.420]  We do
[42:56.420 --> 43:02.260]  Because hers skip a lot weren't they still weren't those still a couple hundred bucks because I looked at those two. Yeah, they weren't cheap
[43:02.260 --> 43:06.820]  That's the other thing. Yeah, it wasn't like it wasn't like it was here's what we recommend because it was super low cost
[43:06.820 --> 43:11.220]  it was sort of a balance between cost and okay, um
[43:11.940 --> 43:16.020]  And I my the beats ones I bought were I don't know they were like three or four thousand dollars
[43:16.980 --> 43:18.980]  Oh my god
[43:18.980 --> 43:24.980]  God you're kidding i'm kidding
[43:26.500 --> 43:29.700]  Okay for a minute there I think there I thought that was possible
[43:30.100 --> 43:35.060]  I do think that they were 200 bucks probably I think they're like 299 or 249 or something
[43:35.780 --> 43:40.900]  It felt like I this is why I looked at that. Yeah, it felt like I as I was cashing out
[43:40.980 --> 43:42.980]  I bought them in an apple store
[43:42.980 --> 43:45.620]  just to look at them and I thought i'll buy these beats ones because the
[43:45.620 --> 43:49.780]  These have come out recently that you know, they've come out. I think they came out this year
[43:49.860 --> 43:54.340]  So it was like after the apple acquisition. It's not a very appley product. It's not like apple has
[43:55.060 --> 44:00.660]  You know, these are probably designed beforehand. I mean and they use micro usb, which is real gross but um
[44:01.380 --> 44:03.220]  for the charging, um
[44:03.220 --> 44:06.900]  But I figured if the beats ones don't work right with apple and I you know
[44:06.900 --> 44:13.140]  I say this knowing beats his reputation that the audio quality for beats headphones of any sort is not that great and that you're
[44:13.140 --> 44:15.460]  You know overpaying for the brand. Um
[44:17.540 --> 44:20.180]  But I just figured if the beats ones don't work, right, uh
[44:21.060 --> 44:27.300]  Which ones will so I might as well just pay for it but paying 249 for a pair of these things really felt like yes
[44:28.100 --> 44:30.100]  Paying like four thousand dollars
[44:32.660 --> 44:35.140]  Um, well the plantronics ones were like 90 bucks
[44:36.420 --> 44:38.820]  Um, and they're they're they're okay, right?
[44:38.820 --> 44:44.980]  All right, but if even the cheap ones from third parties cost 99 can apple really afford to
[44:46.260 --> 44:50.020]  Well when I say I bought some cheap ones, I mean the I the other ones that I bought were like 30 bucks
[44:50.500 --> 44:52.660]  Hmm, they were really cheap. Wow
[44:53.460 --> 44:55.460]  And I don't recommend that
[44:57.620 --> 45:00.180]  So I had to go so I basically I tried these other ones and I was like, okay
[45:00.180 --> 45:05.540]  This is a terrible experience and I got then I got the plantronics when I was so I went up. I tripled my my outlay
[45:05.540 --> 45:07.540]  And
[45:08.260 --> 45:12.180]  Was satisfied enough, I mean, I you know, so I got the watch and I wanted to be able to do this
[45:12.340 --> 45:14.340]  you know running with the headphones and
[45:14.740 --> 45:20.180]  Um, I at the time like back in the spring. I wasn't sure how much I was going to like the watch
[45:21.140 --> 45:23.140]  and so I didn't
[45:23.220 --> 45:26.100]  I didn't really want to dump a lot of money on this whole thing
[45:26.820 --> 45:28.500]  um, so
[45:28.500 --> 45:32.260]  I wanted to I wanted for particularly for the headphones. I wanted to pay as little as possible. Yeah
[45:32.260 --> 45:34.260]  Um
[45:35.380 --> 45:39.140]  So, I don't know it seems to me that apple would have to improve the state of the art
[45:39.920 --> 45:44.120]  Considerably to make that possible as the sort of default experience
[45:44.580 --> 45:48.580]  For how we're going to listen to stuff from our iphones to make wireless
[45:48.900 --> 45:54.580]  And I say wireless rather than even bluetooth because maybe the way that they would do it would be to use their own wireless
[45:55.840 --> 45:59.460]  Airplay. Yeah, I don't know. I hope it's not airplane
[45:59.460 --> 46:07.620]  Right. Well, so I but use something other than bluetooth simply because I don't I honestly don't think bluetooth is all that good
[46:07.780 --> 46:14.900]  Like I quipped last month that you know the slogan of the bluetooth, you know consortium is just wait till next year
[46:15.060 --> 46:17.940]  But it really is like it's been forever ever since
[46:19.220 --> 46:22.100]  Every I ever since I first bought my first bluetooth product
[46:22.580 --> 46:24.660]  It has always been you figure it out
[46:24.660 --> 46:30.740]  You finally get it working and you realize this isn't that great and it's kind of finicky and sometimes it loses
[46:31.300 --> 46:32.740]  It loses its connection
[46:32.740 --> 46:35.540]  even when it's right next door to the thing it's supposed to be connected to
[46:35.860 --> 46:39.380]  And then you go and read about it and they're like you just wait till bluetooth 2.0
[46:39.460 --> 46:43.780]  It solves all these problems and then bluetooth 2.0 comes out and you realize that it has all these problems
[46:43.860 --> 46:47.700]  And and they say just wait till bluetooth 3.0. Just wait till bluetooth
[46:48.320 --> 46:50.420]  4.0 with low power and stuff like that
[46:50.420 --> 46:55.220]  Um, but it's you know, now they're saying, you know, whatever the next bluetooth is is going to solve all these problems
[46:55.220 --> 46:59.300]  I mean, I hope it does someday but I wouldn't be surprised. I really wouldn't be surprised at all if apple
[47:00.020 --> 47:04.420]  Just goes proprietary on it and figures out their own short range wireless
[47:05.620 --> 47:07.620]  networking thing
[47:07.860 --> 47:09.060]  That'd be nice
[47:09.060 --> 47:12.900]  I don't even know if networking is quite the right way to put it but you know wireless connector technology
[47:13.620 --> 47:17.940]  Just do it on your own. I don't know my my experience though with airplay has not been
[47:17.940 --> 47:19.940]  It's not been great. So
[47:20.980 --> 47:24.020]  I think that that's more complicated though because I think airplay is
[47:25.380 --> 47:30.580]  Who knows? Yeah, it's dependent on a lot of different things right because it has to go through your network and right and it goes
[47:30.580 --> 47:35.620]  It's not just bluetooth or something. It's you know, it goes over the wi-fi channel and stuff like that, right?
[47:35.860 --> 47:38.660]  The other thing but it gets back to charging and it gets back
[47:39.220 --> 47:44.020]  To you know that there's if you're using wired headphones and sharing the same port
[47:44.020 --> 47:48.180]  There's a problem or if you want to charge it. There's a charging problem with wireless headphones, too
[47:48.180 --> 47:53.060]  Which is that your headphones can can lose their battery power and that's a real pain in the ass
[47:53.940 --> 47:57.860]  And so if your default headphones are wireless now
[47:57.860 --> 48:04.500]  You're just adding yet another thing that you need to charge to your life like I understand the appeal of wow
[48:04.500 --> 48:08.100]  This is yet another thing that we don't I need I don't need a cable for anymore
[48:08.100 --> 48:12.900]  To use but on the other hand you need now you need another thing that you have to charge all the time
[48:14.180 --> 48:16.980]  And the beats the beats, you know have decent battery life
[48:16.980 --> 48:20.820]  It's about what I kind of I guess about the best I could have hoped for
[48:21.540 --> 48:25.220]  But it's not great. I mean it's you have to you definitely have to remember if you use them all the time
[48:25.220 --> 48:27.220]  You have to remember to charge them a lot
[48:28.020 --> 48:31.540]  the plan for the nice thing about the plantronics is when you turn it on and
[48:32.260 --> 48:33.220]  Actually, I don't think it doesn't work
[48:33.220 --> 48:34.340]  It should do it when you turn it off
[48:34.340 --> 48:39.940]  But when you turn it on it tells you how charged it is hmm. It says battery full or battery
[48:40.500 --> 48:45.700]  Well, you can see partially full. It's like the smallest icon anybody's ever created
[48:45.700 --> 48:50.180]  But when you pair them with your iPhone, there's a little charge indicator up in the menu bar
[48:52.660 --> 48:56.500]  For everything or just for the beats oh, maybe it's just for the beat I thought it was yeah
[48:57.220 --> 49:01.380]  I don't remember seeing that but I don't and wasn't looking for it. It's a tiny instead of a battery
[49:01.380 --> 49:04.580]  That's horizontal. It's a little vertical battery and okay
[49:04.580 --> 49:08.900]  It is so small that I really I can't see it if I have my contact lenses in okay
[49:08.900 --> 49:13.700]  All right, I can see it, but I can't read I can't read how high it goes because it's just
[49:14.820 --> 49:20.340]  I could just tell that it's like there's like a little rectangle there, but I sure it's not your detached retina
[49:20.900 --> 49:24.500]  No, it's not it's it really it's even if I close my bad eye
[49:24.500 --> 49:29.460]  I can't I just can't make it out if I have my contacts in if I have my glasses on I can tell you
[49:29.460 --> 49:33.380]  My glasses off and then I can see that close, but it's just way too small
[49:35.860 --> 49:37.860]  What's the indicator on your plantronics
[49:37.860 --> 49:42.900]  How does it get to suggest how much batteries left when you turn it when you power it on when you put them on?
[49:43.300 --> 49:48.260]  And power them on it tells you it talks. Oh like with a voice. Yeah
[49:48.900 --> 49:50.900]  Well, what how did what does it say?
[49:51.940 --> 49:57.460]  Battery full or lay that's I think just it says connected or headphones
[49:57.460 --> 49:59.460]  connected and then
[50:00.900 --> 50:05.220]  The beat very full this says think it's just something else but I can't remember what it is the beats just play a tone
[50:05.220 --> 50:09.780]  But the tone definitely doesn't change when when you uh, you know, give in the battery life
[50:11.300 --> 50:13.300]  Well, anyway
[50:14.980 --> 50:18.580]  Coincidence of all coincidences our next sponsor is casper
[50:19.380 --> 50:23.220]  They're the company that makes engineered mattresses at a shockingly fair price
[50:23.220 --> 50:28.180]  Uh, and I believe their mattresses come complete with all the legally obligated mattress tags
[50:30.180 --> 50:33.620]  Which you are free to cut off once you set off set them up at home
[50:35.220 --> 50:41.860]  They have here's what they do they're like the apple of mattress companies like they don't you don't go to them and then decide whether you
[50:41.860 --> 50:44.900]  want this type of foam or that type of foam or medium sink or
[50:45.700 --> 50:48.340]  This sink or spring technology or that technology?
[50:48.340 --> 50:54.500]  These guys have figured out exactly the way a good mattress should feel and they've engineered their own
[50:55.220 --> 50:56.820]  custom
[50:56.820 --> 51:00.660]  blend of latex foam and memory foam together to have
[51:01.540 --> 51:06.500]  A mattress that is just right these guys know mattresses. I don't you don't know mattresses
[51:06.500 --> 51:11.540]  I don't know mattresses you buy a mattress every couple years at most frequent these guys think about it all the time
[51:11.540 --> 51:13.540]  They're mattress pros. They've got just the right one
[51:13.540 --> 51:19.540]  So all you have to pick is your size. You don't have to go there and figure out whether you want springs or memory foam or
[51:19.540 --> 51:25.860]  Latex foam you just get a great mattress. You just pick what size bed you have you get a great mattress and there you go
[51:26.180 --> 51:30.660]  Now the other thing is you're going to pay a lot less you're getting a high quality mattress
[51:31.380 --> 51:34.580]  That is made in america american-made mattresses
[51:36.420 --> 51:38.420]  And the prices are just fantastic
[51:38.420 --> 51:44.100]  Five hundred dollars for a twin size mattress nine hundred fifty dollars for a king size mattress compare that to industry prices
[51:44.100 --> 51:51.300]  And it's just outstanding and the whole reason is that they sell direct. There are no middlemen. They're not selling to there's no, you know
[51:51.300 --> 51:53.300]  middleman
[51:53.300 --> 51:58.900]  Retailers that you go through and that they need to mark up and there's no salesman getting a commission
[51:59.780 --> 52:04.660]  nothing like that and you even save on the delivery cost because they they because they're not
[52:04.660 --> 52:10.260]  And you even save on the delivery cost because they they because they're made out of this foam and they vacuum seal them up into these
[52:10.260 --> 52:14.500]  Ridiculously little like dorm room refrigerator box size things
[52:15.700 --> 52:17.700]  It even costs less for them to ship them around
[52:18.900 --> 52:20.260]  so
[52:20.260 --> 52:25.060]  If you have any question in your mind if you need a mattress and you're thinking i'd really this casper thing sounds great
[52:25.060 --> 52:29.700]  You don't have to go to a store. You get a nice little delivery. You're just not sure
[52:29.700 --> 52:35.780]  About you know buying this thing online without ever having to to try it out in the store touch it or lay on it or whatever
[52:37.300 --> 52:43.700]  They they have a money-back guarantee for a hundred days sleep on the thing for three months and if you're not happy
[52:44.340 --> 52:47.060]  Just call them up and they will
[52:47.860 --> 52:51.460]  They'll just come, you know, take it. No, no questions asked. There's no hard sale
[52:51.460 --> 52:57.780]  They really do if you don't like it just call them up. They'll take it back hundred days and that's with free delivery and the return is
[52:57.780 --> 53:03.060]  Painless, uh, so here's what you do go to casper sleep dot com slash
[53:03.860 --> 53:05.300]  the talk show
[53:05.300 --> 53:11.300]  I think slash talk show works too because I think at some point I might have screwed it up during the sponsor reading a
[53:11.940 --> 53:14.820]  Very very nice enough to fix it and make both work
[53:15.060 --> 53:19.780]  But uh, I just checked casper sleep.com slash the talk show does work
[53:20.260 --> 53:25.460]  And when you go there you can save 50 bucks off any mattress off the already low price
[53:25.460 --> 53:31.700]  Just by going there, uh terms and conditions apply. I don't know what the terms and conditions are, but but they do apply
[53:31.700 --> 53:33.700]  So my thanks to casper
