[00:00.000 --> 00:02.000]  Don't even know where to start. What do you want to start with?
[37:08.420 --> 37:12.020]  Compensations on the team, but if they don't have policy making positions
[37:12.020 --> 37:17.540]  Then they're not included because they don't affect the what Wall Street cares about with the company and it just seems like a mess
[37:17.860 --> 37:19.860]  Yeah, it's it really does
[37:21.220 --> 37:25.260]  And you know my conclusion is really and you know, I don't want to be
[37:26.260 --> 37:28.740]  I'm not trying to be cute, but I'm not trying to be cute
[37:28.740 --> 37:34.180]  But I I more or less if you just listen to Tim Cook's words in the internal memo
[37:34.180 --> 37:38.020]  We're announcing the deal describing what Johnny's responsible for that
[37:38.020 --> 37:41.780]  he was responsible for hardware design and now he's responsible for UI design and
[37:42.180 --> 37:46.420]  packaging and he's supervising the design of the headquarters and
[37:48.100 --> 37:54.500]  The retail in that New Yorker profile said he was doing the ads too. I mean it really is Steve Jobs level of breadth
[37:54.500 --> 37:59.460]  yeah, I don't quite think ads like marketing like TV spots and
[38:00.580 --> 38:06.020]  Like magazine ads but like those videos that he does right like the videos for the keynote. Yeah
[38:06.980 --> 38:13.380]  so even though he's not on stage in the keynote because he did I really do and I think it's as simple as that he is just
[38:13.380 --> 38:18.420]  Is not keen as to be a public speaker, even though the few times he has done it. He's done fine
[38:18.420 --> 38:21.460]  I think it's like he just enjoys doing it. He's done fine
[38:21.460 --> 38:26.740]  I think it's like he just enjoys it so little and there's so much prep that's involved that he'd rather not
[38:26.740 --> 38:29.940]  but instead his involvement in the presentations is
[38:30.500 --> 38:35.460]  Literally supervising and if not editing, you know with his own hand the videos. Yeah
[38:36.980 --> 38:41.380]  And this seems to suit everyone's best interest because it it gets a word of the stuff that Johnny
[38:41.380 --> 38:44.500]  I've doesn't seem that happy to be doing which is the day-to-day managerial stuff
[38:44.500 --> 38:47.540]  But it also recognizes it almost like Apple's recognizing the job
[38:47.540 --> 38:53.300]  He was already doing and that sort of assures his future in the company because you don't want him to either get bored or to
[38:53.300 --> 38:57.780]  Feel like he's finished or to want something different. You want to keep him energized and engaged
[38:57.780 --> 39:00.420]  But at the same time it puts these two pillars underneath him
[39:00.420 --> 39:06.900]  So if anything does happen or he decides to leave you what you have a stable functional organization that can keep going underneath them
[39:06.900 --> 39:13.220]  And that's really yeah an apple. Yeah, that's exactly I do think that it makes a more sustainable organization
[39:13.220 --> 39:18.820]  Now, would that mean that they would have to appoint a new chief design officer afterwards? I don't know
[39:19.700 --> 39:22.500]  Haven't you see? Oh, yes, right exactly
[39:24.340 --> 39:26.340]  Although I think that's coming
[39:26.980 --> 39:32.980]  We can maybe just hold that thought and I'll do a sponsor break here and then we can we can talk about that
[39:33.860 --> 39:37.780]  But bottom line is I don't think Johnny Ive is going anywhere. I think this is sort of a
[39:39.300 --> 39:40.660]  You know
[39:40.660 --> 39:43.620]  you know, uh, this is sort of a uh,
[39:45.300 --> 39:51.620]  Like making it official that Johnny Ive and Tim Cook have a relationship like Tim Cook and Steve Jobs did
[39:52.100 --> 39:54.980]  like where there are two leaders of this company and
[39:55.700 --> 39:57.700]  it's a little different this time because
[39:58.740 --> 40:02.420]  The other way the guy with the you know, the CEO CEO
[40:02.980 --> 40:04.500]  right, like
[40:04.500 --> 40:07.140]  It's it's a little different but somebody has to be CEO
[40:07.140 --> 40:11.620]  But exactly I think in a way though that makes I've different from from
[40:11.620 --> 40:14.340]  Jobs is I don't think Johnny Ive would ever want to be CEO
[40:14.420 --> 40:20.660]  I think part of this is that he's getting away from some of the stuff that a CEO would have to do some of this
[40:21.380 --> 40:23.380]  administrative stuff
[40:23.380 --> 40:26.180]  You know, Johnny Ive has no interest in negotiating with
[40:27.220 --> 40:30.660]  CBS television to get them on Apple TV, right?
[40:30.660 --> 40:37.460]  So it's you know, it it just comes down to the personalities and the individual talent that they have but that he is
[40:38.020 --> 40:41.060]  As important to cook as cook was important to Steve Jobs
[40:41.220 --> 40:45.220]  Yeah, it's like you need those two sides of the coin doesn't really matter which side is on top at any given time
[40:45.220 --> 40:46.660]  But you need those two sides
[40:46.660 --> 40:50.260]  And the other thing that I thought was really good is the projects that Apple has coming up like
[40:50.340 --> 40:55.220]  Campus two and like project Titan. Those are things that Johnny Ive seems really interested in which makes it seem further unlikely
[40:55.220 --> 40:58.820]  That it's anything other than a better positioning of all the talent they have in place
[40:58.820 --> 41:03.540]  What's project type? That's the the automotive stuff. Oh, well, we can talk about that
[41:04.260 --> 41:10.900]  Let me take a break though and thank our first sponsor and it is our good friends at
[41:11.460 --> 41:17.300]  Fracture you guys know fracture long time sponsor of the show you guys keep buying their pictures
[41:17.300 --> 41:20.100]  So they keep coming back to sponsor it more. So keep doing it
[41:20.100 --> 41:25.460]  But if you haven't heard of it, you need to be reminded fracture is a service you go to their website
[41:25.460 --> 41:32.340]  And you send them your photos from any camera that you've whatever you've taken them with you pick a size could be small
[41:32.340 --> 41:38.100]  They've got real small ones fit on your desk could be big. They've got big 23 by 29 inch things you can mount on your wall
[41:39.460 --> 41:42.980]  You decide whether you want it rectangular or square it's up to you
[41:42.980 --> 41:45.780]  They've got all the sizes all the aspect ratios you could want
[41:46.340 --> 41:52.100]  They take your photos and they print them directly on glass right on the glass right on the surface
[41:52.100 --> 41:58.820]  Right on the glass right on the surface and they look amazing. They look like no other thing that i've ever seen
[42:00.260 --> 42:04.420]  They look so good that even no matter what the content of the photo is when you hang them up in your wall and you
[42:04.420 --> 42:08.980]  Have friends over or family over people they see them out of the corner eye and they say how did you do that?
[42:09.060 --> 42:11.060]  There's like a how did you do that aspect to it?
[42:11.620 --> 42:14.100]  Where at first they might think it's a regular photo
[42:14.100 --> 42:18.900]  but then they realize it's edge to edge and there is no frame around it and then they might think well, maybe it's like
[42:18.900 --> 42:26.740]  It's like a like a lcd type thing and then they realize that it's not it's not glowing. It's a real picture like just an artifact
[42:28.180 --> 42:29.380]  It's it's stunning
[42:29.380 --> 42:33.860]  And so it's one of those things that it's like I can tell you this because I have them hanging around my house
[42:33.940 --> 42:35.540]  And i've had people say wow
[42:35.540 --> 42:40.180]  How did you get that and then I go into the same spiel that I tell you about on a podcast telling them in person
[42:40.180 --> 42:41.460]  You should go there
[42:41.460 --> 42:42.420]  and
[42:42.420 --> 42:44.420]  buy them yourself
[42:44.420 --> 42:50.020]  it it really you have to see it to believe it and it's one of the hardest things I think for them to get across because
[42:50.020 --> 42:52.020]  When you go to their website, you don't get that
[42:52.420 --> 42:54.420]  There's no way to show you on a website
[42:54.660 --> 42:59.060]  A picture of a thing to show you what it really looks like when you're looking at it a picture of a picture
[42:59.220 --> 43:01.460]  Isn't the same thing is actually looking at the picture
[43:02.020 --> 43:08.580]  Really really impressive and you can get started at a really low price their prices are fantastic considering the quality of what you get
[43:08.580 --> 43:15.700]  Um, take your pictures father's day is coming up. I keep saying it's a great great gift for people in the in your family
[43:16.260 --> 43:19.700]  Right now as you listen to this, you've got plenty of time to get stuff done for father's day
[43:19.700 --> 43:25.060]  So go make a note as soon as you're done listening to show go to fracture me.com
[43:25.700 --> 43:27.940]  F-r-a-c-t-u-r-e
[43:28.740 --> 43:32.740]  Me.com and remember this code daring fireball
[43:32.740 --> 43:38.740]  All one word daring fireball use that code and you will save 15% off your order
[43:39.220 --> 43:44.340]  So my thanks to fracture go there get your get your dad your grandfather your husband
[43:46.580 --> 43:49.780]  Some pictures for for father's day my thanks to them
[43:51.940 --> 43:54.260]  All right, so the car
[43:56.260 --> 43:58.260]  That's an interesting
[43:58.260 --> 44:04.820]  Interesting thing thinking about in the context of johnny. I've been promoted to chief design officer
[44:07.380 --> 44:09.140]  Because it's
[44:09.140 --> 44:11.140]  You think well, that's just all
[44:11.840 --> 44:13.840]  industrial design, but there's you know
[44:14.900 --> 44:17.940]  I think that if apple is going to do a car
[44:18.580 --> 44:20.580]  It is absolutely going to be
[44:21.520 --> 44:23.220]  completely
[44:23.220 --> 44:26.500]  You know it the computerification of car design
[44:26.500 --> 44:27.540]  Yeah
[44:27.540 --> 44:31.780]  Yeah, like there's no way that it's not going to involve both ui design and industrial design
[44:32.740 --> 44:39.380]  No, I would not be surprised if you know the same kinds of engineers who worked on iphones and other products are working on that now
[44:40.820 --> 44:46.100]  It's no guarantee that it's ever going to ship because I do think and you know that thousand knows forever. Yes mantra
[44:46.660 --> 44:48.980]  Some some of those knows come late
[44:50.900 --> 44:55.780]  We talked about this a couple weeks ago that you know that that tv just didn't ship for year after year after year
[44:55.780 --> 44:59.060]  After year after year, no one was interested in shipping it. They didn't think it was a great product
[44:59.300 --> 45:00.980]  So it just sits in the lab
[45:00.980 --> 45:07.300]  Right, but there was there there was there were tvs and I think in hindsight poor gene munster
[45:08.740 --> 45:15.300]  But I do think that that's one of the reasons munster was so convinced and one of the things that analysts wall street analysts like him
[45:16.020 --> 45:20.100]  Do is develop sources in the supply chain
[45:20.100 --> 45:25.620]  And the ones who are most accurate like uh, ming. Yeah, ming qi
[45:25.620 --> 45:34.020]  Ming qi what's it? Ming qi, you know and and some of the stunningly accurate things that he's had in recent years
[45:34.580 --> 45:39.140]  I think clearly come from the supply chain, you know that that he's talking to
[45:41.220 --> 45:47.780]  Like he for example nailed it on the screen sizes of the iphone six and six plus and I think it was because he had sources
[45:47.780 --> 45:50.900]  At sharp and whoever else is making the displays for those things
[45:53.780 --> 45:55.780]  I think munster
[45:55.780 --> 45:59.400]  Figured out through supply chain that apple was making tv prototypes
[46:00.020 --> 46:03.460]  And then just extreme, you know, and which is pretty, you know that they weren't just
[46:04.580 --> 46:09.620]  Things that apple had made in the johnny iv lab which never comes, you know
[46:09.620 --> 46:15.620]  Nothing ever leaks out of there, but they were in discussions with with manufacturers and wheels were starting to turn
[46:15.620 --> 46:22.020]  Over there just to get things set up and he just took that to mean well then that's a sure thing because I think with most
[46:22.020 --> 46:24.020]  Companies once you get to that point
[46:24.180 --> 46:26.180]  It's going to come out and they're going to see how it does
[46:27.060 --> 46:33.700]  Yeah, and apple's really different and apple prototypes almost everything like if if people like you or I can can think about it or talk
[46:33.700 --> 46:39.540]  Out loud about it on a website apple has thought about it and investigated it whether it's like touch screen max or arm max or
[46:39.940 --> 46:44.660]  television is all of that stuff when they when they don't ship something is because they've made an informed decision
[46:44.660 --> 46:48.340]  Based on actual experience with prototype products that they don't want to ship it
[46:49.700 --> 46:55.140]  Right, and so, you know, there's no guarantee that a car is ever going to ship but I def you know, oh god
[46:55.140 --> 46:58.500]  I'm this is gonna be a terrible pun, but I definitely think the wheels are turning
[46:59.060 --> 47:04.660]  Well, you look at it now like I was looking at cars the other day and even within the same brand the interfaces are completely
[47:04.660 --> 47:10.100]  Different from one model to the other there's and that just to me says there's no vision for how this stuff should be done
[47:10.100 --> 47:15.540]  Oh, I definitely think so. It's I've seen that I don't I've had my car since late 2006
[47:15.540 --> 47:22.100]  so it's been a while since I've shopped for a car, but I remember the last time I did and driving like two cars from the same brand and
[47:22.100 --> 47:23.220]  being
[47:23.220 --> 47:28.500]  just in the you know, not that it was driving my decision as to what to buy, but you know, just
[47:29.060 --> 47:31.560]  Absolutely rolling my eyes at the inconsistencies
[47:32.100 --> 47:38.180]  I bought my last car right before the advent of the infotainment system the connected stuff where you could just plug your iphone or
[47:38.180 --> 47:43.860]  Android phone into it. So I went to my dealer and I said, can I just upgrade to the next year's radio center?
[47:43.860 --> 47:45.540]  And they said no and I said, what do I have to do?
[47:45.540 --> 47:49.780]  They said buy another car and that to me is probably one of those things that apple just thinks is ludicrous
[47:49.780 --> 47:53.460]  Like it should be as easy to update what runs on your car as it is to what runs on your phone
[47:54.260 --> 47:56.500]  Right. I mean and not that you would be able to
[47:57.220 --> 47:59.220]  you know, like
[47:59.220 --> 48:00.900]  You should be able to get like a software update. Yes
[48:00.900 --> 48:04.580]  Right that that's what you should be able to get for your car
[48:04.580 --> 48:10.180]  Not that you should be able to take the actual computer out there at a certain level apple is a hey you have to buy
[48:10.180 --> 48:12.020]  You just have to buy a new phone. Yeah
[48:12.020 --> 48:17.780]  Uh company but on another level, you know, there are significant features that you get, you know
[48:18.340 --> 48:20.660]  Two years after buying your phone by upgrading it
[48:21.620 --> 48:27.780]  Yeah, I think that the same industry is just so far behind and and you're similar carplay carplay
[48:28.020 --> 48:32.660]  uh scott forest lot was working on that years ago and it just took forever to get to market and that should be
[48:32.660 --> 48:36.740]  I think the the slowness of that sort of a process and if apple's going to do that
[48:37.300 --> 48:42.740]  The way tesla for example had to build up their their car process. We're talking a years and years of
[48:43.520 --> 48:50.740]  Experimentation never mind a release schedule. Yeah, it's it's on a much longer time scale, but i've heard it's not
[48:50.740 --> 48:57.940]  It's not my original analogy. I don't know who i'm stealing from but that carplay is to apple's car what the rocker was to the iphone
[48:57.940 --> 49:01.460]  Even though the rocker was like one year before the iphone
[49:01.460 --> 49:02.900]  the carplay, uh
[49:02.900 --> 49:08.980]  To me is really interesting because it's part of this huge transition that apple's undergoing where before we had all this pull interface where?
[49:09.140 --> 49:11.780]  You'd have to go to some other place to well
[49:11.940 --> 49:16.980]  If we could just transition to apps for a second and app was this discrete bundle this little binary you download it on your phone
[49:16.980 --> 49:21.540]  And you tap it and all the functionality would be inside that and the same way webkit is now
[49:21.760 --> 49:24.980]  Http apps everywhere. It doesn't really it's not all bundled and stuff like that
[49:24.980 --> 49:31.780]  With ios 8 all the ui kit stuff is sort of an extensibility means that all an app functionality is now everywhere
[49:31.780 --> 49:36.580]  You can share to pinterest from a share extension. You can use one password from an action extension
[49:36.580 --> 49:41.620]  so the idea of those apps has sort of been torn apart and not only that not only can I just pull the
[49:41.940 --> 49:44.660]  Notifications that are down and use pcalc there without going to the app
[49:44.900 --> 49:48.420]  I can now shoot that app to my apple watch or shoot that app to my car
[49:48.420 --> 49:51.060]  It's like, you know, marco's overcast is running on cars now
[49:51.060 --> 49:55.940]  And I think that fundamentally changes what it what it's going to mean to be software and I think carplay was sort of
[49:56.260 --> 50:01.300]  One of the things apple was doing to experiment with what that what that's going to be going forward. Yeah
[50:03.700 --> 50:05.700]  Um
[50:05.700 --> 50:08.180]  It's now but i'm just trying to decide what to go to next we could go to
[50:08.500 --> 50:11.540]  I'll give you a pick and then we'll do the other one we could go to uh,
[50:12.340 --> 50:17.300]  Google i o which is past tense sort of I guess it's technically the same thing
[50:17.300 --> 50:23.620]  Like wrapping up its second day right now. Uh, or we could go to wwdc. I say we do the past first. We'll do google. Yes
[50:25.220 --> 50:29.700]  Um, and we'll do wwdc expectations afterwards so google i o
[50:30.660 --> 50:32.660]  Keynote yesterday
[50:32.900 --> 50:38.740]  Seemed to run about seven hours all this they were good this year. I mean, I think last year just went on forever
[50:38.740 --> 50:40.740]  This year it was just long
[50:41.700 --> 50:43.700]  Announced a lot
[50:43.700 --> 50:46.660]  Some of it quite, you know, pretty interesting to me. Um,
[50:47.300 --> 50:51.220]  I guess I guess maybe it was a little more focused than usual. It was restrained
[50:51.220 --> 50:54.340]  I mean, I remember some years where it would just almost seem like every five minutes
[50:54.340 --> 50:59.460]  It'd be an entirely new initiative or api or something being dropped and you'd never hear about them again
[50:59.460 --> 51:05.140]  And this year it seemed like they stuck to bigger more important things. Yeah and stuff that they truly expect to ship. Yeah
[51:05.460 --> 51:07.460]  I feel you know and you know
[51:07.460 --> 51:09.940]  Not that apple invented only talking about stuff that drives the car
[51:09.940 --> 51:15.400]  And you know, not that apple invented only talking about stuff that's really going to ship but I think it's a little more appley
[51:16.100 --> 51:17.460]  direction
[51:17.460 --> 51:19.780]  Um, the whole thing was the whole thing had a much more
[51:20.260 --> 51:22.500]  Uh and people get really upset when we talk about this stuff
[51:22.500 --> 51:27.700]  But it it had a much more apple sort of sensibility to it, especially with the new android features
[51:28.340 --> 51:32.260]  And you you could see this over time where originally to get market share. Google had to make everything
[51:32.900 --> 51:34.900]  Open and marketed as open as possible
[51:34.900 --> 51:40.340]  But now from google play services to store reviews, uh to a lot of the programs that they're doing
[51:40.660 --> 51:44.260]  They they need to exert a certain amount of control just to just to improve the experience
[51:44.580 --> 51:46.820]  And it looked like they're doing that again with this keynote
[51:48.180 --> 51:54.660]  Uh, yeah, I mean and and there's a lot of little things but one of those things that I noticed is um
[51:55.620 --> 51:58.900]  When they talked about it's a program that to me is very interesting
[51:58.900 --> 52:01.700]  But to me I to my knowledge hasn't taken off yet
[52:01.700 --> 52:06.900]  But I think has a good chance to is android one. Yes, which is their
[52:07.620 --> 52:08.740]  uh
[52:08.740 --> 52:11.220]  version of android that is meant for
[52:12.980 --> 52:20.020]  Quote-unquote developing countries, but it's for people who don't have who cannot afford five or six hundred dollar phones
[52:20.660 --> 52:22.660]  And so what if they can only afford?
[52:23.140 --> 52:30.200]  Um, you know a hundred dollar phone or a hundred and twenty five dollar phone. How good can you make that today in 2015?
[52:30.200 --> 52:31.720]  and
[52:31.720 --> 52:37.400]  The thing that struck me about that as being apple like not that apple is going after that market has any product that they don't
[52:37.480 --> 52:39.560]  There is no iphone that's targeted at that market
[52:39.640 --> 52:46.440]  But the way that it's apple like to me is that it's not a here's a version of android that runs on lower powered devices
[52:46.520 --> 52:50.040]  It's a a whole thing like a device certification program
[52:50.120 --> 52:52.840]  And the only way you get it is if you go along with them and if you do
[52:53.560 --> 52:55.000]  You're get you
[52:55.000 --> 53:00.280]  Google has apple style control over the os where you get the latest very, you know, you're getting android
[53:00.920 --> 53:01.720]  uh
[53:01.720 --> 53:09.240]  You know lollipop and then you'll get the android m update when it comes out because the only way to participate in this as an oem
[53:09.640 --> 53:11.640]  Is to go along with what google is saying
[53:12.280 --> 53:15.800]  I I there there's there's a lot to unpack for me and one thing that that
[53:16.920 --> 53:19.000]  maybe everyone knew this but me going into this but
[53:19.000 --> 53:25.560]  Uh, apple's been starting their their keynotes by reaffirming their corporate mantras and tim cook does that job?
[53:25.560 --> 53:31.000]  He's like the moral compass of apple and he talks about apple's north star being making great products and google
[53:31.080 --> 53:33.880]  They used to be don't don't be evil but more and more often now they're saying you know
[53:33.880 --> 53:39.240]  Google is to or google's purpose is to organize the world's data and make it easily accessible to everybody
[53:39.560 --> 53:42.920]  And once I said that I started watching the entire keynote through that lens
[53:43.320 --> 53:45.720]  And the thing like the the optimist in me is like wow
[53:45.720 --> 53:51.800]  Google's using all this money that they make to bring technology whether it's internet in balloons or low-cost phones to everybody
[53:52.120 --> 53:55.640]  But then the cynic in me was saying that if they really want to collect all the world's data
[53:55.880 --> 53:58.760]  They need to have everybody in the world giving them their data
[53:59.160 --> 54:02.200]  And then when you look at everything they announced all these services
[54:02.280 --> 54:07.080]  Especially the ones that are really cool are sort of what you feeds what you the drugs you give somebody
[54:07.080 --> 54:09.080]  So they'll go and feed the beast for you
[54:09.080 --> 54:16.280]  No, and there's a profound difference between apple wanting to make great products so that they can sell them at a high margin
[54:16.520 --> 54:17.480]  And make a good experience
[54:17.480 --> 54:22.440]  So you'll buy the next product where google has to make these services that are so good that you'll be willing to give them
[54:22.680 --> 54:28.200]  Your data on an ongoing basis and it's it's sort of a similar a similar strategy
[54:28.200 --> 54:31.560]  You can argue how successful each one is, but they're both phenomenally successful
[54:32.200 --> 54:34.200]  But so different from each other
[54:34.200 --> 54:39.000]  Yeah, and it's you know, the cynic and me always asks and they you know with any company
[54:39.240 --> 54:41.240]  But you know, how are they going to make money on this?
[54:41.800 --> 54:45.080]  How do they think they're going to make money on this and with a lot of their stuff? It's
[54:45.720 --> 54:52.440]  Very dubious to me like with the whole internet balloons thing and it to me the the honest way
[54:53.960 --> 54:59.400]  To make money on it would be to somehow take a share of what they're charging the people even if it's you know
[54:59.400 --> 55:04.600]  Compared to like us carriers, even if people there are only paying a few dollars a month for self-service
[55:05.400 --> 55:09.240]  You know by taking a share of that then they're making money the cynical way to do
[55:09.240 --> 55:14.040]  It would be if part of the terms of service for getting internet service through the google balloons
[55:14.440 --> 55:18.200]  Is that google gets to see and index all of the traffic going through?
[55:18.600 --> 55:21.160]  The thing that reminded me of a part of this is I remember a few years ago
[55:21.160 --> 55:22.760]  There was a google ad about a father
[55:22.760 --> 55:27.560]  Um setting up a some kind of google account might have been a gmail account for his baby and starting to
[55:27.560 --> 55:33.320]  Document the baby's life and there was pushback on that saying how can you try to encourage people to put their children's data in there?
[55:33.640 --> 55:37.480]  But now we live in a time where they just give google accounts to schools and people say thank you
[55:38.200 --> 55:40.040]  And they say they're not going to they're not going to
[55:40.680 --> 55:42.440]  Use that data and I take them at their word
[55:42.440 --> 55:46.280]  But I used to work in advanced analytics and the actual data is not always that important
[55:46.280 --> 55:53.080]  It's the you you get vast quantities of data. There's all sorts of patterns and behaviors market basket analysis and and
[55:53.080 --> 55:59.480]  Just trends and and things that you can find in that data that's immensely valuable and google showed that with things like the machine learning
[55:59.480 --> 56:01.960]  And the neural networks on how their driverless
[56:02.680 --> 56:08.860]  Cars can now start picking out other cars and pedestrians because they're committing enough data and enough patterns and enough behaviors
[56:09.240 --> 56:15.240]  To understand that and that that's going to be immensely valuable to them. So even if there's no direct return on a business unit
[56:16.440 --> 56:18.440]  Nature for things like the balloons
[56:18.440 --> 56:22.840]  All that stuff will feed their core business, which is collecting and making use of all that data
[56:24.840 --> 56:28.680]  Well, the question though is where do you you know the thing about
[56:29.240 --> 56:34.920]  Web search is that there is a place a very obvious place to show the ad
[56:35.320 --> 56:39.480]  Which is right there at the top of the results and it's you know
[56:40.360 --> 56:43.640]  I I think they say web search, you know search advertising
[56:43.640 --> 56:51.080]  Is 90 percent of google's remains 90 percent of google's revenue. I think they really it all comes down to that top spot in the results
[56:52.920 --> 56:54.920]  And
[56:55.800 --> 57:00.280]  In some sense, okay, it's simply giving internet to people around the world through the balloons
[57:00.280 --> 57:04.920]  They don't need to make any money from the balloons because those people are going to search on google and they're going to see those
[57:04.920 --> 57:06.920]  ads in the results
[57:07.800 --> 57:10.600]  I see that though as as such a big deal
[57:10.600 --> 57:18.040]  um, I see that though as as such diminishing returns and just for the cynical reason that if you're in an
[57:18.260 --> 57:20.120]  impoverished country the ads
[57:20.120 --> 57:26.600]  Those ad views just cannot be that valuable and that you're chasing instead of chasing pennies. You're chasing fractions of a penny
[57:27.240 --> 57:31.160]  And you you know, it's not that it means that google's going anywhere
[57:31.160 --> 57:34.600]  But it means that it's not I just don't see how that's a serious source of any kind of growth
[57:35.160 --> 57:35.480]  Yeah
[57:35.480 --> 57:38.360]  I think that's a lot to do with why you see them branching out and again
[57:38.360 --> 57:42.280]  Like when I my old job was doing this analytic stuff and it wasn't it wasn't really about search
[57:42.280 --> 57:44.680]  But there were other ways of making huge amounts of money
[57:44.680 --> 57:49.000]  So for example, if you go into a quickie mart and you buy coke the quickie
[57:49.160 --> 57:50.760]  The coke has no idea that you bought it
[57:50.760 --> 57:53.240]  But the quickie mart does and if you have a company that can go in
[57:53.560 --> 57:57.180]  And take that information you can sell that back to coke and then you can sell it to pepsi
[57:57.400 --> 57:58.920]  And if they bought doritos with it
[57:58.920 --> 58:01.880]  You can then sell that information to doritos and those companies use it
[58:02.040 --> 58:06.200]  When they decide where they're going to put their products on shelves or what combinations or what sales or?
[58:06.200 --> 58:11.080]  All this stuff is immensely valuable to companies who want to get into these emerging markets and
[58:11.640 --> 58:14.680]  Apple and a lot of companies have talked about the value of the brick countries
[58:14.680 --> 58:19.580]  But especially china is growing now russia is growing now brazil is growing now and they're going to have huge economies
[58:19.800 --> 58:23.160]  And I think having actionable intelligence on those economies will be valuable
[58:23.320 --> 58:28.040]  And if google is the one brokering all that then that makes google as opposed to facebook who's also doing these
[58:28.520 --> 58:31.400]  Emerging market internet initiatives. It gives them a better position
[58:32.120 --> 58:34.040]  my understanding is that uh
[58:34.040 --> 58:36.860]  Quickie mart in particular buzz cola has an exclusive
[58:38.040 --> 58:39.480]  I think that's true
[58:39.480 --> 58:41.480]  They don't even need to do any analytics
[58:42.040 --> 58:43.480]  I don't mean to sound like i'm down on go
[58:43.480 --> 58:48.280]  I just think that like you everybody some people think that you're not paying for this stuff and whether you're paying with money
[58:48.520 --> 58:53.720]  or with uh time or with attention or with data you're always paying and you just have to be
[58:54.120 --> 58:59.800]  To understand the cost that that your data is is valuable like money is valuable and whether it's worth it for you to make
[58:59.800 --> 59:05.080]  That exchange right? So speaking of paying for stuff that leads me directly to
[59:06.360 --> 59:10.680]  One of the top products that they announced that I owe this week that really caught my attention was google photos
[59:11.560 --> 59:13.080]  so google photos
[59:13.080 --> 59:17.800]  Is pretty much google's version of i i cloud photo library
[59:18.040 --> 59:21.880]  And I don't mean that I I wrote that and I don't mean it in the sense that I think they copied it
[59:21.880 --> 59:24.280]  I think it was inevitable for both companies to do this
[59:24.360 --> 59:28.200]  the basic idea was so obvious that of course they were both going to do it and
[59:28.200 --> 59:30.520]  It just so happened that you know apple
[59:31.160 --> 59:33.160]  Beat them to it
[59:33.240 --> 59:41.560]  It feels like the right solution. Yeah, which is basically you sign up and you have all of your devices where you deal with photos
[59:42.440 --> 59:44.040]  Uh signed in
[59:44.040 --> 59:46.040]  And then all of your photos
[59:46.280 --> 59:52.200]  Go to through one cloud library and are therefore available on all your devices
[59:52.440 --> 59:57.400]  And to save space that you don't have once you have that and if the truth is in the cloud meaning
[59:57.400 --> 01:00:04.840]  Your true library is the one that's in your cloud account then your devices don't have to have all of your photos and if you have
[01:00:05.640 --> 01:00:07.080]  32
[01:00:07.080 --> 01:00:10.040]  Gigabytes of photos and videos in your personal library
[01:00:10.440 --> 01:00:14.840]  You only need a fraction of them on your device at any time and the rest can all be represented by
[01:00:15.160 --> 01:00:18.680]  Truly tiny thumbnails and then drawn down from the cloud
[01:00:19.800 --> 01:00:21.800]  On demand when you want to open them
[01:00:21.800 --> 01:00:26.360]  You know, it's super smart and we used to call that you used to do that in storage a long time ago
[01:00:26.360 --> 01:00:30.440]  It's called nearline where you had all the frequently high value data frequently accessed high value data
[01:00:31.080 --> 01:00:34.840]  Right on the on the device because you needed to access it all the time and it had to be fast
[01:00:35.080 --> 01:00:41.000]  But everything else was stored just a step away on much cheaper storage and in much bigger capacity
[01:00:41.320 --> 01:00:45.560]  And you would just get it when you needed it and it was very infrequent that you would actually need it
[01:00:45.720 --> 01:00:49.240]  And this is the same so all the photos you've taken recently all the ones that are your favorite
[01:00:49.240 --> 01:00:52.760]  All the ones that you access all the time are just right there on your device
[01:00:52.760 --> 01:00:56.200]  So you tap them and they're there the ones that you maybe haven't looked at in three years
[01:00:56.200 --> 01:01:01.560]  You know, you probably won't look at very often if you have to tap that and it takes a second to download. Nobody really cares
[01:01:02.760 --> 01:01:08.700]  So they have two but the big difference to me the fundamental difference is that they're saying unlimited
[01:01:10.680 --> 01:01:14.200]  Storage for all of as many photos and videos as you want
[01:01:14.920 --> 01:01:16.440]  with the
[01:01:16.440 --> 01:01:19.960]  asterisk on unlimited being that they
[01:01:20.760 --> 01:01:25.720]  Recompress your photos in a hot, you know, in other words and then they're not quite I I don't I maybe somewhere
[01:01:25.720 --> 01:01:26.600]  There's a technical die
[01:01:26.600 --> 01:01:34.200]  But in other words, they're they're using Jake jpeg recompression to store good enough versions of your photos up to 16 megabytes
[01:01:35.640 --> 01:01:40.600]  You can pay for something which they call original which gives you the original the access to the original uncompressed
[01:01:41.400 --> 01:01:43.880]  But I think even then it's limited to 16 megabytes
[01:01:43.880 --> 01:01:47.400]  I could be wrong. I wasn't sure it sounded like if you're willing to pay for the storage
[01:01:47.400 --> 01:01:50.920]  You just got your photos, but they didn't say anything about raw either which I know apple stressed
[01:01:51.720 --> 01:01:55.080]  yes, which you know kind of may is one of those like
[01:01:55.960 --> 01:02:02.520]  You know difference between apple customers and google customers and i'm sure yes. I'm absolutely sure that there are some
[01:02:03.160 --> 01:02:08.920]  Pro photographers who shoot everything in raw using some of the best cameras on earth who also are android users
[01:02:08.920 --> 01:02:15.960]  No doubt about it, but I think the truth is that most professional photographers are probably apple customers and probably have iphones
