[00:00.000 --> 00:05.400]  Fashionably late as always. It's pretty good for me. Yeah eight minutes
[53:27.780 --> 53:32.660]  Suddenly that's more prominent in your mind. It's just basically basic, you know talking to the press type of things
[53:32.660 --> 53:37.540]  But they will they're never gonna show that video of the Mac Pro factory to regular people
[53:37.540 --> 53:42.020]  We don't care about the macro at all period and and certainly not how or where it's built
[53:42.020 --> 53:43.980]  They're all the things they did about the unibody or whatever
[53:43.980 --> 53:46.980]  Like they can say it's unibody and they can give the thing out or whatever
[53:46.980 --> 53:48.340]  But they're gonna show those, you know
[53:48.340 --> 53:53.980]  computer controlled milling machines with the water going over them and just talk about it forever like when they came out with the MacBook Air and
[53:53.980 --> 53:55.140]  Then so the subsequent unit bodies
[53:55.140 --> 54:00.380]  They really hammered on that to try to get the message across to the press who would then get the message across that
[54:00.380 --> 54:04.980]  Hey, I know you understand what unibody is and I know you're gonna see it's one piece and blah blah
[54:04.980 --> 54:08.900]  But it actually makes a difference and it's a big deal and that's that's the bank shot
[54:08.900 --> 54:11.820]  you know five minute video on CNC milling machines and
[54:11.820 --> 54:19.140]  that hopefully translates to a little bit extra emphasis when the first unibody product got in the consumer facing product reviews
[54:21.020 --> 54:25.180]  Another I just I love this image and I think another answer somebody compared it somebody on Twitter
[54:25.340 --> 54:29.660]  Compared it to one from one of the recent events that Microsoft had
[54:31.180 --> 54:37.760]  For like the surface probably the surface pro 3 event and they had a table lined up in their hands-on area with
[54:37.760 --> 54:41.300]  Nokia phones and surface pros and
[54:42.540 --> 54:48.160]  Some of them on the table and some of them in a laptop stand and desktop computers and laptop computers
[54:48.480 --> 54:52.660]  You know up to the you know, whatever the HP equivalent of an iMac is
[54:53.160 --> 54:55.480]  All of them running exactly the same
[54:56.120 --> 55:02.400]  Start screen, you know this blue, you know blue colored whatever the whatever they renamed Metro
[55:03.080 --> 55:05.280]  Interface, you know and that what a country, you know
[55:05.280 --> 55:11.120]  It's a philosophical contrast where you know, Microsoft went in this direction where you get the exact same interface across
[55:11.640 --> 55:16.120]  phone from phone to you know, 30-inch desktop display and
[55:17.460 --> 55:21.520]  Apple, you know when it and as you know reiterated this year
[55:21.520 --> 55:26.960]  you know that each each of these devices gets an interface that is just for that form factor and
[55:27.600 --> 55:29.600]  Include, you know making them very different
[55:29.600 --> 55:36.320]  and you know, we can even talk about when we still move get into your Yosemite review the way that Yosemite is
[55:36.880 --> 55:40.320]  clearly inspired by the direction that iOS 7 went but it's
[55:41.120 --> 55:42.080]  even at a
[55:42.080 --> 55:48.280]  Glance just if you've been tuned out for six months and still haven't even seen Yosemite and you took a look at it right now
[55:48.280 --> 55:54.140]  You wouldn't think oh they copied iOS 7 that it's you know, the exact same thing. It's different
[55:54.140 --> 55:59.980]  Yeah, it's a family resemblance, but it's like a brother or a cousin. It is not an identical twin exactly. Yeah
[55:59.980 --> 56:02.440]  Yeah, like a sibling not a twin
[56:04.060 --> 56:07.900]  And I think showing these devices in this promotional image for us, you know
[56:07.900 --> 56:12.260]  This press image where you don't even see the display is in a in a strange way
[56:12.580 --> 56:16.580]  Emphasizes that that what you would see on the displays are very different across them
[56:18.460 --> 56:23.020]  And also think and I think this is always interesting to me and I try to think about it is
[56:23.020 --> 56:30.180]  What are the things that Apple is trying to convey to us that they can't bring themselves to say?
[56:30.460 --> 56:33.100]  For various reasons because it's you know
[56:33.180 --> 56:38.820]  They just couldn't say that and to me this one of the things with this image in a way that they spoke about it is
[56:41.820 --> 56:43.660]  That they don't expect
[56:43.660 --> 56:46.220]  Or even want everybody to buy everything
[56:46.380 --> 56:51.100]  you're not supposed to have an iMac and a MacBook and an iPad and an iPad mini and
[56:51.100 --> 56:53.680]  You know a phone and a watch
[56:54.520 --> 57:00.280]  If you do great, you know, you're a great customer. But if you just have two of them, that's great
[57:00.280 --> 57:02.800]  You know, maybe you have this, you know
[57:02.800 --> 57:08.560]  like the I iPhone 6 plus and because it's a huge phone you feel like now I don't need an iPad and
[57:09.120 --> 57:14.560]  Your only other product is a MacBook and you just use that MacBook everywhere use it at your desk
[57:14.560 --> 57:21.760]  You use it when you travel and that's it. You're a that's a perfect. You're a perfectly encouraged
[57:22.080 --> 57:27.360]  That's it. That's that's absolutely encouraged, but they can't say that they can't say it's okay if you don't buy this
[57:27.840 --> 57:32.480]  You know what? I mean? It's you you can't get on stage and say, you know, there's cool new iMac that we just showed you
[57:32.560 --> 57:35.120]  It's totally fine. If you don't buy it and just use a MacBook
[57:35.640 --> 57:40.560]  Yeah, we talked about this on an ATP a little while ago about how they even just within the iOS device range
[57:40.560 --> 57:42.880]  But anyway, you need all of them if you see them head-on or whatever again
[57:42.880 --> 57:47.980]  They all just look like a black border around a color LCD screen of various sizes
[57:48.400 --> 57:54.560]  but now they really fleshed out the range especially with the watch being a little tiny thing and then you have all the different various
[57:54.560 --> 57:58.960]  Sizes of iPhones and the big one and then the biggest one gets close to the mini and then you have that
[57:58.960 --> 57:59.240]  You know
[57:59.240 --> 58:06.240]  Like it's a pretty smooth scale up of rectangular color screens that you can buy from Apple all up to the big giant retina one
[58:06.240 --> 58:07.440]  that you bought
[58:07.440 --> 58:14.120]  But and as the physical form factors have started to form the smooth scale that they're kind of showing in this image here
[58:15.040 --> 58:23.200]  There's still discontinuities because what is the difference between an iPhone 6 plus and an iPad one runs iPad apps and one runs?
[58:23.800 --> 58:27.100]  Phone apps and the line between them, you know
[58:27.100 --> 58:31.840]  we're saying an ATP is probably going to go away sometime in the near future because that distinction like
[58:31.840 --> 58:37.880]  If you were to get an iPhone 6 plus you go to the App Store and be like, oh, I totally want this game
[58:37.880 --> 58:40.880]  Or this app and they're like, oh, sorry, you can't it's iPad only
[58:40.880 --> 58:44.280]  It's like what do you mean iPad only like the iPad isn't that much bigger than the screen? I'm holding my hand
[58:44.280 --> 58:45.800]  What is it about the thing? I'm holding in my hand
[58:45.800 --> 58:50.240]  That means it can't run a quote unquote iPad app that distinction seems like it's gonna go away
[58:50.240 --> 58:52.320]  But this the other gap of like you get the you know
[58:52.320 --> 58:57.440]  The iPad air or if they were coming with like an iPad Pro and then to a MacBook Air which presumably go right in it
[58:57.440 --> 59:01.240]  Too why are these so different like well is easier to explain one as a keyboard?
[59:01.240 --> 59:04.000]  But they run totally different OS is one is touch one is not touch
[59:04.960 --> 59:06.200]  like
[59:06.200 --> 59:11.200]  They Apple is expecting you to pick your spot in their product line where you feel comfortable because there are
[59:11.640 --> 59:17.240]  discontinuities still and I they're never gonna paper over them to the degree that Microsoft does like oh one OS everywhere is that's not what
[59:17.240 --> 59:19.240]  Apple believes in but in any kind of
[59:19.540 --> 59:23.920]  Transition like there's another discontinuity when you go from the phone to the watch because it just has to be it can't work the same
[59:23.920 --> 59:25.240]  Way, it's just too small or whatever
[59:25.240 --> 59:28.840]  So these little gaps like if they were to space it out or be like watch
[59:28.840 --> 59:34.440]  Big gap phone phone phone tiny gap iPad bigger gap laptop even bigger gap
[59:34.440 --> 59:39.280]  I'm at you know, and you're supposed to pick in that range of like, you know
[59:39.280 --> 59:42.280]  like a Chinese food menu one from column a one from column B like and
[59:42.960 --> 59:48.080]  Make up the suite of devices that fill out your life and I by having this range
[59:48.080 --> 59:53.080]  I think obviously someone's not just gonna buy the watch and not have a PC and not have a cell phone like there you're gonna have
[59:53.080 --> 59:59.080]  Something in this range just which ones do you think you need? No one needs to fill in all the gaps? Yeah
[59:59.080 --> 01:00:02.280]  And then they but they can't say it that in that way, right?
[01:00:02.280 --> 01:00:05.320]  And I well they say it in the way like we have something for every yeah
[01:00:05.320 --> 01:00:08.920]  You know like they just say look at this range like look at the richest of this range
[01:00:08.920 --> 01:00:12.060]  They're surely there is something that fits your needs like we you know
[01:00:12.060 --> 01:00:14.900]  They're fleshing it out like diversifying the iPhone line for the longest time
[01:00:14.900 --> 01:00:20.400]  Like the iPhone was the iPhone and everybody wanted like even now you said is room for diversification of like, you know
[01:00:20.400 --> 01:00:22.540]  Make one thicker and have longer battery life or something
[01:00:22.540 --> 01:00:24.940]  But like they've diversified their line to say
[01:00:25.280 --> 01:00:29.980]  Something for everybody and the same way they don't expect you to buy two iPhones like the big one in the small one or your night
[01:00:29.980 --> 01:00:31.280]  Phone or your day phone?
[01:00:31.280 --> 01:00:34.640]  it's the same thing that they don't say that because they think it's obvious but
[01:00:35.600 --> 01:00:39.480]  Just like they're not gonna say if you if you buy, you know MacBook Pro
[01:00:40.080 --> 01:00:44.560]  We probably don't expect you to buy an iMac because the macro Pro is a completely fully capable
[01:00:44.740 --> 01:00:50.000]  Awesome machine that you can do everything on but if you're the kind of person who wants a desktop we will offer one of those
[01:00:50.000 --> 01:00:51.220]  two
[01:00:51.220 --> 01:00:53.220]  Yeah
[01:00:57.480 --> 01:00:59.480]  Mac Pro
[01:01:00.480 --> 01:01:08.240]  Some people wrote to me after the iMac announcement and they're sort of I have obviously they've bought a Mac Pro in the last
[01:01:08.240 --> 01:01:09.360]  ten months
[01:01:09.360 --> 01:01:16.520]  And they're angry that the marker right now Marco, you know did not get angry. He just went out and bought an iMac
[01:01:16.520 --> 01:01:22.280]  But to me that's so totally not surprising
[01:01:22.360 --> 01:01:27.920]  you know that that even though the Mac Pro is a very expensive machine and it in
[01:01:28.120 --> 01:01:35.560]  Theory should always be at the leading edge of technology and it is in a lot of ways that it didn't go retina first
[01:01:36.600 --> 01:01:39.800]  Or at least simultaneously and probably not even close
[01:01:39.800 --> 01:01:45.360]  like I know Marco's logic of why he doesn't think a standalone 5k display is gonna ship from Apple until
[01:01:45.360 --> 01:01:51.640]  2016 is pretty sound because it there's a lot of I think he's I think it probably does need
[01:01:52.280 --> 01:01:56.240]  DisplayPort slash Thunderbolt, you know 1.3 slash Thunderbolt 3
[01:01:57.200 --> 01:02:00.680]  Because they're not gonna do that. They're not gonna have you run two cables to drive it
[01:02:00.680 --> 01:02:01.640]  Just yeah
[01:02:01.640 --> 01:02:03.480]  I mean that there was always obvious that
[01:02:03.480 --> 01:02:09.160]  There's an advantage of an all-in-one the advantage the all-in-one has is they can use whatever the hell interconnect they want inside that
[01:02:09.160 --> 01:02:11.720]  Box, right? It doesn't need to conform to any specification
[01:02:11.720 --> 01:02:16.480]  It doesn't need they could just do what do what you got to do to make it work. It all happens inside the box
[01:02:16.480 --> 01:02:20.440]  and so you're always going to have an advantage for that thing if it happened that a
[01:02:21.840 --> 01:02:27.760]  Standardized external interconnect existed for retina displays in the same time frame as the Mac Pro the Mac Pro would have had it first
[01:02:27.760 --> 01:02:31.540]  Yeah, but it just so happened that it didn't what in and then you're like, okay
[01:02:31.540 --> 01:02:33.540]  well, we need to get written out there somehow and
[01:02:33.800 --> 01:02:36.120]  because the Mac Pro uses the you know
[01:02:36.120 --> 01:02:40.260]  The Xeon parts and because they're a generation behind and because we don't have the external internecks
[01:02:40.260 --> 01:02:45.100]  Apple just did whatever the hell it took to get it done inside this iMac box and don't worry about what goes on behind
[01:02:45.100 --> 01:02:46.540]  the curtain, right
[01:02:46.540 --> 01:02:51.780]  But it does create this weird and in the historical time, you know, five six seven years from now
[01:02:51.780 --> 01:02:57.620]  We're gonna look back on it and it'll just be compressed and we'll just remember that the iMac was first and everything
[01:02:57.620 --> 01:03:01.180]  You know the standalone displays were second in the interim though
[01:03:01.180 --> 01:03:04.580]  It is weird that the iMac is gonna have these super amazing retina
[01:03:04.740 --> 01:03:08.980]  Displays and the Mac Pro no matter how much money you spend on it won't unless you know
[01:03:08.980 --> 01:03:14.900]  Well, I mean you can get a 4k display not from app right for your back and then you'd buy one of those like special
[01:03:14.900 --> 01:03:20.780]  You know ones for photography that has a bigger color gamut and has better accuracy and you know buy it from any see
[01:03:20.780 --> 01:03:24.020]  It's like the people who are buying Mac pros might already have
[01:03:24.700 --> 01:03:31.620]  These super high-risk monitors for 4k video editing that conform to different standards than this consumer iMac screen
[01:03:31.620 --> 01:03:36.760]  Yeah, so it's not I the people who might be complaining or people who would bought a Mac Pro
[01:03:36.760 --> 01:03:41.000]  But didn't really need one and just wanted to have a king of the home machine now that right, right
[01:03:41.000 --> 01:03:44.700]  That's because I do think that's what irks them. Is that now?
[01:03:45.560 --> 01:03:47.680]  until there's a 5k
[01:03:48.720 --> 01:03:53.720]  Standalone display and when that comes out it won't run on the exit. You're gonna have to get a new Pro anyway
[01:03:53.720 --> 01:03:55.640]  All right, then they should have known that going in
[01:03:55.640 --> 01:03:55.880]  I mean
[01:03:55.880 --> 01:04:00.800]  one of the many reasons that I didn't buy one is like well if I was waiting for retina this Mac Pro is not the
[01:04:00.800 --> 01:04:04.580]  Machine because we know what it's capable of we know Apple didn't even offer any monitors
[01:04:04.580 --> 01:04:08.560]  I didn't want a third-party monitor. And if I did have a third-party and I didn't want it to be 4k
[01:04:08.560 --> 01:04:13.740]  I wanted what Apple made here. I wanted 27 inch the resolution of my wife's 27 inch Thunderbolt display
[01:04:13.840 --> 01:04:20.520]  It just doubled the the number of pixels vertically and horizontal. Yeah, there's that's the thing that really blew me away at first
[01:04:20.520 --> 01:04:21.960]  I was like
[01:04:21.960 --> 01:04:23.080]  Waiting for the well
[01:04:23.080 --> 01:04:29.760]  There's got to be a catch and then I thought about like like with the iPhone 6 plus where it's not really 3x retina
[01:04:29.760 --> 01:04:36.560]  It's 2 2.8 retina or 2.6 and they just use scaling to make it work and it looks pretty good
[01:04:36.560 --> 01:04:38.280]  But it's still not the same time
[01:04:38.280 --> 01:04:41.040]  I thought maybe it's like a scaling thing and then you know
[01:04:41.040 --> 01:04:47.620]  They gave the pixel dimensions and I'm like dividing in my head and I'm like, ooh, that sounds like actual 2x retina
[01:04:47.620 --> 01:04:51.960]  You know and it is yeah, Dell had announced a monitor with similar specs
[01:04:51.960 --> 01:04:53.900]  So you soon as Dell announced you're like, okay
[01:04:53.900 --> 01:04:57.060]  Well, this this is must be technically possible now if Dell is gonna offer one
[01:04:57.060 --> 01:05:00.960]  So once it's technically possible, then it's just like when when does Apple have a product that this could wear?
[01:05:00.960 --> 01:05:05.000]  I mean if the iMac didn't exist and Dell comes out with this monitor
[01:05:05.000 --> 01:05:08.000]  the current Mac pros can't drive with a single cable and
[01:05:08.440 --> 01:05:11.020]  Might not be able to drive with two depending on how they did it
[01:05:11.120 --> 01:05:14.980]  Then we just would all been waiting and we'd be like well Dell's got these monitors, but we can't have them
[01:05:14.980 --> 01:05:17.540]  But you know, the iMac does exist and it gave Apple an opportunity
[01:05:18.240 --> 01:05:21.860]  To you know, we can get as soon as those displays are available
[01:05:21.860 --> 01:05:24.680]  We got to get one into one of our machines and the iMac is the way to make that happen
[01:05:24.680 --> 01:05:27.120]  Yeah, so fame is you know knock on wood
[01:05:27.600 --> 01:05:33.280]  Let's wait until I actually take it out and set it up and use it but on paper at least and from what I've seen
[01:05:33.280 --> 01:05:35.360]  In person, this is the Mac. I've been waiting for
[01:05:36.280 --> 01:05:38.040]  Close to ten years
[01:05:38.040 --> 01:05:45.200]  You know, yeah, it's gonna be a big upgrade huge upgrade ever since I remember when they were first started talking about it
[01:05:45.560 --> 01:05:49.360]  WWDC and maybe 2006 2007 but what they called it
[01:05:49.360 --> 01:05:54.040]  What did they call it they did it before they had the word retina hi DPI
[01:05:55.120 --> 01:05:57.400]  resolution resolution independence scalable UI
[01:05:57.820 --> 01:06:03.680]  Resolution independence was was the thing and I remember because I mentioned this to like my fellow
[01:06:03.940 --> 01:06:10.480]  obsessive on resolution independence is cable Sasser at panic and I remember going to the session at
[01:06:10.680 --> 01:06:13.920]  WWDC with him and we came out so excited and he was like
[01:06:14.760 --> 01:06:19.160]  We're gonna do we're gonna redo all the graphics and all of our apps as PDFs and they did in fact
[01:06:19.160 --> 01:06:23.500]  They like panic started shipping apps with with scalable PDF
[01:06:24.320 --> 01:06:27.840]  Icons and stuff like that inside for toolbars and stuff like that years ago
[01:06:28.640 --> 01:06:33.520]  Because cable and I both convinced ourselves. I don't even know what we were thinking
[01:06:33.520 --> 01:06:35.800]  I mean it well, it's not it's not just you like app
[01:06:35.800 --> 01:06:38.960]  Like if you go back through my old OS 10 reviews Apple made promises
[01:06:38.960 --> 01:06:43.480]  They're like by 2008 our whole product line will be resolution independent. So get ready
[01:06:43.480 --> 01:06:48.440]  I was like 2006 when they say there I think they gave it they gave a year and a date and like every year like
[01:06:48.440 --> 01:06:50.680]  There used to be a section in my OS 10 reviews is like
[01:06:51.240 --> 01:06:52.720]  You know resolution independence
[01:06:52.720 --> 01:06:57.840]  How's that going along and I would take a little screenshot of text edit in like 2x mode or 1.5 x mode and you see
[01:06:57.840 --> 01:07:02.360]  What a train wreck it is, you know, like and that's why this is still not a user-facing picture. See you next year
[01:07:02.360 --> 01:07:08.080]  I we just convinced ourselves that the like retina IMAX we're gonna be coming out in like 2008 and
[01:07:08.640 --> 01:07:11.700]  We were so excited. We wanted to get in line to buy one then
[01:07:12.680 --> 01:07:14.640]  And it took until now
[01:07:14.640 --> 01:07:17.920]  Just I mean it was so much easier to make the iPhone 4 screen. It's way smaller
[01:07:17.920 --> 01:07:21.440]  It's right fewer pixels and it's just so hard to make it that density, you know
[01:07:21.440 --> 01:07:26.280]  So we had to wait a long time before it was economically feasible to make a screen this mass
[01:07:26.280 --> 01:07:27.560]  I mean that was the whole thing with the retina
[01:07:27.560 --> 01:07:28.120]  It's like well
[01:07:28.120 --> 01:07:32.040]  Maybe they could do this earlier if like maybe they'll just do it for the 21 inch on a Mac
[01:07:32.120 --> 01:07:35.220]  Right because they could have gone that they could have probably made that one retina sooner
[01:07:35.220 --> 01:07:40.480]  It would have been like 4k ish or 3k ish type resolution, but no they went for the whole enchilada
[01:07:40.600 --> 01:07:43.840]  Yeah, and it's really as far as I can tell no compromise
[01:07:43.840 --> 01:07:47.480]  It's you know in terms of the number of pixels the way they're doing it
[01:07:47.480 --> 01:07:51.840]  You know that there's no no cheapening out on it. It's super bright
[01:07:51.880 --> 01:07:56.720]  It's amazing to me because that was the other thing too during the the event last week
[01:07:57.400 --> 01:08:01.920]  after you know Phil gave the specs and the size and
[01:08:02.920 --> 01:08:06.080]  You know, I I thought well, you know what it's gonna be power
[01:08:06.080 --> 01:08:09.840]  It's kind of this thing it's because that's you know, it's a huge problem all these pixels lighting it up
[01:08:10.600 --> 01:08:15.080]  Is this thing gonna get super hot and instead it takes less power, which is crazy
[01:08:15.080 --> 01:08:17.000]  Yeah
[01:08:17.000 --> 01:08:20.160]  that that's the thing that made me feel good about the machine that like
[01:08:20.720 --> 01:08:25.380]  That it's not gonna be just at the ragged edge of what's possible to wedge into this thing
[01:08:25.380 --> 01:08:29.120]  Right, you know with the cooling and everything so they you know, the GPU is hotter
[01:08:29.120 --> 01:08:31.860]  But they made up for it by actually making a screen consume less
[01:08:31.860 --> 01:08:32.080]  Yeah
[01:08:32.080 --> 01:08:39.420]  my hope is that it's what by not compromising and clearly like you said they could have shipped something sooner whether it was like the
[01:08:39.420 --> 01:08:41.420]  go 21 inch first or
[01:08:41.420 --> 01:08:47.220]  make it a 27 inch 4k display and you scaling to make the on-screen elements a
[01:08:47.460 --> 01:08:50.620]  Reasonable size as opposed to making everything cartoonishly large
[01:08:51.620 --> 01:08:54.140]  They could have done any number of those things
[01:08:54.540 --> 01:09:01.360]  Within the last few years and didn't and I think hopefully it's almost like they're shipping like a 2.0 version of it
[01:09:01.620 --> 01:09:04.720]  That they waited until they could get everything just right
[01:09:04.720 --> 01:09:11.040]  This is what people who have one sitting in their house tell themselves to make themselves feel better about first-generation Apple products
[01:09:11.640 --> 01:09:13.640]  This is practically a 2.0
[01:09:17.760 --> 01:09:19.640]  Made so far so so far so good
[01:09:19.640 --> 01:09:24.880]  the only there was a little bit scary moment this morning when Marco and I had a few people tweeting at us to like
[01:09:25.200 --> 01:09:32.000]  Look at this stuttery like someone was swiping through spaces on their new retina 5k iMac and it was like super slow and stuttery
[01:09:32.000 --> 01:09:33.320]  It was like go
[01:09:33.320 --> 01:09:38.500]  But then a million other people tweeted and showed the exact same thing on there, you know, 13-inch MacBook Pros
[01:09:38.840 --> 01:09:43.840]  It's just some weird Yosemite bug and then hopefully they'll work out in 10 10 1
[01:09:44.080 --> 01:09:47.160]  Which will hopefully come out soon because I had no reproductions at home
[01:09:47.160 --> 01:09:51.020]  Like I mean even on my you know, pre unibody MacBook Pro
[01:09:51.480 --> 01:09:56.040]  Smooth doing all that stuff, but then on my Mac at work that had been on for days. That's running Yosemite. I
[01:09:56.720 --> 01:09:57.680]  enabled
[01:09:57.680 --> 01:10:00.160]  Activated mission control which I never do otherwise and it was stuttery
[01:10:00.160 --> 01:10:04.560]  so I'm like, oh this has got to be Yosemite bug because we get reports like it doesn't happen all the time and
[01:10:05.400 --> 01:10:09.480]  The best I can tell is that it's some kind of issue that happens when your Mac is on for a really long time
[01:10:09.480 --> 01:10:16.400]  But anyway, there are bugs and that was the only scare so far about the 5k iMacs turns out to be a false alarm
[01:10:16.400 --> 01:10:16.880]  Yeah
[01:10:16.880 --> 01:10:24.720]  I never know how far I can push it in the hands-on areas after these events like and there's others who are
[01:10:24.720 --> 01:10:29.880]  A bolder than I am who will do it download geek bench in trouble. Yes. Yeah, I wouldn't do that
[01:10:30.520 --> 01:10:33.960]  Yeah, because then they'd stop you there's everyone
[01:10:33.960 --> 01:10:36.860]  It was what's the point like if people gonna get loaner hardware anyway
[01:10:36.860 --> 01:10:39.900]  Then you can test it for all you want like it's not that thing to do in the hands-on area
[01:10:41.560 --> 01:10:48.060]  Well, and I could see how the people though who aren't getting review units would be more tempted to do something like that and see
[01:10:48.080 --> 01:10:50.000]  If they can get away with getting yeah
[01:10:50.000 --> 01:10:54.840]  All right, like the iOS devices like you want to find out if it's three cores in that iPad, right? So, right
[01:10:54.840 --> 01:10:57.480]  You know quickly go to some yeah, I don't know
[01:10:58.120 --> 01:11:04.840]  Exploit some crazy jailbreak thing to quickly get some little executable to run. Yeah, they they'll I think they'll generally cut you off before you get
[01:11:04.840 --> 01:11:06.840]  that part
[01:11:06.840 --> 01:11:11.220]  But it's funny talking to them because the the people who staff the hands-on areas
[01:11:11.220 --> 01:11:18.540]  I think are all I know most of them are but I think all of them work under Schiller in the product marketing
[01:11:18.540 --> 01:11:20.540]  division at Apple and
[01:11:21.660 --> 01:11:24.260]  They're it's easy to think of them
[01:11:24.260 --> 01:11:27.760]  You know, they all wear t-shirts like like they're working in an Apple store or something like that
[01:11:28.020 --> 01:11:34.340]  but they're all like in my experience super super informed about the stuff that you are that
[01:11:35.420 --> 01:11:39.380]  You're talking about like if I'd ask them. Hey, is this three core and
[01:11:40.020 --> 01:11:43.600]  Is that how it went from to two billion transistors to three?
[01:11:43.660 --> 01:11:48.380]  They would know the answer but they'd also know that they're not allowed to tell me like they're super super important
[01:11:48.380 --> 01:11:52.580]  No, they're totally brief. They'd have they have their talking points. They know what they will talk to you about they know
[01:11:53.180 --> 01:11:58.020]  Specific phrasing for you know, if you ask them a question about something and they're gonna tell you something about they're gonna
[01:11:58.020 --> 01:12:02.100]  They're all gonna use the same sentence in the same words. It's it's talking. Well, yeah that they are professional
[01:12:02.100 --> 01:12:04.060]  Yeah, and that's all it's very evident
[01:12:04.060 --> 01:12:06.600]  Like if you know anybody was there at their first, you know
[01:12:06.600 --> 01:12:09.620]  The first time you get invited to an Apple event you go to the hands-on area
[01:12:09.620 --> 01:12:12.380]  It's very clear that they have a script and they have talking points
[01:12:13.220 --> 01:12:15.720]  but the other thing though, is that they
[01:12:15.720 --> 01:12:17.720]  their full-time jobs
[01:12:18.760 --> 01:12:20.760]  363 other days a year are
[01:12:21.360 --> 01:12:28.680]  Working in Apple's product marketing being hyper informed about all of the technical details of all of Apple's products
[01:12:28.680 --> 01:12:30.480]  like these people
[01:12:30.480 --> 01:12:34.440]  Know they know their shit. They know the stuff that's not on the script and
[01:12:34.880 --> 01:12:40.180]  It's you know, and they're not going to be fooled by somebody trying to download Geekbench or something like that
[01:12:40.180 --> 01:12:47.300]  maybe I could see getting away with it and in the early parts of the hands-on areas because it's so crazy and crowded and
[01:12:47.860 --> 01:12:52.140]  It's everybody wants to get the hands on him at once and maybe you can get away with it
[01:12:52.140 --> 01:12:54.140]  But not for long. My thing was I
[01:12:54.420 --> 01:12:56.420]  They were showing
[01:12:56.960 --> 01:12:58.960]  Photos of course
[01:12:59.940 --> 01:13:01.940]  Big images
[01:13:02.820 --> 01:13:06.820]  Because it you know, it just shows off the thing they commissioned a guy with like one of those
[01:13:06.820 --> 01:13:12.300]  I think they're called hasselbads hasselbads but you know like this camera that shoots like I
[01:13:12.780 --> 01:13:21.420]  don't know 50 50 megapixel digital images and like a cityscape and you can see these details and you can just zoom in and
[01:13:21.640 --> 01:13:25.800]  Read like the license plate number on the car and then zoom back out and it's you know
[01:13:25.800 --> 01:13:29.100]  You can actually see that it's still being rendered in individual pixels on screen
[01:13:30.220 --> 01:13:35.700]  but I closed that and went to like the finder and opened up like a safari window and then tried to drag it around the
[01:13:35.700 --> 01:13:39.020]  Window as fast as I could like that was my benchmark in the hands-on area
[01:13:39.020 --> 01:13:43.420]  Like if I drag a window around as fast as I can does it does it shear?
[01:13:43.940 --> 01:13:47.540]  Yeah, like I think yeah, that was a good thing to test and also, you know
[01:13:47.540 --> 01:13:49.140]  if you think about the the first
[01:13:49.140 --> 01:13:54.600]  15 inch right now MacBook Pros like scrolling at the maximum resolution at the one that was bigger than the native screen
[01:13:54.600 --> 01:13:57.500]  You know that that one had a little bit of issues find out
[01:13:57.500 --> 01:14:02.160]  you know probably but the scaling and not with the compositing because compositing has always been fast compositing is
[01:14:02.160 --> 01:14:05.320]  Pretty easy to do the way you're looking for shearing is because you know
[01:14:05.320 --> 01:14:07.440]  they have to be driving it was like essentially to
[01:14:07.800 --> 01:14:12.800]  DisplayPort 1.2 connections or the equivalent behind the scenes and like you would look at like the driving the left half of the screen
[01:14:12.800 --> 01:14:13.960]  right at the screen differently
[01:14:13.960 --> 01:14:17.660]  But like I mean that's the type of thing Apple would not ship if you could if you could get
[01:14:17.920 --> 01:14:24.800]  Tearing while dragging windows around I mean Apple never shipped that even when it meant that dragging windows around was slow as molasses
[01:14:24.800 --> 01:14:28.240]  You still didn't get any tearing. That's like I would have been I would have been shocked
[01:14:28.240 --> 01:14:34.160]  But it's like something I had to see to believe. Yeah, I had but that was the extent that I tested it in advance
[01:14:35.260 --> 01:14:38.200]  Yeah, and scrolling I put I positioned a window right in the middle
[01:14:38.200 --> 01:14:39.600]  So if there was a you know
[01:14:39.600 --> 01:14:46.640]  If it was some kind of two screens glued together trickery that I tried to figure that out. And of course, it's not
[01:14:46.640 --> 01:14:55.520]  Anything else from the event last week, I guess there's the iPad to iPad air 2 which is kind of interesting. I
[01:14:56.520 --> 01:14:59.520]  Think the way that they've gone with the air with the iPads is
[01:15:01.520 --> 01:15:07.600]  I try to write about it this week that it's there's no real annual pattern to it. And I don't think it means that it's
[01:15:08.240 --> 01:15:10.240]  directionless, I just feel like
[01:15:10.640 --> 01:15:14.800]  The the engineering winds that they can pull off each year
[01:15:14.800 --> 01:15:22.320]  While maintaining their profit margins are very very different as compared to the iPhone which to me seems much more predictable
[01:15:23.440 --> 01:15:29.280]  The thing with the top-end iPad and the reason I'm still totally in favor on iPad Pro is like
[01:15:29.840 --> 01:15:34.080]  While no one is really paying much attention. They are pushing up the
[01:15:34.960 --> 01:15:37.360]  the highest end iOS device
[01:15:38.960 --> 01:15:41.520]  Pushing up really close to PC class in terms of power
[01:15:41.520 --> 01:15:45.280]  Yeah, not in terms of interface like it still doesn't have a keyboard still it's still touch or whatever
[01:15:45.280 --> 01:15:50.400]  But you know and it doesn't seem like a big deal like oh, so what I run my iOS apps faster
[01:15:50.400 --> 01:15:55.120]  and maybe like a game will look nicer or something like that, but it's like it's one of those things where
