[00:00.000 --> 00:02.000]  Did you watch the Yankees last night?
[32:16.000 --> 32:23.000]  That's gold. That is absolute positive gold. Like they, they are obviously finding things that I think are interesting.
[32:23.000 --> 32:30.000]  And I think that they, I think that their potential is clearly there that they could sell me things that I would be interested in.
[32:30.000 --> 32:36.000]  Well, you know, the ads, the, the thing about Twitter ads is that they're actually really good already.
[32:36.000 --> 32:43.000]  Like they, a lot of people don't know this because the company itself is maligned on the whole because of its lack of user growth.
[32:43.000 --> 32:49.000]  Although, you know, as we already, you already touched on that those metrics can be argued against, right?
[32:49.000 --> 32:57.000]  Strongly. You know, the, the active users and monthly issues and everything, but they're maligned because those metrics have been established and they are what they are.
[32:57.000 --> 33:05.000]  But their ads and monetization departments actually outperform the company significantly.
[33:05.000 --> 33:11.000]  And I mean, you use outperform very loosely there, but they perform in an outsized manner considering how many users they have.
[33:11.000 --> 33:21.000]  And so if they actually were able to solve the user growth problem or find a different way to count those users, people that viewed embedded tweets, for instance, included in monthly active users, that sort of thing.
[33:21.000 --> 33:43.000]  If they were able to fix that for the market, I think it would actually go insane because the Twitter ads department, which is the revenue department, which is led by Adam Bain, who is by the way, one of the front runners for CEO, is actually really, really well performing and that the ads there are served up with intelligence.
[33:43.000 --> 33:53.000]  However, I agree with you that they could be much, much smarter. If I got an ad that I know was personalized like Magic Rex, I feel it would be even more effective.
[33:53.000 --> 33:58.000]  But you know, I'm no, I'm no smarty in the ads department. I agree with you though that that could be a good concept.
[33:58.000 --> 34:00.000]  The potential is clearly there.
[34:00.000 --> 34:06.000]  Yeah. I mean, you know, Magic Rex actually just briefly, Magic Rex was actually integrated into the main Twitter product.
[34:06.000 --> 34:11.000]  Like it was absorbed into the main product as of late 2013, I think sometime.
[34:11.000 --> 34:22.000]  And so that if you don't have Magic Rex, if you've never heard of the account, but you've gotten a notification that says, hey, you should, you know, this person was just followed or, you know, you should look at this tweet.
[34:22.000 --> 34:33.000]  That's built off of that Magic Rex experiment. They sort of folded it in. But I, of course, still follow the account and I get the DM directly. I actually like it that way better than a notification.
[34:33.000 --> 34:48.000]  But tip of the tip of the day for those of you who haven't tried it, especially I would, I think, because like if I'm guessing a lot of people who listen to a show are like me and don't really don't really even know what the main Twitter experience is like because we all use tweet bot or Twitter.
[34:48.000 --> 34:56.000]  You know, nothing like that would surface for me if I weren't following the Magic Rex account.
[34:56.000 --> 35:03.000]  Exactly. Platform agnostic, which is when Twitter is at its best, but you know, that's another discussion too. Yeah.
[35:03.000 --> 35:12.000]  Anyway, speaking of ads, let's thank the first sponsor of the week and it's a long time friend of the show back sponsoring the show again.
[35:12.000 --> 35:27.000]  Linda dot com, l y and d a dot com. Linda dot com is in a nut online learning. You go there and you can learn all sorts of creative stuff.
[35:27.000 --> 35:42.000]  3,000 courses over 3,000 courses on topics like web development, photography, visual design, user interface design, graphic design and business business stuff to anything.
[35:42.000 --> 35:59.000]  Just about anything you can learn in the modern world. Linda dot com has courses on it. Just even just software training Excel WordPress Photoshop. All of their courses are taught by experts and new courses are added to the site every week.
[35:59.000 --> 36:04.000]  And I cannot emphasize how true this is like when they've been sponsoring before and I go and check it out.
[36:04.000 --> 36:16.000]  The new stuff that they add every week is just unbelievable. Whether you want to set new financial goals, where do you want to further your career, whether you want to start a new career, just learn a new skill for a hobby.
[36:16.000 --> 36:31.000]  Linda dot com is an absolutely tremendous way to learn to do this. Now here's the thing you can sign up for a free 10 day trial by visiting Linda dot com ly and d a dot com slash the talk show.
[36:31.000 --> 36:41.000]  And you will get unlimited access to every course on Linda dot com to access to view the tutorials.
[36:41.000 --> 36:53.000]  You could do it on tablets, you could do it on the desktop web browser. Use your iPhone, Android, whatever you got 10 days and you could just view it all consume as much as you can in the 10 day trial.
[36:53.000 --> 37:01.000]  And that's how convinced they are that if you just get started and give them a shot and do it for free that you are going to sign up.
[37:01.000 --> 37:09.000]  Really can't emphasize how great this is. Really, really great stuff. I've learned a lot. I did the Lightroom one.
[37:09.000 --> 37:20.000]  And it's like I changed me from being somebody like a trained monkey using Lightroom to actually feeling like a photographer. Great, great stuff.
[37:20.000 --> 37:31.000]  So here's the deal go there free day free trial. Linda dot com slash the talk show and go learn something now. My thanks to Linda.
[37:31.000 --> 37:43.000]  What else? Oh, so here's the other thing I want to talk about Twitter before we move on from Twitter. So the problem that I did the bigger problem I see with Twitter or the immediate problem I see with Twitter is that their stock is in free fall.
[37:43.000 --> 38:00.000]  Maybe free falls a little dramatic, but it's significantly down. It's down below. I think it still is actually I haven't checked since the last time I looked, but it's down below the IPO level, which is dangerous.
[38:00.000 --> 38:17.000]  Dangerous meaning that they're it obviously the lower the stock drops the more likely it is that somebody is going to buy them. Right. It opened at 41 and it's currently at 27. Right. And I think it's a market cap of around 19 billion.
[38:17.000 --> 38:31.000]  17.89 according to Google just all right. So then add a little premium because you've got to add a premium, but so you could somebody could probably acquire Twitter, you know, call it a hostile takeover for around 20 billion.
[38:31.000 --> 38:40.000]  And it might that, you know, if this if the trend continues that number gets lower and lower and it's eventually it's going to reach a point where that's going to happen. Right.
[38:40.000 --> 38:47.000]  It's inevitable if the stock keeps dropping that somebody is going to buy them.
[38:47.000 --> 38:57.000]  And I asked on Twitter the other day who and the companies that popped to mind for me immediately were Facebook, Google, Microsoft.
[38:57.000 --> 39:06.000]  Somebody else had a good one that I didn't think of Apple obviously could because they had the money. I don't think Apple would. So I would drop Apple from the discussion immediately.
[39:06.000 --> 39:13.000]  So Apple would see any interest in owning Twitter. No, I don't think so. Just doesn't just doesn't make sense. Right.
[39:13.000 --> 39:19.000]  Other than that before and yeah, it's never made real sense to me.
[39:19.000 --> 39:34.000]  So one thought is that maybe this would be a good thing because if if somebody bought Twitter and left them alone and let them be Twitter, then all of these pressures that are unreasonable are gone.
[39:34.000 --> 39:40.000]  On the other hand, a lot of times companies buy smaller companies and wreck them.
[39:40.000 --> 39:44.000]  More often than not, they do, to be honest.
[39:44.000 --> 39:50.000]  It is when it doesn't happen like with Vine, for instance, like Twitter bought Vine and Vine's actually doing really well.
[39:50.000 --> 39:54.000]  And I think it's a super, super cool thing that's much different than when they bought it, but still very neat.
[39:54.000 --> 39:59.000]  They didn't wreck that. But when that happens, we're all surprised and delighted. Right.
[39:59.000 --> 40:11.000]  I think the average company that gets acquired is going to get mashed up in some way to fit the revenue and outlook that the parent company kind of wants from it.
[40:11.000 --> 40:17.000]  Yeah. And Vine is interesting. I don't really use Vine. I should say I don't use Vine. I obviously know what it is.
[40:17.000 --> 40:31.000]  But it was news to me that there are, maybe there's not as many, but in the way that there are professional YouTubers, there are professional Vine people.
[40:31.000 --> 40:41.000]  People who are doing, you know, it was Vine accounts do have enough followers and who can charge enough for sponsored posts.
[40:41.000 --> 40:57.000]  It sounds like lingo, but it's not a bad term, native content. In other words, you have a lot of Vine followers and a sponsor pays you to do a six second Vine for the, you know, featuring their product.
[40:57.000 --> 41:22.000]  And, you know, and if you have all these followers because your vines are funny, you make a funny Vine featuring Coca-Cola and everybody's happy, right? It's that win-win-win virtuous cycle of, you know, I know native content, again, it sounds like some kind of weird business development term, but when it works, it's really great because the video is just as funny as your other stuff.
[41:22.000 --> 41:30.000]  You can acknowledge it, you put it in a hashtag or in the comment that this was sponsored, so there's no, you're not trying to hide it.
[41:30.000 --> 41:42.000]  But your followers are happy because it's another funny video and the sponsor's happy because, you know, the million people who follow you or 500,000 people or whatever had their product in front of them.
[41:42.000 --> 42:01.000]  Right, right, absolutely. And I think that's, that's the way that most Viners are making any money if they are currently. Twitter actually bought a company called niche, which it uses to sort of pair up Viners with brands for advertisement that it basically, they created on Vine, posted on Vine, and then it gets used in an ad on Twitter.
[42:01.000 --> 42:13.000]  The Vine has very little to do with that. They actually are not involved in monetizing any Viners stuff at all. They basically make the tools and then the Viners do the rest. At least that's what it currently, the way it currently works.
[42:13.000 --> 42:24.000]  But Twitter is definitely using some of that to their advantage. They're saying, hey, Coke, we've got this ad, we've got this ad, and we've got a Vine, right? Like you can make a Vine and tweet that out and promote that.
[42:24.000 --> 42:32.000]  And then people will watch it there, they'll watch it on Vine, and you'll get the natural uplift of those, you know, millions of followers of that particular Viner.
[42:32.000 --> 42:57.000]  And some of these Viners are bona fide celebrities. I mean, talking, screaming teenage girls, thousands in a conference waiting to see them celebrities. These are not by any means like flash in the pan, weird little pigeonhole celebrities. These are genuine as what we would think of a movie star in like the, you know, the heddie Lamar, you know, movie star fashion.
[42:57.000 --> 43:12.000]  The modern equivalent, you know, Brad Pitt is not Brad Pitt to 12 to 15 year olds, you know, these, these Viners are. That's their Brad Pitt. That's their, they're, they're idle that they end the great news is they're way more accessible than Brad Pitt ever was.
[43:12.000 --> 43:23.000]  So they can generate much more buzz and theoretically an earn a living at it and keep going down that path towards whatever their final goal is of celebrity.
[43:23.000 --> 43:39.000]  When I have a link, I will put it in the show notes. I've actually meant to post this to Daring Fireball, but I didn't finish the article and this is a good reminder to me to finish it after we do this, but it's fascinating. It's a July 31.
[43:39.000 --> 44:07.000]  So it's just like a week old article from Vanity Fair by Richard Lawson and he went to VidCon, V-I-D-C-O-N in Anaheim, which is like where all of these YouTubes and Vine celebrities, 200 of them, or 200 of them are considered millionaires that they're making over a million dollars a year, I guess is what they're definition of millionaires.
[44:07.000 --> 44:22.000]  It's a way a lot of money, serious celebrity and this is where their fans got to meet them. And it's the picture is just, it, you know, it looks like the modern day equivalent of, you know, like when the Beatles came to America.
[44:22.000 --> 44:32.000]  No, I mean, it's, no, no, yeah, I agree. It's not just, it's not just thousands of teenagers. It's thousands of teenagers in ecstasy, you know, that they are screaming.
[44:32.000 --> 44:41.000]  It's a way to put it, ecstasy, yeah. It is so fun. It is the modern world. And of course they all have iPhones.
[44:41.000 --> 44:48.000]  Every single one, every single one. It's rare to find a Vine creator actually that doesn't use an iPhone because the camera quality.
[44:48.000 --> 44:55.000]  Yeah, I'll bet. But the fact that this is where celebrities are today.
[44:55.000 --> 45:07.000]  You know, and the advertisers are smart. They're not going, they're, they're not behind people like me who's, you know, rocketing towards old age are old, but the marketers are smart and more or less.
[45:07.000 --> 45:19.000]  So that's why, you know, a company like Coke and you think, wow, wow, that's pretty interesting that it established, you know, the, you know, Coke is arguably like the establishment of the marketing and advertising world that they're already doing this.
[45:19.000 --> 45:28.000]  Well, of course they are because like they, you know, they know that if you want to reach teenagers and of course Coca-Cola wants to reach teenagers.
[45:28.000 --> 45:43.000]  If they don't, they're, they're screwed. Well, you don't do that on, you don't do that on TV. And it's, you know, and that TV as the main place for like an advertiser like Coke to reach teenagers spans generations.
[45:43.000 --> 45:56.000]  I mean, like by the time you and I were born, that was already the case. It was already the case. You know, Don Draper dreamed up the like to sing the world of Coke before I was born, right?
[45:56.000 --> 46:00.000]  That's before I was born where, where TV was the primary thing for that.
[46:00.000 --> 46:12.000]  So it's very, very easy when, when something like TV has been established as the medium to reach teenagers for, you know, entire lifetimes of, of people in the industry right now.
[46:12.000 --> 46:24.000]  It's very easy to, to let that sort of settle in like cement, but it's not. I mean, like my son, my 11 year old son, he doesn't, he hardly watches any broadcast TV at all.
[46:24.000 --> 46:31.000]  And on his only watch is not. It's only like when we're as a family and we decide to watch something that he is exposed to.
[46:31.000 --> 46:39.000]  And honestly, I don't think he understands the concept of a channel. I really don't because it's even when we do watch broadcast TV.
[46:39.000 --> 46:50.000]  Like I've talked to him. I just, I don't think he really understands the idea of when you get cable TV, you have, you know, here's your 80 channels to choose from.
[46:50.000 --> 46:58.000]  And, you know, and you have to watch what you, what you're watching when they put it on. I think that's the big thing, like the lack of on demand that's the concept.
[46:58.000 --> 47:09.000]  I mean, my daughter is going to have no concept of that at all. Because even when we let her watch stuff on her, on her iPad, like usually when we're sitting with her, if she wants to watch something, we'll let her watch a movie.
[47:09.000 --> 47:20.000]  And if she's watching a movie, that movie, I found this very interesting because I'm a movie freak, but that movie is the temporal aspects of it are permeable to her.
[47:20.000 --> 47:33.000]  In other words, she just watches the bits that she wants to watch. Sometimes she'll watch it all the way through. If we put it on the TV, in other words, if you use like the Apple TV to put it on the TV, she'll watch it beginning to end, and she loves movies, which I'm very happy about.
[47:33.000 --> 47:40.000]  She's been asking me to watch Batman, which I'm, I'm patting myself on the back about their Keaton Batman, not some cartoon.
[47:40.000 --> 47:54.000]  And she's three, I probably shouldn't, but let's just leave that parenting discussion to another day. But the, that linearity of the movie, she just jumps back and forth, right? She'll watch the bits that she wants to watch.
[47:54.000 --> 48:02.000]  If there's something scary, she'll skip it. If there's something that, you know, funny bit that she wants to watch again, she just drags her finger across the slider and she comes back.
[48:02.000 --> 48:17.000]  So it's, it's not only the lack of channels, the on demand nature, but also the linearity of it, you know, where we were used to watching something that lasted an hour, and we were happy about it on BHS, then we rewind it and watch it again or whatever.
[48:17.000 --> 48:35.000]  But that is gone, gone, gone, and Vine is a part of that because it's six seconds and you build your own TV channel by following the people that you want, and by, by telling it what you like and letting it build a channel for you, things like that. And then that's your TV, you watch Vine for 10 minutes, right?
[48:35.000 --> 48:58.000]  Get, you watch somebody's creations, watch a bunch of these creations tied together, and that's a quote unquote program that's been built for you out of your tastes. And so when it comes time to tell them, oh, no, no, you're supposed to let somebody else determine what you were supposed to watch and supposed to like, and you're supposed to let them do that for hours on end. I just think that's going to be an incredibly tough concept for them.
[48:58.000 --> 49:16.000]  So tons of money, enormous celebrity, and it's all happening on YouTube and Vine. And I thought it was very, very interesting. I mean, clearly I don't think Vine is as big as YouTube, you know, in any sense, even in like the literal sense of how long the videos can be.
[49:16.000 --> 49:33.000]  But it's the way that Vine featured so prominently in this story of these VidCon celebrities and the fans who follow them really opened my eyes to the fact that Twitter has a real gem by owning them, whether they figured out a way to make money from Vine or not.
[49:33.000 --> 49:46.000]  It just reemphasizes my circling back to these, hey, if their stock keeps circling down, somebody is going to buy them because somebody is going to see that this is a tremendous thing to own.
[49:46.000 --> 49:55.000]  Right. And will they then, will they then keep the reasons why it is tremendous and sort of improve it or will they screwed up?
[49:55.000 --> 50:05.000]  Right. I mean, and look at, you know, Facebook and Instagram, there's one where I love Instagram, really do. Instagram is one of the few social things that I use, really like it.
[50:05.000 --> 50:18.000]  And when Facebook bought them, my heart sunk because I thought this is, because I don't even use Facebook. I don't use Facebook. I really don't see the appeal of it. I don't like, you know, I don't like lots of things about it. They're going to wreck it.
[50:18.000 --> 50:30.000]  And if I didn't know that Facebook bought Instagram, as of today, years down the road, I have no idea. They don't force any kind of Facebook sign in.
[50:30.000 --> 50:43.000]  It's everything, everything, every way that the, that the app and the platform have evolved since then have been all to me just purely Instagrammy, you know, to make up an adjective.
[50:43.000 --> 51:02.000]  It all feels true to what it wanted to be. Right. So I have, I have, I'm a big fan of Instagram too. And I think a lot of it comes from the fact that that Mark Zuckerberg did leave Kevin system in charge and he gave him, you know, sort of the ability to execute on the plans that he had already had with minimal fuss.
[51:02.000 --> 51:16.000]  And I think that Kevin's actually a pretty good thinker, you know, in terms of the stuff he cares. It's not, it's not a situation where he's trying to maximize the, the, his ROI from the users at every turn. Instead, it's, you know, what's right.
[51:16.000 --> 51:27.000]  And there's, there are people that are able to do that, but there's very few people who are able to do that in the face of billions of dollars worth of, you know, money and revenue and everything else. Right.
[51:27.000 --> 51:36.000]  So he's part of Facebook now, but still has managed to carve out a very unique spot for Instagram and keep it, keep it good, which is a great thing.
[51:36.000 --> 51:40.000]  Yeah. Why the hell do you think they don't have a native iPad app?
[51:40.000 --> 51:48.000]  Focus. I mean, I think it's about focus. I think that they, I mean, obviously they have all the engineering resources they could ever want, right?
[51:48.000 --> 51:57.000]  So they could, they could hire 50 engineers today to build a great native iPad app and it would display our Instagram photos and everything. So it's not that they don't have the resources.
[51:57.000 --> 52:09.000]  I think it's a matter of focus in terms of the Instagram works for a variety of reasons, but one of the major reasons it works is actually because of the way it's physically structured.
[52:09.000 --> 52:25.000]  The way the way the feed works, you scroll one picture at a time, you look at one thing at a time, it scrolls by and I mean, I've used, as I'm sure you have, I've used like a half dozen different iPad apps to browse Instagram because sometimes I'm like, you know, I'm on my iPad, this one to look at what's new on Instagram.
[52:25.000 --> 52:48.000]  It's fine, but it does not feel, and you feel anywhere near is compelling. You're sort of presented with a bunch of pictures that feel less valuable all in a grid, right? Whereas when you're scrolling down your Instagram feed, each one feels like it has merit and value and, you know, it sure you may scroll by it quickly because you're not interested, but the ones you are interested, they take up your whole screen, they feel very front and center.
[52:48.000 --> 52:54.000]  So, will they do it probably, but I can understand the reluctance, you know?
[52:54.000 --> 53:08.000]  The way I would imagine doing it, and I know that in general, for most apps, take your iPhone design and just blow it up to fit the iPad screen is not a good design for an iPad app.
[53:08.000 --> 53:27.000]  And I think Instagram is a rare case where it might be, you know, and make it so that, you know, maybe even just like the phone, make it so that it doesn't rotate, make it so that you have to hold the iPad vertically and you just scroll down and they fit and that way it just makes the photos bigger.
[53:27.000 --> 53:39.000]  I wonder, and I have no idea, but on the other hand, maybe the high-res photos. So, I wonder if it's been such crappy res for so long has stopped them and now they moved up in preparation.
[53:39.000 --> 53:51.000]  I've thought that too. Maybe, yeah, maybe it's just because, you know, that the resolution wasn't yet big enough. They have to, you know, and they did that recently, they've increased the size. What is the new size? Is it like a good question?
[53:51.000 --> 54:05.000]  I think it's like 10, 20, 48 by 20, 48 or something like that? Yeah, it's pretty big. Pretty big, at least compared to where they were, and it's certainly big enough to make a fine JPEG on, that would actually be pixel for pixel, I think, on iPad.
[54:05.000 --> 54:21.000]  Which may be a coincidence, or maybe not, but coincidence. My only other thought is maybe they've tried it and that it just doesn't feel right, and I'm imagining that it would feel just great, but that it doesn't, so maybe, I don't know.
[54:21.000 --> 54:38.000]  And if they haven't tried it, I would be incredibly shocked. So, whether it feels right or not, I don't know. They've obviously tried it. So, I don't know why we haven't seen it. Sorry, but yeah, as far as going, you know, companies, you know, staying whole inside of their companies, I think that's a good example.
[54:38.000 --> 54:58.000]  As to what companies culture works for that, you know, it's very few. I mean, you could feasibly see Facebook buying them and leaving them alone, right? Like that, they have proven, obviously, that they have the ability to do that, and not take it as like a matter of pride that they have to muck with it.
[54:58.000 --> 55:12.000]  Because I think that sometimes it just comes down to that. You think that Silicon Valley is super rational and all this stuff, but, you know, ego plays a part. People are human. So, you get the zigos in there who were like, oh, no, I got to put my stamp on this thing, and they muck it up.
[55:12.000 --> 55:29.000]  You could conceivably see Facebook as a company who's already proven that, you know, mark or whoever, whatever PM is in charge of those products, doesn't have that ego driven approach. And you can see, hey, they maybe they could buy it and leave it alone, you know, and they certainly have the money.
[55:29.000 --> 55:47.000]  It's just a matter of whether or not it fits with their overall strategy. But given that they've got, I mean, before they bought WhatsApp, I would have probably had a far less inclination to say that they'd buy it, but now that they've bought WhatsApp, it's definitely actually more of a possibility to me.
[55:47.000 --> 56:04.000]  Yeah, to me, the top, if I had to bet, it would be a bidding war between Facebook and Google. And Facebook to me, it almost seems a little more likely, because maybe Google's a little gun shy now about social?
[56:04.000 --> 56:18.000]  I don't know. I don't know. Maybe. I mean, when Vic and Gendotra left, they lost all direction on Google+. And I think Vic, I don't know why Vic left that I'm not going to, you know, make assumptions that I don't know, you know, jack about.
[56:18.000 --> 56:34.000]  I do know that they have been planning to do the stuff that they did with Google+. For like a year, you know, the spinning out of photos and removing it from a lot of their primary products and stuff like that. We reported on that a year ago and people, you know, obviously got really mad at us and told us we were lying. I mean, the Google
[56:34.000 --> 56:49.000]  Plus freaks came out in droves. But it was totally, you know, 100% accurate what we reported they were planning on doing. And it's the right, it was the right move because it felt intrusive. It wasn't working. It wasn't providing them any social uplift on the usage of their products.
[56:49.000 --> 57:01.000]  And it actually did do what it needed to do, which has created a single sign on service that allowed them to get more users using Google products, especially search while signed in.
[57:01.000 --> 57:10.000]  Because not only can they provide them a better experience through Google now, which is freaking fantastic, but they can also of course serve them more accurate ads and gather more data on them.
[57:10.000 --> 57:17.000]  And whether you feel great about that or not is up to you, but that was the thought process and that worked.
[57:17.000 --> 57:34.000]  As far as the social stuff, that was like Vic's brainchild. So I think when he left and whether it was causation correlation, I don't know, you know, what caused what, but when he left that stopped, you know, that was done as of that moment.
[57:34.000 --> 57:56.000]  I don't think that it was consistently that they're turned off by it because it sure cost them a bunch of money, but they have a bunch of money. And it's worth, it was worth, I mean, if there's no way to calculate it, but if I'm sure somebody who goes done the math and said, well, we got, you know, 800 million more signed in users or whatever over the course of a year or two years.
[57:56.000 --> 58:10.000]  And that's totally worth it. It way off sets the money that we spent. I don't know. Somebody there's probably done some math. But aside from all the math aspect, I think that they, they didn't see that as like their bid to combat Facebook.
[58:10.000 --> 58:23.000]  And that's, that's where you get in these arguments about people like, no, they're trying to beat Facebook. And I'd never ever thought it was about that. I don't think anybody was really, really smart thought it was about them beating Facebook or whatever the case.
[58:23.000 --> 58:31.000]  Sort of was about other people owning the social channel and all the data involved, right. And so they didn't want to be left out of the cold on that.
[58:31.000 --> 58:38.000]  But I think that if you look at it that way, then you could say, oh, well, they could try again with a different thing, like Twitter maybe, right.
[58:38.000 --> 58:47.000]  And, you know, maybe they get all the data that they need from Twitter without having to actually tell anybody, oh, you got to log into Google, right.
[58:47.000 --> 59:00.000]  And I think that if you go back to Twitter being a real time component of the web, then it becomes much more clear why they might want it versus, oh, it's their new social initiative.
[59:00.000 --> 59:09.000]  Instead, it's, oh, it's a pillar of the internet and goes all, I mean, searches another pillar. So if search is one pillar and real time is another pillar.
[59:09.000 --> 59:18.000]  You know, then they've got, I mean, two out of whatever, however many, I don't know, you know, I'm not going to count them offhand now, but there's several things that sort of have to exist for the web to exist.
[59:18.000 --> 59:22.000]  And obviously searching indexing is one of them and Google's got that.
[59:22.000 --> 59:31.000]  And if real time is another one, and they see this is an opportunity to grab that, that's why I think they buy it, not for social necessarily, you know.
[59:31.000 --> 59:39.000]  I agree. And I, you know, I think it makes total sense, for example, and I don't think it was rushed. I think it's so polished and it makes so much sense.
[59:39.000 --> 59:45.000]  But just the way that they've spun Google photos into a standalone product, it just makes pure sense.
[59:45.000 --> 59:52.000]  And it, it is good for people who are, you know, in the Google ecosystem here, you sign up for this thing.
[59:52.000 --> 1:00:01.000]  And, you know, you install this app, or maybe if you're on an Android phone, the app is already there. And you sign in with your Google account.
[1:00:01.000 --> 1:00:08.000]  And now all of your photos are in, you know, in this one thing. Here's where they all are, and they're on all your devices.
[1:00:08.000 --> 1:00:16.000]  And we're going to do these compelling AI, you know, recognition things on the content of the photos.
[1:00:16.000 --> 1:00:30.000]  And then, and that's more or less the end of the story, right? And then you can search for them, and you can say you can, you know, they've got these cool features where you can search for things like, you know, winter, and it'll find pictures or something.
[1:00:30.000 --> 1:00:37.000]  You know, sounds almost too good to be true, and it seems, you know, a lot of people, you know, it seems to work really well in reality.
[1:00:37.000 --> 1:00:47.000]  And that's the end of the story. Well, that makes sense to awful, you know, regular people. That's just, you know, it's a value proposition is clear.
[1:00:47.000 --> 1:00:53.000]  And it's just was never the case when photos were wrapped up in Google Plus.
[1:00:53.000 --> 1:01:04.000]  It always seemed like it was a little bit like Facebook and a little bit like a photo library and a little bit, you know, and a little bit of this and a little bit of that and trying to be more than one thing.
[1:01:04.000 --> 1:01:11.000]  And as opposed to, here, Google Photos, all of your photos, it's just like Gmail, like what Gmail is to your email.
[1:01:11.000 --> 1:01:15.000]  Here's a thing that's like that to your photo library. There it is.
[1:01:15.000 --> 1:01:24.000]  Anyway, speaking of photos, let me take a break here and thank our second sponsor, and it is our good friends at Fracture.
[1:01:24.000 --> 1:01:32.000]  So, we've been talking about digital photos. Fracture is all about taking your photos and making them analog, right?
[1:01:32.000 --> 1:01:40.000]  Take your photos and memories that are trapped somewhere, way down in your Instagram feed or in your iCloud photo library or Google Photos or whatever.
[1:01:40.000 --> 1:01:44.000]  And all you ever do is see them on your phone or on your tablet or something like that.
[1:01:44.000 --> 1:01:53.000]  You see them on these screens. Boy, it's really nice to have your photos in a real world hanging on your wall. Put them up, you know, hang them on a wall,
[1:01:53.000 --> 1:02:05.000]  go on up the steps, put them on the shelf in your office, put them on your desk, somewhere where they're tangible and analog with your photos that mean the most to you.
[1:02:05.000 --> 1:02:14.000]  What Fracture does, if you're listening to the show regularly, you heard me talk about them before, they take your photos and they print them directly on glass.
[1:02:14.000 --> 1:02:22.000]  It's not a piece of paper stuck to glass. I don't know, they've got some kind of magic process where they take glass and that's what the actual image is printed on.
[1:02:22.000 --> 1:02:29.000]  It is a very, very compelling physical artifact. It is really, really great.
[1:02:29.000 --> 1:02:34.000]  I don't know what to say because they keep sponsoring the show. Here's the thing, they've written to me.
[1:02:34.000 --> 1:02:41.000]  They keep sponsoring the show. People keep going there, following my advice, doing this and buying fractures and then they keep buying more.
[1:02:41.000 --> 1:02:49.000]  It's like, you might think, how come every single week I listen to this show, Fracture is sponsoring the show, I worry that it gets repetitive.
[1:02:49.000 --> 1:02:56.000]  But here's the thing, people keep buying these photos and I can't say enough good things. I mean it sincerely.
[1:02:56.000 --> 1:03:02.000]  Even if they said, you know what, we love you, you've brought so many great customers, but we're not going to sponsor the show for a while.
[1:03:02.000 --> 1:03:08.000]  I would still recommend Fracture to anybody who wants to get photos printed. You want to get your photos printed.
[1:03:08.000 --> 1:03:17.000]  It's just great. It is so fantastic. Go there, check them out. They have sizes that range from little, I don't know, like three by three or four by four.
[1:03:17.000 --> 1:03:24.000]  All the way up to massive like 23 by 27 inch, really, really big, big pieces of glass.
[1:03:24.000 --> 1:03:42.000]  Go to, here's where you go. Their website is FractureMe.com and the code is Daring Fireball and that's good for 15% off your first order and their prices are already great.
[1:03:42.000 --> 1:03:54.000]  So you're saving money on what's already a great deal. So go to FractureMe.com and remember the code Daring Fireball and if you haven't yet, go print out a couple of your photos from your vacation or whatever you've done this summer.
[1:03:54.000 --> 1:03:57.000]  My thanks to them.
[1:03:57.000 --> 1:04:01.000]  Do you ever take a photograph?
[1:04:01.000 --> 1:04:09.000]  You have taken one or two. It used to be a professional photographer in my previous life.
[1:04:09.000 --> 1:04:13.000]  What do you think I knew that was a loaded question? What are your opinions?
[1:04:13.000 --> 1:04:26.000]  Well, here's where I'm going with it. I'm going to parlay from the Fracture thing to talking about the Photos app for Mac, which I'm sort of formulating my opinion on.
[1:04:26.000 --> 1:04:30.000]  I'm a very slow thinker in general. I don't know if you've ever noticed that.
[1:04:30.000 --> 1:04:40.000]  You're deliberate. Let's say you're deliberate.
[1:04:40.000 --> 1:04:50.000]  I used Lightroom and I still have all of those years, my photo library from those years is all in Lightroom.
[1:04:50.000 --> 1:05:04.000]  But to kind of force myself to give photos a really good try. I don't have Lightroom installed on my Retina iMac yet.
[1:05:04.000 --> 1:05:09.000]  I'm actually about to at some point this summer I'm going to break down and go back to Lightroom.
[1:05:09.000 --> 1:05:14.000]  At least just to have my library there.
[1:05:14.000 --> 1:05:22.000]  And a Twitter conversation I had with Dr. Wave from Pixar.
[1:05:22.000 --> 1:05:27.000]  Yeah. Michael Johnson.
[1:05:27.000 --> 1:05:32.000]  He's a better photographer than I am.
[1:05:32.000 --> 1:05:38.000]  Similar to me. We're not pros. He does software at Pixar.
[1:05:38.000 --> 1:05:46.000]  But we actually even have the same camera. We have a similar liking for fast prime lenses.
[1:05:46.000 --> 1:05:52.000]  And we just shoot the same way, which is the way you get a couple of good photos is if you're going to take a nice camera.
[1:05:52.000 --> 1:05:57.000]  You shoot lots and lots and lots and lots and lots and lots and lots and lots of photos. And then you import them.
[1:05:57.000 --> 1:06:10.000]  And you throw literally just throw most of them away.
[1:06:10.000 --> 1:06:24.000]  If you watch what I've talked about this a couple of weeks ago where it's like I really I cannot wait for professional photographers to switch to mirrorless cameras because I find it so annoying at like news event sports or like you know,
[1:06:24.000 --> 1:06:29.000]  when a president of you know, the president of the United States is making a statement or something like that.
[1:06:29.000 --> 1:06:32.000]  And you hear the professional photographers. It's this machine gun.
