[00:00.000 --> 00:02.000]  What a week what a week
[28:35.720 --> 28:42.360]  people at Apple was that the edict came down from the top from Tim Cook on down that anything
[28:43.480 --> 28:52.280]  new that we create that stores data. We should store in a way that even we can't see it.
[28:53.080 --> 28:58.200]  So that when we get requests for it, we can say we can't give it to you. That are the
[28:58.200 --> 29:04.360]  end that and that anything we already have existing systems that maybe don't comply with
[29:04.360 --> 29:11.400]  that. They need to be identified. And we need to rewrite them in a way that, that, you know,
[29:12.040 --> 29:16.520]  protects the data so that we even we can't do it. And that that's the only way that, you know,
[29:16.520 --> 29:24.280]  we can object and the purpose of this isn't to to obstruct law enforcement. It's that if we don't
[29:24.280 --> 29:30.200]  take that philosophy that even we can't get the data, then it's not really safe. Right. And
[29:31.880 --> 29:37.880]  I think that goes back a lot to, you know, where Apple makes its money. They don't want your data.
[29:37.880 --> 29:45.720]  They don't care about your data. And and others do. So you know, it's it's reasonable. I mean,
[29:45.720 --> 29:51.960]  the argument that we talked about with Peter, it's reasonable to consider the fact that other
[29:51.960 --> 30:01.480]  companies have cooperated in the past, because they do look at the data. You know, so yeah,
[30:01.480 --> 30:05.160]  one of the things and another one I know I mentioned earlier that I'm really curious about
[30:06.040 --> 30:13.560]  what, let's just say if you're iCloud backup user, and the FBI comes to Apple and says,
[30:13.560 --> 30:18.600]  we'd like to see Jim Dow Rumple's iCloud backup, what do they get? I would love to know that.
[30:18.600 --> 30:23.240]  And if there's an answer that Apple has given, I can couldn't find it. So if anybody knows,
[30:23.240 --> 30:27.640]  I would love to know the other question I have this week. And it gets back to your original
[30:27.640 --> 30:32.120]  question of why is it Apple that's that's in this fight? How come we never hear about?
[30:34.120 --> 30:39.480]  They're not you I get none of them are US companies except other than Microsoft. But like,
[30:39.480 --> 30:43.560]  we never hear about Samsung or LG or any of these other companies like what do they do when a
[30:43.560 --> 30:49.160]  suspect has an Android phone? Why is this? Why is this not in the news at all? Like what happens?
[30:49.160 --> 30:56.440]  Is it is it that it's it? Is it just one of those things where Apple gets headlines? And so people
[30:56.440 --> 31:02.200]  only write about it when it's Apple and the iPhone? Or is is Android different? And it's,
[31:02.200 --> 31:06.440]  you know, like, trivial that even when you have a passcode, that there's some way that they can
[31:06.440 --> 31:10.760]  get the information they want? I don't understand why nobody's writing about that.
[31:10.760 --> 31:13.880]  And I don't have the, you know, I don't have the perspective on it.
[31:13.880 --> 31:21.000]  Well, there must be some requests from the government to Google for information.
[31:21.000 --> 31:29.000]  There must be. Oh, definitely. And the thing about Google, but that's that's online content.
[31:29.000 --> 31:34.360]  And who knows, maybe it's because if you use an Android phone, you everybody who uses Android
[31:34.360 --> 31:40.120]  phone signs up for Google and going to Google is enough that they don't need to go to the right.
[31:40.120 --> 31:44.600]  That's what I'm saying. You know, they they have, I don't know, though, because there's things like
[31:44.600 --> 31:49.480]  text messages, right? So Android users send a lot of SMS text messages, they don't go through Google.
[31:50.600 --> 31:53.800]  Right. So if the FBI wants to see those, they need to get them off the phone.
[31:56.120 --> 32:00.600]  I can't help but think that they would want to still want to access the phone. And I think
[32:00.600 --> 32:05.000]  I can't help but think that they would want to still want to access the phone. And, you know,
[32:05.000 --> 32:10.440]  does what what percentage of Android users back up all of their photos to Google? I mean,
[32:10.440 --> 32:15.000]  there must be some percentage, but is it all I don't know. Okay, I'm gonna I'm gonna throw
[32:15.000 --> 32:23.000]  something out there that can be funny. But maybe, as we know, from the things that we see, maybe
[32:23.000 --> 32:29.800]  Android is just so full of holes that the FBI can hack it themselves. Yeah, that's that's sort of
[32:29.800 --> 32:41.000]  what I'm hinting at. You know, iOS is very secure operating system, and a lot of it because Apple
[32:41.000 --> 32:48.680]  doesn't really care about your data, they care about your security and your privacy. And, you
[32:48.680 --> 32:58.840]  know, I'm trying not to be too, you know, fanny here, but I believe that to be true. And we've
[32:58.840 --> 33:07.560]  seen the malware and things that can infect Android phones. So what's I mean, I tend to think
[33:07.560 --> 33:13.560]  that the FBI just sat down with some of its smart people and said, hack this thing, and they can.
[33:13.560 --> 33:21.880]  And they can. Yeah, I don't know. Let me take a break here. And we come back to it. But I'll take
[33:21.880 --> 33:27.960]  a break here and thank our first sponsor. And it is our good friends at Harry's go to harrys.com
[33:27.960 --> 33:34.360]  and use the promo code talk show, just talk show and you will save five bucks off your first
[33:34.360 --> 33:40.200]  purchase. Harry's offers high quality razors and blades and other shaving products for a fraction
[33:40.200 --> 33:47.000]  of the big razor brands. They make their own blades in their own factory. They bought it
[33:47.000 --> 33:50.600]  in Germany, it was an old razor blade factory in Germany, and they liked it so much, they just
[33:50.600 --> 33:55.800]  bought the factory. And it's fundamentally this is how they sell their stuff for less
[33:55.800 --> 34:00.200]  because there's no middleman, they own the factory, they make the blades, they make the products,
[34:00.200 --> 34:04.760]  and then you buy it from them, and they just ship it right to your door. And so there's no
[34:04.760 --> 34:12.280]  distributor, there's no markup for a retail store. So you get a better price, you get a high quality
[34:12.280 --> 34:16.680]  product, and you get the convenience of just having this stuff show up at your house and
[34:16.680 --> 34:21.240]  you don't have to go buy it. Their starter set is an amazing deal for 15 bucks, you get a razor
[34:21.240 --> 34:25.080]  moisturizing shave creamer gel and three razor blades. And when you need more blades, they're
[34:25.080 --> 34:30.600]  just two bucks each or less an eight pack, for example, it's just 15 and a 16 pack is 25.
[34:30.600 --> 34:36.680]  I love their packaging. I love their style. I love the way they write. A couple of months ago,
[34:36.680 --> 34:41.720]  they sent me this, they have a new thing here, daily face wash. So this is what I use in the
[34:41.720 --> 34:46.520]  shower when I wash my face. And it's sort of like a gritty type thing. And I like it, it feels,
[34:46.520 --> 34:50.600]  you know, it's got like, some kind of grit to it. But I read the instructions because I'm an
[34:50.600 --> 34:55.560]  I'm an idiot. And I actually always look for stuff like this. These are the these are their
[34:55.560 --> 35:00.600]  instructions. Here's how they this is what how they take to use the face wash, wash as only you would
[35:01.560 --> 35:06.520]  a little bit goes a long way. Caution not in the eyes. That's it.
[35:08.360 --> 35:14.360]  Lovely, right? Because you don't really need it's in other words, hey, dummy. You know how to wash
[35:14.360 --> 35:20.040]  your face and be and my favorite part is a little bit goes a long way. You know, just you put a
[35:20.040 --> 35:24.520]  little bit a little bit. There you go. And, you know, again, hey, dummy, don't put it in your eyes.
[35:24.520 --> 35:31.480]  There you go. That's it. So great stuff. Great style. Good, even the hardware handles on
[35:31.480 --> 35:36.200]  everything on the razors, all great stuff. Go there, go to harrys.com. And remember that
[35:36.200 --> 35:41.560]  promo code talk show and you will save five bucks off your first purchase. Well, to Harry's,
[35:41.560 --> 35:48.920]  if I if I can tell you something, I actually use Harry's as big of a beard as I have, you know,
[35:48.920 --> 35:54.840]  I get to trim up the sides and stuff. I have I have the full Harry's kit. So there you go.
[35:58.520 --> 36:05.000]  True story. Well, I don't is there more to say about the FBI Apple case? At the moment? Maybe
[36:05.000 --> 36:15.320]  not. Do you believe what the FBI says? And do you believe what Apple says? I believe what Apple says.
[36:15.320 --> 36:22.440]  And I think they're very careful. I think they are. And it's just a hallmark of Tim Cook is,
[36:22.440 --> 36:32.760]  is a and I would say without question, the biggest difference between Cook and Jobs is that Jobs
[36:32.760 --> 36:42.840]  would would fly off the handle. And, you know, just a small example. But remember, in 2007,
[36:42.840 --> 36:47.480]  when it was people, the first iPhone came out, and people were like, Hey, how come we can't
[36:47.480 --> 36:52.600]  write native apps? And he was, he said, Ah, you don't, you know, your bad, you write a bad native
[36:52.600 --> 37:00.840]  app will bring down the whole West Coast phone network. Now, I, there's an argument to be made
[37:00.840 --> 37:05.080]  that it's, you know, like, what if it was a super popular app like Facebook? And what if there was a
[37:05.080 --> 37:11.400]  terrible bug that, you know, kept the data connection on full time, if the app was installed?
[37:11.400 --> 37:16.360]  If there's some, you know, it's not it's completely ridiculous, but it wasn't a good answer.
[37:16.360 --> 37:23.880]  But that's jobs, right? Whereas Tim Cook, Tim Cook is, is so he's like a surgeon with every word out
[37:23.880 --> 37:31.160]  of his mouth in public. Yes. And I do I believe that I don't think there's anything that Apple
[37:31.160 --> 37:38.200]  said, at least in that open letter that I even raised an eyebrow. Me neither. I mean, the only
[37:38.200 --> 37:44.360]  thing that I think is up for debate is whether it qualifies as a backdoor. And the only reason I'd
[37:44.360 --> 37:49.000]  say that and Tim Cook says, you know, and he even admitted says in the letter, the FBI is using
[37:49.000 --> 37:54.120]  different words, I call it a backdoor, but he's even acknowledging he's he's careful enough and
[37:54.120 --> 37:58.600]  fair enough that he even acknowledges that there's a debate over whether backdoor is the right word.
[37:58.600 --> 38:03.400]  And I think that argument that it's not a backdoor is that a backdoor maybe you could argue is
[38:03.400 --> 38:08.440]  something that Apple ships to everybody. And it's in in the phone that you buy from Apple,
[38:08.440 --> 38:15.720]  it's already there. You know that, that this is something that the FBI, you know, that's not what
[38:15.720 --> 38:21.000]  the FBI is asking for. They're not asking the FBI is not asking Apple to push a software update to
[38:21.000 --> 38:26.280]  every iPhone out in the world, that would let them bypass the passcode. They're saying do this just
[38:26.280 --> 38:32.440]  one. But, you know, given the provisions that Tim Cook said, I believe him get with the FBI. I don't
[38:32.440 --> 38:36.680]  know. I think the one argument a couple people have made, including John McAfee.
[38:40.120 --> 38:41.800]  Come on, the show ends right now.
[38:43.480 --> 38:50.280]  Come on. Come on, you didn't. It's either the FBI is lying, and they have hackers on their staff
[38:50.280 --> 38:54.840]  who could break in, get this passcode right now. Or they're incompetent, because they should be
[38:54.840 --> 39:01.160]  able to, like, why can't they go right down the street to the NSA, and, and have this thing
[39:01.160 --> 39:07.400]  unlocked? And I find it very difficult to believe that the NSA couldn't do this. And that if it was,
[39:07.400 --> 39:12.840]  if this one phone really was that important, that they would do that. And I find that disingenuous.
[39:12.840 --> 39:17.160]  That's what and it's also what makes me think it's about the legal precedent, not the actual
[39:17.160 --> 39:24.760]  information on the San Bernardino suspects phone. So you you think that the NSA could hack this
[39:24.760 --> 39:30.520]  iPhone on their own? I don't have any reason to believe that are not that I don't have reason to
[39:30.520 --> 39:35.640]  believe that I don't have proof. I can't prove that, for the obvious reason that, you know,
[39:35.640 --> 39:41.880]  the NSA keeps everything all of their capabilities secret. But if I had to bet, oh, I would bet
[39:41.880 --> 39:47.720]  heavily that the NSA if could could access the information on this. So why bother going through
[39:47.720 --> 39:52.840]  all this? Why not just go get the precedent? But but does the precedent actually matter if they
[39:52.840 --> 39:58.520]  can hack it? Well, I think because going forward in the future, they're they're concerned about
[39:58.520 --> 40:02.680]  the ever escalating security of these phones. And I guess that's one area where we could talk about
[40:02.680 --> 40:11.240]  where, you know, what is one of the aspects of this is, whatever happens to Apple in the courts
[40:11.240 --> 40:20.440]  on this case, I think it's only going to motivate them to further cleverly design the the encryption
[40:20.440 --> 40:25.160]  mechanisms on the iPhone to make it impossible in the future to even comply with a
[40:25.160 --> 40:31.000]  request like this. So here's something we don't know. And it's a little technical. And hopefully,
[40:31.000 --> 40:37.400]  I will keep this straight enough that I'm going to be accurate. But the phone in this case is an
[40:37.400 --> 40:43.000]  iPhone five C, the San Bernardino phone, and the five C is before the secure enclave and before
[40:43.000 --> 40:52.120]  touch ID. And that makes it a simpler case cryptographically to to get. So I'm going to
[40:52.120 --> 41:01.240]  graphically to to get we're starting with the iPhone five s and going forward, the phones,
[41:01.240 --> 41:07.320]  iPhones with the touch ID and the secure enclave. Now touch ID is sort of irrelevant.
[41:08.840 --> 41:13.960]  But it's the phones that have touch ID that have the secure enclave. They use the secure enclave
[41:13.960 --> 41:21.560]  in the path of encryption to enforce it. And so one of the things that limits the rate of
[41:22.600 --> 41:26.600]  so mathematically, and you don't really have to I even I really I have a computer science
[41:26.600 --> 41:30.440]  degree. And I did really well in math. And I really this stuff really boggles my mind.
[41:31.800 --> 41:38.840]  But basically, one of the keys used to encrypt the data on the phone is on the secure enclave.
[41:38.840 --> 41:46.680]  And so as you know, the the phone iOS verifies that the passcode is correct. It goes through the
[41:46.680 --> 41:52.600]  secure enclave and the secure enclave adds its key. And there's no way to get that key from iOS,
[41:52.600 --> 41:59.000]  it just says, okay, secure enclave, here's the passcode that was sent. Now, output of that you
[41:59.000 --> 42:06.360]  give me the thing that lets me decrypt this. And it's the secure enclave that enforces this 80
[42:06.360 --> 42:12.680]  millisecond time between brute force attempts, which isn't that long, except that if you want
[42:12.680 --> 42:18.840]  to do millions of them to get like a six digit passcode, 80 milliseconds means it takes a lot
[42:18.840 --> 42:24.280]  longer to go through all of them than it would otherwise. And if you use an alphanumeric password,
[42:24.920 --> 42:28.040]  if you're really concerned about security on your phone, and you use letters and numbers on
[42:28.040 --> 42:33.560]  the passcode, it really does make it the 80 millisecond attempt between decryption attempts
[42:33.560 --> 42:42.760]  really does make it time wise impossible. The question is, can Apple be forced to put like a
[42:42.760 --> 42:53.560]  flash update on the secure enclave to to eliminate the 80 millisecond time between attempts? And I
[42:53.560 --> 42:58.680]  think Apple hasn't said publicly, but reading between the lines, I think the answer right now
[42:58.680 --> 43:05.480]  might be yes. And what somebody has said, was that, for example, like the iPhone five s shipped
[43:05.480 --> 43:11.160]  with the secure enclave, and it didn't have that 80 millisecond enforcement between attempts, and
[43:11.160 --> 43:17.480]  then a software update later on, added it. So if they could add something like that to secure
[43:17.480 --> 43:24.120]  enclave, they could obviously take it away. The question is, and I don't know that Apple's,
[43:24.120 --> 43:30.440]  I don't and I don't think they want to say is, can those flash updates to the secure enclave today?
[43:30.440 --> 43:35.720]  Can they happen while the phone is locked? Because that's, you know, the whole point is if the phone
[43:35.720 --> 43:42.280]  is already locked, maybe they can't flash update the secure enclave to change the passcode. Right?
[43:42.280 --> 43:49.560]  It's like you've it's like a catch 22. But if you can, that might be something that Apple is very
[43:49.560 --> 43:54.120]  strongly looking at in the future to say, well, now we're going to engineer, we're going to have,
[43:54.120 --> 44:00.120]  you know, Johnny Suruji's team engineer at secure enclave, where this 80 millisecond attempt between
[44:00.120 --> 44:04.120]  passcode attempts is hardwired into the silicon, and there's nothing we can do about it.
[44:05.720 --> 44:09.880]  I and there's got to be other things that they're looking at going forward. Like, I don't think we
[44:09.880 --> 44:16.200]  are at the end of Apple's, how we secure your data on the phone, I think that every single year,
[44:16.200 --> 44:22.680]  every single year, in the last five years, that the system has gotten more clever,
[44:23.400 --> 44:27.640]  and more completely sealed up so that even Apple can't do anything with it.
[44:28.360 --> 44:34.280]  What if what if Apple said that they they lose this case, and they say, okay,
[44:34.920 --> 44:39.960]  we will give you this information, but then they lock up the next operating system even tighter,
[44:39.960 --> 44:44.600]  so that there is no possible way. I don't even know if that's possible. Right?
[44:44.600 --> 44:49.560]  Um, no, I think it has to be, though, I definitely think it's possible to lock it up tighter. I think
[44:49.560 --> 44:59.400]  that that they could, you know, create definitely create a system where the the the flash, you know,
[44:59.400 --> 45:05.400]  the ROM, whatever you want to call it, the code that runs on the secure enclosure, where it can't
[45:05.400 --> 45:10.440]  be can't be updated while the phone is locked. I think that's definitely technically, technically
[45:10.440 --> 45:16.600]  possible. I mean, I could be wrong, but I think it is. So what does the government do? Then does
[45:16.600 --> 45:25.320]  it go to court and say, you can't make your OS any stronger? I right. And at that point,
[45:27.640 --> 45:32.600]  I, you know, I guess they could try to pass the law, but you really do start running up against
[45:32.600 --> 45:41.160]  issues like a, that would cripple us tech companies competitively worldwide, absolutely
[45:41.160 --> 45:47.640]  would be crippling. I mean, who would want the US tech product if if they knew that by mandated
[45:47.640 --> 45:52.760]  by US law that it had to be, you know, insecure? And B, I think that there's a very strong
[45:52.760 --> 45:58.360]  constitutional argument that that's a violation of free speech, you know, that that code is speech
[45:58.360 --> 46:04.520]  and saying you can't write code that that does this is, you know, it's more or less saying that
[46:04.520 --> 46:11.720]  this, you know, this form of mathematics is illegal. Oh, what a case. I really do think it
[46:11.720 --> 46:15.560]  comes down to a sense of entitlement on law enforcement that they feel like any any information
[46:15.560 --> 46:19.320]  that exists, they should be able to access and they they're unwilling to wrap their heads around
[46:19.320 --> 46:24.280]  the idea that there's that we're coming to a point where there will exist information in the universe
[46:24.280 --> 46:29.480]  that they simply can't get. I mean, and I keep thinking and again, this isn't really a legal
[46:29.480 --> 46:35.080]  argument. It's just sort of a philosophical argument. But they've never had a right to the
[46:35.080 --> 46:40.760]  information in your head. And in fact, the US Constitution, the US Constitution has the,
[46:42.040 --> 46:51.880]  the fifth amendment, which means that you have a right not to incriminate yourself. And so the,
[46:51.880 --> 46:57.400]  you know, if you invoke it that, you know, even if you committed a crime, you cannot be forced
[46:57.400 --> 47:07.880]  to admit it in court. In some sense, again, this is I'm not speaking legally, but philosophically,
[47:07.880 --> 47:12.680]  the information on your phone is in some way an extension of what's in your head, right? Like the
[47:12.680 --> 47:16.600]  pictures you've taken are things you've seen that you want to remember the notes you've written to
[47:16.600 --> 47:24.120]  yourself or your notes. I just don't think it's that outlandish philosophically that you could
[47:24.120 --> 47:31.720]  have a phone that is so securely encrypted that if, if law enforcement takes it that they can't
[47:31.720 --> 47:36.200]  access it any more so than that they don't have a right to, you know, read your mind,
[47:36.920 --> 47:42.120]  or force you to to testify against yourself. How long will this case go on?
[47:42.120 --> 47:50.120]  I don't know, I can't help but think it's I this particular case, who knows, but I feel like the
[47:50.120 --> 47:55.240]  argument isn't going to stop. Like even if this case gets resolved somehow quickly, it's the next
[47:55.240 --> 48:02.040]  one coming is is is going to be the same. I believe that this will go all the way to the
[48:02.040 --> 48:14.600]  Supreme Court because I don't think either side will just let it fall. But if they lose,
[48:15.720 --> 48:22.680]  if the government loses this case, will they try a different tact? I mean, is there another legal
[48:22.680 --> 48:29.240]  way for them to say, okay, well, we argued that this last time, but now we're arguing
[48:29.240 --> 48:36.360]  this, I mean, is this going to go on forever? I don't know. I mean, and maybe, you know,
[48:36.360 --> 48:42.360]  I mean, one thing we didn't mention is that the that the the foundation of the FBI's request and
[48:42.360 --> 48:49.000]  the judge that the judge granted against Apple is based on the all writs act of 1789. Right?
[48:49.000 --> 48:55.800]  Yeah. So basing this on a law from 1789 would suggest that the law really didn't have
[48:55.800 --> 49:05.240]  encrypted cell phones in mind. Yeah. So unless Nostradamus did it. So two of the things that
[49:05.240 --> 49:11.400]  I've taken away this week is that one, if the FBI wins, this sort of grants them under this
[49:11.400 --> 49:15.480]  all writs act precedent that says we can get whatever we you know, we can use this ancient
[49:15.480 --> 49:21.720]  law to get whatever we want. And we have this very powerful ability to force tech companies
[49:21.720 --> 49:29.160]  to help us, you know, by writing new code and and stuff like that. So that would be good for
[49:29.160 --> 49:33.240]  the FBI from their perspective. I don't think that's good public policy. I think that's
[49:33.240 --> 49:37.320]  terrible. But from law enforcement's perspective, that would be they would see that as a win.
[49:37.320 --> 49:41.880]  And I think if they lose, this is why I almost feel like the FBI might see this as a no lose
[49:41.880 --> 49:48.200]  situation is if they lose, then they go to Congress and say, look, the law on the book,
[49:48.200 --> 49:54.200]  we just tried it. We have to, you know, they go to they go to Congress, and they say, we have to
[49:54.200 --> 50:00.760]  be able to get this stuff to keep people safe from these crazy terrorists. That's very compelling to
[50:00.760 --> 50:08.440]  a lot of politicians who either believe it or be cowardly, you know, it just don't want to be seen
[50:08.440 --> 50:16.280]  on the wrong side of terrorism, right, of being, quote, unquote, strong against terrorism. And they
[50:16.280 --> 50:21.560]  go to Congress and say, look, we just tried with this law that's on the books, and it we lost. So
[50:21.560 --> 50:28.760]  we need you to pass a new law that says blah, about, you know, encryption and stuff like that.
[50:30.520 --> 50:35.640]  And I think the only good solution for us publicly would be if, if that fails to,
[50:35.640 --> 50:42.360]  but I feel like the FBI might suspect that they've got the the support on in Congress to do that.
[50:42.360 --> 50:49.000]  Here's a question for you I wanted to ask before we move off it is, does being a Canadian
[50:50.040 --> 50:54.760]  give you a different perspective on this? Because I feel like Americans are often too insular, and
[50:54.760 --> 51:00.840]  we see these things as US only issues. And just simply being on the other side of the US Canadian
[51:00.840 --> 51:08.840]  border, does it give you a different perspective? You know, it's, we don't really have a lot of
[51:08.840 --> 51:19.160]  things like this. That would come up. You know, I can't see the Canadian government suing Apple.
[51:20.040 --> 51:28.280]  You know, it's just it's just not something that does it give did you have a sense that you don't
[51:28.280 --> 51:32.440]  have like an implicit trust of the US Department of Justice?
[51:32.440 --> 51:42.200]  Implicit trust of the US Department of Justice? No, I don't think it's, I don't think it's that
[51:42.200 --> 51:52.040]  I think we're more, we're more trusting than what you guys are of your government. We may not like
[51:52.040 --> 51:58.680]  it. You know, our government will put in new taxes, which they do all the time. And we just
[51:58.680 --> 52:06.760]  say, Oh, gosh, darn it. That's awful. But you know, we paid. That's fine. You know, whereas
[52:06.760 --> 52:12.760]  you guys may riot. Like, no, no, you're not going to do that. The thing I keep thinking about,
[52:12.760 --> 52:18.360]  too, is just that the stuff is also new. It's only 2025 years that anybody really, you know,
[52:18.360 --> 52:22.680]  public, you know, typical people had access to computers and computer networking. And law
[52:22.680 --> 52:27.720]  enforcement worked just fine before that. It's just, it's not like everything that they used
[52:27.720 --> 52:32.360]  to be able to do before there were cell phones that they night they can't do anymore. It's just
[52:32.360 --> 52:39.400]  new information and new a new source of evidence that that they have had access to. But if they
[52:39.400 --> 52:44.120]  don't have access to it, if they can't get anything they want off an iPhone that has a
[52:44.120 --> 52:49.320]  strong passcode on it, I don't think that that means that law enforcement can't do its job.
[52:49.320 --> 52:57.000]  Well, and but the difference between then and now is that then the bad guys weren't using cell phones
[52:57.000 --> 53:04.280]  either. So there were they were recording information in different ways that that the
[53:04.280 --> 53:10.680]  government could have access to. You know, so if they're if they're now using the cell phones to
[53:10.680 --> 53:15.480]  record all of their information, and the government can't access it, then that, you know, there is an
[53:15.480 --> 53:21.160]  argument that they don't have access like they used to. But, you know, I'm still drawing back
[53:21.160 --> 53:29.720]  to to what you said about the NSA does. If the NSA has access, this seems like a dangerous move
[53:30.840 --> 53:38.680]  for the government to do for a precedent that they might not need. You know, I don't know.
[53:40.840 --> 53:46.760]  It could be it could be a bad move if they can get it. I mean, I don't understand why they just
[53:46.760 --> 53:51.480]  wouldn't say, yeah, whatever, you know, you don't need to give us that we've got access anyway,
[53:51.480 --> 53:59.160]  to anything that we want. I really don't think that they do. Could the iPhone be that good?
[53:59.880 --> 54:00.600]  That they don't?
[54:01.720 --> 54:06.920]  Oh, it's, you know, you never know what the end, you know, in the end, if the NSA knows of a flaw
[54:06.920 --> 54:11.480]  in the scheme, they're gonna keep their mouth shut about it. But it's, it does seem to me that Apple
[54:11.480 --> 54:18.200]  is moving towards creating a complete system that can, you know, can mathematically be shown that
[54:18.200 --> 54:26.280]  it can't be can't be broken with the combination of, you know, with the secure enclave and when
[54:26.280 --> 54:31.960]  and with all the various ways that the keys are stored to get everything encrypted or unencrypted.
[54:34.760 --> 54:38.600]  Oh, boy, we're in for fun. How long do you think that this initial
[54:38.600 --> 54:41.960]  part will take? Is this like a month thing? Or?
[54:43.160 --> 54:49.240]  I don't know. Yeah, I guess I know Apple has been given till February, we're recording on February
[54:49.240 --> 54:55.720]  19. And I know they have like one week to file their response. So I think, you know,
[54:56.600 --> 55:06.120]  a couple of months, I'm guessing. I'll take a break in the show and thank our second sponsor.
[55:06.120 --> 55:12.920]  And it's our good friends at Squarespace. You can go to squarespace.com slash the talk show
[55:14.200 --> 55:22.680]  and find out more. You guys know what Squarespace is it's all in one hosting and design and template
[55:22.680 --> 55:29.560]  type stuff for your website. They've recently launched three different new website products
[55:29.560 --> 55:36.600]  because they know that people's needs vary. So here's three of the new things that they've
[55:36.600 --> 55:40.600]  launched cover pages are single page websites that are perfect for when your idea is just
[55:40.600 --> 55:44.600]  starting out. You know what a single page website is something that you have a new thing to announce
[55:44.600 --> 55:48.680]  and you have a big headline at the top. And all the information goes right down the page on one
[55:48.680 --> 55:52.680]  big scrolling thing they have got they've got that set up. So if you ask the type of site you need
[55:52.680 --> 55:57.640]  Squarespace already as you covered Squarespace commerce is robust enough to be both your online
[55:57.640 --> 56:03.800]  storefront and business manager. So if you want to keep track of inventory and you want to have
[56:03.800 --> 56:08.920]  a whole variety of products that you show people and let them sell and have all of the ecommerce
[56:08.920 --> 56:13.320]  stuff and the security stuff and the credit card processing go through Squarespace commerce already
[56:13.320 --> 56:20.200]  has you covered. Squarespace websites is another one that helps you provide beautiful versatile
[56:20.200 --> 56:25.000]  templates that help you create the online home that you've always wanted. That's a multi page
[56:25.000 --> 56:29.720]  deeper website. They have so many templates to choose from. It's ridiculous. They look so
[56:29.720 --> 56:34.600]  professional. Any kind of new website that you want to create, you really ought to look at
[56:34.600 --> 56:39.400]  Squarespace first and give it half an hour, give it an hour and see how far you get. And you'll
[56:39.400 --> 56:45.240]  find out a lot of the cases most of the time. You're already most of the way done to just being
[56:45.240 --> 56:49.720]  finished and launching. So go there and check it out. If you have any kind of need for a new
[56:49.720 --> 56:59.080]  website, you can start with a free trial. It's squarespace.com slash the talk show. And remember
[56:59.080 --> 57:08.200]  this use this code daring da ri n g. And use that when you pay See, here's the problem. You can go
[57:08.200 --> 57:12.120]  there now get a free trial, use it for 30 days. And then when you go to pay, maybe you don't remember
[57:12.120 --> 57:18.760]  the code, just remember the code daring da ri n g, and you will save 10%. So you'll save big bucks
[57:18.760 --> 57:23.720]  and you'll get a beautiful website. My thanks to Squarespace. All right, what about my interview
[57:23.720 --> 57:30.680]  last week with Federighi and Q? Do you listen to it? I did. I did, actually. It was great.
[57:31.640 --> 57:37.480]  I thought it was a great interview. And, you know, you got some scoops in there, too.
[57:38.360 --> 57:42.520]  Yeah, I wasn't expecting that. It's like they didn't say, hey, we're going to give you some
[57:42.520 --> 57:46.520]  stuff. It's like when when Eddie started saying that, I really kind of expected that.
[57:46.520 --> 57:53.240]  I was like, am I listening? Am I hearing this right? That you're giving me this
[57:53.240 --> 57:56.440]  information that I'm pretty sure never came out before. I was ready to hear him like get
[57:56.440 --> 58:05.240]  like a punch in the shoulder from like. I thought it was really good interview.
[58:06.280 --> 58:12.680]  They were they were very open. And and it, you know, it kind of seemed like
[58:12.680 --> 58:19.240]  just three guys sitting around chatting. Well, that's definitely the case. I mean,
[58:19.240 --> 58:24.120]  in the argument against it would be and it seemed like, you know, I worried afterwards
[58:24.120 --> 58:29.080]  that maybe I didn't ask good enough questions. Hard questions is maybe the wrong term to use,
[58:29.080 --> 58:34.600]  but maybe I didn't press quite hard enough. I really was worried afterwards. And then the
[58:34.600 --> 58:38.200]  show came out and I read all the reactions. I read all the emails, I read all the tweets,
[58:38.200 --> 58:42.120]  and most people seem to really like it. But there were definitely some people are like,
[58:42.120 --> 58:46.760]  dude, you asked this question and they didn't give a straight answer and you didn't press them on it.
[58:47.320 --> 58:51.960]  And you're always going to have that, though. I mean, you and I've been doing this long enough
[58:51.960 --> 58:56.520]  to know that no matter what we ask, that's people are going to react like that.
[58:58.280 --> 59:05.720]  And my take on it is, well, at least I asked. And I thought even the ones that they didn't answer
[59:05.720 --> 59:10.280]  straightforwardly, they at least they weren't there. The answers weren't completely empty,
[59:10.280 --> 59:18.600]  you know, and and I know that they're, you know, they're both surprisingly good. This is the thing
[59:18.600 --> 59:23.800]  that blows me away. It's it's for two people who don't do podcasts regularly. I mean, I know
[59:23.800 --> 59:29.080]  Federighi was on the show back in December to talk about Swift. I don't know that any Q I don't know
[59:29.080 --> 59:32.360]  that he's ever done a podcast before. I've seen him on interviews like at Recode or something
[59:32.360 --> 59:40.840]  like that. But he doesn't do it a lot. But it came across as like naturals, right? Yeah. And I know
[59:40.840 --> 59:43.560]  that there's no way that if they're not going to answer it the first time, they're not going to
[59:43.560 --> 59:53.240]  answer it if I if I reassert it. And then all of a sudden, it the discussion loses the the flow.
[59:53.240 --> 01:00:00.360]  Yeah. Well, I think that you got a lot of great information. I think that yes. I mean,
[01:00:00.360 --> 01:00:09.000]  I mean, I texted you when I listened to it last week, and and said, you know, it was great
[01:00:09.000 --> 01:00:19.080]  interview. It was informative, it was, you know, entertaining. So you actually got a lot more than
