[00:00.000 --> 00:03.840]  Think you were on about two months ago. I don't know. I I'm trying to mix it up with guests
[37:30.020 --> 37:32.020]  You
[37:32.740 --> 37:38.740]  Standard Gruber and I love that I prefer common Gruber. Yeah, maybe that'll be next week's code
[37:40.500 --> 37:42.820]  Just go to brower software.com
[37:43.620 --> 37:49.900]  That's B r a w e r s o f t w a re com
[37:49.900 --> 37:53.980]  B r a w e r brower software.com and
[37:54.700 --> 37:57.340]  Find out more and use that coupon code and save
[37:57.340 --> 38:01.580]  Half price half price for talk show listeners great deal
[38:02.740 --> 38:05.220]  so let's let's go back and let's let's
[38:06.020 --> 38:09.460]  Let's get into the watch. So you've had an evolved
[38:10.500 --> 38:16.940]  Take on the watch like you even mentioned earlier in the show that your initial take was that this it was too unfocused
[38:17.980 --> 38:21.140]  And so start me down your path. What was your initial take?
[38:21.340 --> 38:25.980]  My I think I think your initial take represented an awful lot of people know for sure
[38:25.980 --> 38:28.820]  I mean, it's one of the it's one of the most popular articles I've had in quite a while
[38:28.820 --> 38:30.900]  Which which is funny cuz people like oh you just change your mind
[38:31.180 --> 38:36.260]  Well, well, I know actually the feedback was very was very positive in favor of that piece
[38:36.260 --> 38:39.860]  I'm not I'm not winning any brownie points by by switching
[38:40.740 --> 38:44.340]  basically, my criticism was primarily about the event I mean because I
[38:45.260 --> 38:48.260]  Wasn't there. I and obviously even people were there couldn't use the watch
[38:48.260 --> 38:55.180]  So it's hard to get too much into the actual details, but the event in general I compared and contrasted it to
[38:55.180 --> 39:01.900]  Previous new product introductions. So going back to the iPod going back to the iPhone and
[39:02.460 --> 39:04.460]  the iPad
[39:04.500 --> 39:06.500]  in all three cases
[39:08.340 --> 39:10.420]  Steve Jobs did a bit of exposition
[39:11.740 --> 39:19.100]  About why this product needed to exist, you know, what's the market? What's what's the problem people have what's out there?
[39:19.100 --> 39:25.220]  Oh, and here's our new thing and it happens to fit the market and take care of problems and all that sort of thing
[39:27.380 --> 39:28.700]  So
[39:28.700 --> 39:34.220]  That didn't happen with the watch what happens the watch is Tim Cook got on stage and he said oh, here's the next store
[39:34.220 --> 39:36.700]  You know, we're very excited. We've been working very hard
[39:37.060 --> 39:41.700]  Here's the next the next chapter in Apple's story and then boom a video popped up, you know
[39:41.700 --> 39:46.480]  Like it was it was a great video is you're showing the industrials on the watch and then it pops on screen and was like
[39:46.480 --> 39:54.120]  But that that piece about why does this exist where in the market as a goal was was missing and
[39:54.720 --> 40:02.500]  That was that I was concerning to me and it was that concern was amplified by the software demo
[40:02.640 --> 40:04.640]  Which to my mind?
[40:04.840 --> 40:06.560]  again
[40:06.560 --> 40:10.880]  Going into the event. I was thinking this was this was an accompaniment to the iPhone
[40:10.880 --> 40:15.320]  That's why it was being used with the iPhone. This was my thinking going into it and in that white
[40:15.320 --> 40:19.980]  I'm like, why are they doing a demo that doesn't leverage the iPhone like they were searching for movies on the watch
[40:19.980 --> 40:24.160]  They were looking at all these photos on the watch like well if you have an iPhone in your pocket
[40:24.160 --> 40:30.080]  Why wouldn't you use that to do this sort of stuff? And so I I'm like this demo is kind of weird
[40:30.080 --> 40:32.080]  They didn't say why?
[40:32.640 --> 40:35.520]  This has me a little worried about the about the whole concept
[40:37.040 --> 40:39.040]  Yeah, I just completely agree
[40:39.560 --> 40:43.380]  So why would I want to buy this? Yeah, why why what what do you know?
[40:43.380 --> 40:46.900]  What is the job to be done to use the the I?
[40:47.740 --> 40:51.700]  Was gonna say Horace, but I guess he took that from like Christianson
[40:51.940 --> 40:57.660]  Yeah, Clay Christensen, but you know, it's just a way to put it in context. But yeah, what what what are you hiring?
[40:57.740 --> 40:59.740]  the watch to do and
[40:59.740 --> 41:07.300]  I don't think they answered that but and I'm again a time will tell on this front. It's either a sign that
[41:08.820 --> 41:10.820]  That they have lost focus
[41:10.820 --> 41:14.980]  Post jobs and it is the first, you know
[41:15.020 --> 41:18.940]  we're either gonna look back at that introduction event as the first warning sign that
[41:19.620 --> 41:27.220]  Apple is in trouble and is going to isn't going to do the same good job with a new an altogether new product as they
[41:27.220 --> 41:28.340]  did before
[41:28.340 --> 41:33.320]  Or it'll be forgotten and it was because it was it was on purpose
[41:33.980 --> 41:36.740]  Yeah, well, it's either it's either one or the other either
[41:36.740 --> 41:41.420]  They purposefully left it largely mysterious and they're gonna save that why?
[41:42.300 --> 41:48.900]  For what? I presume to be the event in January or February where they're going to say, okay now it's going on sale
[41:48.900 --> 41:54.540]  And here's everything you need to know about it all the prices all the features
[41:54.820 --> 41:59.380]  Here's what the SDK can do, you know, all of that stuff is gonna come in a separate event
[42:00.140 --> 42:03.540]  And that they did this sort of teaser event
[42:03.540 --> 42:08.540]  For strategic reasons that will be clear after that watch actually comes out
[42:09.540 --> 42:13.340]  because that's the best to me that's the best way it's like the difference between a
[42:13.980 --> 42:18.980]  Preview that's supposed to tell you everything you need to know to make you want to go see this movie or a teaser
[42:18.980 --> 42:22.220]  That's just supposed to put the the movie into your head
[42:23.100 --> 42:28.820]  That's no that's a that's a that's a good analogy to think about it. I think there's also another explanation, too
[42:28.820 --> 42:31.540]  I think it's possible in January. It's even not
[42:31.540 --> 42:36.180]  Not as clear as it could be. And the reason that is is
[42:37.780 --> 42:44.220]  You know, I actually I cheated when I did that new product introduction because I didn't include the Mac
[42:45.220 --> 42:47.780]  And I actually I did go back and watch the Mac event
[42:47.780 --> 42:55.540]  but it didn't it didn't fit as neatly because the if you actually if you go back the Mac introduction was
[42:56.020 --> 42:58.020]  Almost identical to the watch introduction
[42:58.020 --> 43:04.100]  It was a job saying we've been working super hard this sort of thing and then like there's this long like
[43:04.740 --> 43:07.620]  What's what's the what's the song, you know the?
[43:10.260 --> 43:16.740]  Sockets I forget the name. I think it's chariots of fire or something like that. Um, oh no that right, right
[43:16.740 --> 43:20.980]  It wasn't the one from 2001. It was the chariots of fire song. Yeah, I think that I think so
[43:20.980 --> 43:25.780]  I don't remember the video I watched actually was I think five years ago
[43:25.780 --> 43:30.500]  The watch actually was I think for copyright reasons like them all the music was taken out
[43:30.500 --> 43:34.100]  But if I recall that that's what it was and then he pulls out
[43:34.100 --> 43:34.340]  You know
[43:34.340 --> 43:40.660]  It reveals the reveals the Mac like it was very it's funny like it actually ended up being a lot like the watch
[43:41.220 --> 43:45.860]  Um, and I'm not sure that's a great precedent obviously in the long run the Mac turned out
[43:45.860 --> 43:50.020]  Well, but as we just discussed it had a bit of a struggle at the beginning but at the same time
[43:50.900 --> 43:52.900]  If if you look back at the iPhone
[43:52.900 --> 43:58.020]  Nothing in that event was actually very pertinent to the way we use iPhones today
[43:59.620 --> 44:03.620]  And that didn't make the event a bad event. It remains an amazing event
[44:04.180 --> 44:10.100]  You know kind of like Steve Jobs is like all-time, you know on the all-time great hit list. It's it's number one
[44:11.460 --> 44:16.660]  But at the same time when you're creating a platform when you're creating a new thing
[44:17.220 --> 44:20.500]  That that is gonna create all kinds of new opportunities
[44:20.500 --> 44:26.260]  It's almost by definition impossible to know at the beginning what what that's all gonna be remember. I mean Steve Jobs
[44:26.340 --> 44:29.540]  I know there's confusion. There's contention if Steve Jobs did or didn't want the App Store
[44:29.620 --> 44:31.620]  I'm in the camp that believes he did not want it
[44:31.940 --> 44:39.140]  He thought that Apple could meet all the needs that the phone ought to serve when actually that that wasn't even close to being true
[44:39.620 --> 44:42.980]  And I think there's a way to look at this watch event and that Apple
[44:43.300 --> 44:49.460]  Maybe they didn't articulate as well as they could have but they're there they now realize that they know that we create platforms
[44:49.460 --> 44:53.460]  There's no way we can ever even fully know what this is going to do and
[44:54.500 --> 44:57.460]  But we've created the foundation for something really great
[44:58.580 --> 45:03.060]  I'm of the opinion. I think it's pretty clear. He didn't want an App Store in
[45:03.940 --> 45:09.220]  2008 which is when the actual App Store came out. I think that his I think he I
[45:10.580 --> 45:12.100]  I think that he
[45:12.100 --> 45:15.780]  Must have known that eventually they would do it. But I think that he thought it was a
[45:15.780 --> 45:21.140]  This does not need to be a top priority for the next year. You know, we've got so many things to do, you know this
[45:21.860 --> 45:26.020]  First phone is so, you know has so much room for improvement
[45:26.260 --> 45:32.900]  The last thing we need to worry about is the the App Store SDK angle right and all the limitations that imposes on you and things
[45:33.140 --> 45:36.260]  right, I think that if you had had if we could go back in time and have a
[45:37.300 --> 45:43.540]  Honest discussion with Steve Jobs in the summer of 2007, you know, and people had started jailbreaking
[45:43.540 --> 45:49.060]  You know, I mean like in July, I mean like weeks after the thing came out like to me
[45:49.060 --> 45:56.180]  That's still it's one of the great things in in indie Mac development history was the the way that you know
[45:57.780 --> 46:03.780]  The first couple of developers who jumped on that I mean like the first version of Twitter if it was written before there was a
[46:05.300 --> 46:11.700]  An SDK like Hockenberry had a version a Twitter client running on the iPhone before there was an SDK
[46:11.700 --> 46:13.700]  I
[46:13.700 --> 46:15.460]  Love that
[46:15.460 --> 46:22.740]  But the demand it was just I think he just underestimated how badly the people who became indie iOS developers wanted to
[46:23.300 --> 46:25.300]  Be able to do that
[46:25.300 --> 46:30.900]  but I do think you're right to that he you know is the nature of his personality was such that he assumed that his what he
[46:30.900 --> 46:34.500]  Wanted the phone to do was what most people would want it to do and it would cover
[46:35.220 --> 46:40.740]  A broader swath of you know, why people would want it to do and it would cover
[46:40.740 --> 46:46.500]  Why people would want it and that's what's so interesting about this is a lot of the people who are disagreeing with me now
[46:46.580 --> 46:52.260]  So my position now like has evolved to the I don't think Apple is making an accessory
[46:52.260 --> 46:56.740]  I think they're making a new platform a lot of people would disagree with that
[46:57.460 --> 47:02.540]  Want want the Apple defined vision? They want it super clear on what it's going to do
[47:02.780 --> 47:09.060]  But and they and they reference again. I did the same thing. So I'm not like by any means criticizing
[47:09.060 --> 47:13.620]  I think is a very valid point of view they reference kind of like the iPhone but
[47:14.580 --> 47:20.180]  The Steve Jobs's vision for the iPhone ended up being too small in a lot of ways
[47:20.180 --> 47:23.060]  I mean that that's that's not true in a big sense
[47:23.060 --> 47:28.060]  But in this kind of narrow sense about what ought to run on it it and when?
[47:28.660 --> 47:31.540]  You ought to enable all that stuff to run on it
[47:31.540 --> 47:38.020]  And yeah, not just not just too small in the 3.5 inch diagonal like too small in the conceptual sense
[47:38.020 --> 47:40.020]  right exactly and and
[47:40.700 --> 47:42.700]  You know, it's a great
[47:43.180 --> 47:50.180]  For all for for the kind of pining that this sort of talk can inspire for Steve Jobs and
[47:50.500 --> 47:55.660]  For his way of interesting products and the way he was such a master, you know, it's textbook
[47:55.660 --> 47:59.020]  Like this isn't like particular to Steve Jobs. He just did it better than anybody else
[47:59.020 --> 48:04.180]  Like he was the best salesman in the world. Like you have this problem. Oh, you're right
[48:04.180 --> 48:08.460]  I do have that problem. Look at the competition. They don't really work man. Yeah, they all suck
[48:08.460 --> 48:12.220]  Oh, look wouldn't it be great if there was something that met all your needs. That'd be awesome
[48:12.220 --> 48:18.420]  Oh, look who we should introduce. Here's my money. Take it, right? I mean, he just walked you through that so perfectly
[48:19.300 --> 48:20.900]  and
[48:20.900 --> 48:23.780]  And I do think that's in some ways missing
[48:23.780 --> 48:30.220]  but at the end of the day the needs he ended up selling weren't the ones that were actually key to the product or
[48:30.220 --> 48:32.100]  What made it wildly broadly?
[48:32.100 --> 48:33.180]  successful
[48:33.180 --> 48:34.340]  Yeah
[48:34.340 --> 48:36.220]  But they were good enough to get it off the ground
[48:36.220 --> 48:40.700]  I mean and you know what those those things are still reflected in the
[48:41.460 --> 48:44.740]  default dock of the iPhone today
[48:45.380 --> 48:51.400]  Right the Steve Jobs an iPod iPhone. I say iPod. I said iPod, but I'm an iPhone
[48:51.400 --> 48:55.800]  the dock the four I apps at the bottom phone
[48:56.800 --> 48:58.120]  mail
[48:58.120 --> 48:59.800]  Safari and
[48:59.800 --> 49:04.200]  It was called iPod back then that's where I started getting tripped up and now it's music
[49:05.120 --> 49:09.520]  That's what he wanted, right? He wanted a device that would play his music and
[49:10.120 --> 49:15.640]  It would it would be his cell phone and he could throw out whatever piece of garbage for Motorola. He was using at the time
[49:15.640 --> 49:22.160]  He could do his email and he could browse the web and there you go. There's the product and that was awesome
[49:22.160 --> 49:26.600]  That alone would have been enough right and the thing is is like I think Apple
[49:27.080 --> 49:30.720]  But it wouldn't have been enough. It would have been enough to make it a compelling product
[49:30.720 --> 49:36.960]  It would not have been enough to make it a world-changing product, which is what it you know has eventually become right?
[49:36.960 --> 49:38.960]  No that that's exactly it and I think
[49:39.480 --> 49:42.960]  the reason why and this is what makes the watch interesting is
[49:42.960 --> 49:47.300]  Apple actually in some ways has has some of those pieces there
[49:47.300 --> 49:50.500]  Like there's a slide where Tim Cook has like the three things like it's a great timepiece
[49:51.420 --> 49:55.940]  It's health and fitness and it's like the most personal communications device or something
[49:55.940 --> 50:01.180]  I think those were the three three items. So the fact that I can't remember it clearly is indicative
[50:02.820 --> 50:04.820]  Yeah, yeah now the personal
[50:05.540 --> 50:12.100]  Well, maybe the personal communication right that the three things that they're kind of selling to watch on it at the event this month
[50:12.100 --> 50:13.300]  the weather
[50:13.300 --> 50:15.300]  fitness tracking
[50:15.940 --> 50:17.940]  Timetelling yep, and
[50:18.940 --> 50:23.100]  The personal communication. Well, the thing is those like I mean I
[50:24.020 --> 50:28.900]  Even more so than the phone like the use case for the phone was so obvious, right?
[50:28.900 --> 50:33.240]  It just to make a better just to make a better phone would have been enough to sell a lot
[50:35.340 --> 50:39.540]  Just to make a better Nike fuel ban is not enough to sell a lot
[50:39.540 --> 50:46.260]  Because the the you're not same with the iPod just to make a better music player was enough to sell a lot
[50:47.020 --> 50:52.340]  Because what was the alternative to carry your computer around like the alternative was was a non-starter
[50:52.900 --> 50:57.500]  the alternative to a watch is to use the phone in your pocket like the the
[50:58.420 --> 51:00.420]  competition for even
[51:00.940 --> 51:05.340]  Considering buying a watch in the first place is far steeper
[51:05.340 --> 51:11.180]  Today than it was for any any product except for maybe the iPad is probably the best is
[51:11.580 --> 51:15.860]  Probably the best comparison here. Like why would you buy an iPad if you already if you already have a Mac?
[51:16.420 --> 51:18.940]  and so for that reason I
[51:19.500 --> 51:21.180]  This is the biggest thing that changed my mind
[51:21.180 --> 51:26.500]  Like I think Apple releasing a focus product would have meant a niche product that would never
[51:26.700 --> 51:31.740]  Get great traction because it would never be the Delta over just pulling a phone
[51:31.740 --> 51:37.060]  You're popular never been great enough. Like they needed a swing for the fences and it's probably raising risk, right?
[51:37.060 --> 51:41.780]  But the way you would get a great return is by taking on greater risk. And I think that's what Apple's done. I
[51:43.700 --> 51:46.140]  Very very very much in agreement with that. I
[51:47.420 --> 51:53.540]  Think was your piece your piece actually your phone piece that triggered this particular realization. So I'm
[51:54.060 --> 51:59.380]  I'm glad to hear you're in agreement. Wait, which phone piece the the observations on
[51:59.380 --> 52:06.140]  Initial observations on the phone basically you kept you kept referring to the fact that if Apple would have only done
[52:06.500 --> 52:11.660]  Like a notifications and tracker device you'd been worried about the future of the company or something along those lines
[52:11.660 --> 52:13.660]  I'm like, why is he being so hyperbolic?
[52:13.860 --> 52:15.860]  and then I basically
[52:15.980 --> 52:22.620]  Thought about it. It was like well that triggered that's what triggered me thinking through like what if they only did this
[52:22.620 --> 52:25.580]  What would be the implications of that and that's my piece this week
[52:25.580 --> 52:30.140]  Like if they only did that there would actually be a lot of long-term negative effects
[52:31.460 --> 52:38.060]  From limiting the potential of the platform to limiting the potential market all of which would be bad for very bad for Apple
[52:38.060 --> 52:43.540]  And which is why I think they rejected that approach and I presume was your your thinking as well
[52:44.700 --> 52:46.700]  yeah, I think so a
[52:47.820 --> 52:51.380]  Little thing just a side note one thing that they've said publicly
[52:51.380 --> 52:57.820]  I think they said it at the event or at least they said it after the event in like on the record
[52:58.180 --> 53:04.460]  Statements not like off the record and then I think Tim Cook repeated it in his interview with Charlie Rose
[53:04.460 --> 53:07.060]  Which was excellent really really interesting
[53:08.860 --> 53:13.060]  Just one of the the best interviews I've ever seen with anybody related to Apple ever
[53:15.820 --> 53:20.100]  But that they came out and said that they've been working on this for three years and
[53:20.100 --> 53:23.340]  They never ever say stuff like that
[53:24.340 --> 53:27.500]  They are super secretive about how long they've been working on stuff
[53:27.500 --> 53:31.980]  they never said how long they were working on the iPhone and it took years and
[53:32.580 --> 53:36.660]  stuff that was I think mostly off the record for it to come out that
[53:36.820 --> 53:40.700]  the way that the iPhone came about was that they were working on a tablet and
[53:41.180 --> 53:45.960]  The tablet got pretty cool and they had this moment where they were like, wait a second
[53:45.960 --> 53:52.720]  Screw this tablet size for now. Let's take this tech and shrink it. Can we shrink it to be a phone?
[53:53.600 --> 53:57.000]  Boom, there's the phone. They don't they don't they never talked about that
[53:57.000 --> 54:02.080]  They didn't talk because they don't want people to know how they were right. There's something part of the new
[54:02.640 --> 54:07.600]  Tim Cook Apple is the simple fact that they said that they've been working on this for three years and
[54:07.920 --> 54:10.520]  I can't help but think that part of that is
[54:11.520 --> 54:14.720]  that they kind of want to say this whole thing is
[54:14.720 --> 54:22.520]  After Steve because three years is how long ago Steve Jobs died like I don't think that's a coincidence
[54:22.640 --> 54:29.080]  That they're saying that publicly and it's a way of saying that I think it's a sign of their confidence in the watch
[54:29.160 --> 54:33.040]  But they're setting it up in advance that they think this thing is they're on to something
[54:33.240 --> 54:38.520]  They think it's gonna be huge and they don't want people to say well bet Steve Jobs invented
[54:38.520 --> 54:44.400]  It's probably the last thing he invented now show me something that you can invent, you know without Steve Jobs. That's interesting
[54:44.400 --> 54:46.400]  Yeah, that makes total sense
[54:46.600 --> 54:47.640]  So for example
[54:47.640 --> 54:53.520]  I remember when I got to take that antenna tour after antenna gate and they took a bunch of us back into their
[54:53.920 --> 54:55.920]  antenna testing lab and we got to see
[54:57.960 --> 54:59.960]  You know these cool
[55:00.560 --> 55:02.560]  Chambers where they test these things. I
[55:03.960 --> 55:09.480]  Forget the guy's name, but he's the antenna engineer who and he led the tour and he was a little nervous
[55:09.480 --> 55:13.280]  He did great, but he was a little nervous because he's just is not used to speaking to the press
[55:13.280 --> 55:17.080]  He's you know, he's an Apple employee. This is the last thing he does is speak to the press and
[55:17.720 --> 55:21.440]  You know a week prior, you know, he had no idea
[55:21.440 --> 55:26.000]  It was like this antenna thing blew up and within the course of a week now here
[55:26.000 --> 55:30.000]  He is leading 20 people around apples, you know lab
[55:31.000 --> 55:32.040]  and
[55:32.040 --> 55:39.520]  Schiller and Katie cotton were part of the group too, but they you know just were walking around sort of supervising and somebody asked at one point
[55:40.740 --> 55:42.740]  they were talking about the
[55:42.740 --> 55:44.300]  external
[55:44.300 --> 55:47.260]  antenna design which was brand new on the iPhone 4
[55:48.160 --> 55:50.160]  nobody else had ever done it and
[55:50.760 --> 55:53.580]  Initial reaction from a whole bunch of people was well, that's a stupid idea
[55:53.580 --> 55:59.500]  The reason nobody else does that is it's a bad idea and then the antenna gate thing came up and they said hey
[55:59.500 --> 56:03.500]  You touch it here and you lose your cell phone and they were like see told you a terrible idea
[56:03.740 --> 56:06.980]  Apple is you know, a terrible engineering company blah blah blah blah blah
[56:07.100 --> 56:11.220]  Well, we were talking about it with him on the tour and somebody I don't know who but you know
[56:11.220 --> 56:16.380]  One of the writers asked well, how long have you guys been working on that antenna design?
[56:16.380 --> 56:23.180]  And he was gonna answer honestly and Schiller immediately jumped in and said we're not gonna talk about how long we've been working on the antenna
[56:23.180 --> 56:27.300]  Design, I mean like just cut him right off. It was a sort of an awkward moment
[56:29.140 --> 56:33.640]  Because that was something they did not want to say, you know, they wanted to say how the you know
[56:33.640 --> 56:36.260]  This antenna is actually is a good design trust us
[56:36.260 --> 56:41.780]  You know, this is going to work out this this issue with the attenuation when you touch it at the wrong spot
[56:41.980 --> 56:43.980]  It's a real thing, but it's not that big a deal
[56:45.020 --> 56:50.480]  But there was no way that they were gonna mention how long that this guy had been working on an external antenna design
[56:51.780 --> 56:56.620]  Yeah, that's interesting a Ruben and that's just the antenna design let alone saying, you know
[56:56.620 --> 57:01.480]  We went from scratch to shipping. I watch in three or Apple watch in three years
[57:01.480 --> 57:08.000]  Yeah, no for sure. I mean it the the whole Apple PR thing is interesting. It's funny. You mentioned the tour of the labs
[57:08.600 --> 57:15.360]  I wrote about this in my in my daily update this week where that that that was a good 22 days
[57:15.360 --> 57:21.820]  I think after the antenna gate story first broke on on gizmodo of all places
[57:22.700 --> 57:28.900]  Whereas this week two days after the bent iPhone story broke. They were already getting people tours of the labs
[57:28.900 --> 57:33.860]  I think they really learned their lesson on getting ahead getting ahead of such things
[57:35.300 --> 57:41.780]  Yeah, should we take should we take a tree interrupt the watch to talk about Ben Ben Ghazi Ben gate, uh, I
[57:42.500 --> 57:46.020]  Mean, I think in ten a gate is probably the best way to think about it
[57:46.020 --> 57:52.720]  I mean the iPhone 4 was on sale until I think a week ago when it sold hundreds of millions of units, right?
[57:52.820 --> 57:55.560]  And I think that's pretty much all that needs to be said
[57:55.560 --> 58:00.560]  I mean the idea that Apple would not would not be aware or have tested this sort of thing is
[58:01.340 --> 58:04.820]  preposterous and given their track record I
[58:07.340 --> 58:12.620]  Very willing to even benefit out and then I got as someone who's criticized Apple in in various forums
[58:12.620 --> 58:18.460]  Like I'm not it's it's preposterous to suggest that they didn't know or didn't have a particular
[58:18.620 --> 58:22.880]  Tolerance that that the phone the reason the reason it takes any hold though
[58:22.880 --> 58:27.400]  Is that it plays into the misconception stereotype of Apple?
[58:27.580 --> 58:35.060]  Right that they would do something like make an antenna design that looks awesome and save space to make the device thinner
[58:35.060 --> 58:39.400]  But then have it not even be able to make phone calls. Like that's the worst you you know, the worst
[58:39.940 --> 58:41.940]  Stereotype of Apple you could imagine
[58:43.300 --> 58:47.300]  And it's such a delicious sound bite, you know world-famous
[58:47.300 --> 58:53.820]  Iphone new new model can't make phone calls. It sounds so amazing
[58:53.820 --> 58:57.940]  And then that you know, it's it's the perfect type thing for broadcasts, right the TV people
[58:58.700 --> 59:01.300]  Really are the ones that made that catch fire
[59:02.220 --> 59:07.860]  And the bend thing is exactly the same, you know Apple so desperately, you know
[59:08.700 --> 59:10.700]  or not desperate but
[59:11.020 --> 59:12.740]  over
[59:12.740 --> 59:19.060]  Interested obsessed with making devices thinner made a phone so thin that it bends when you put it in your pocket, right?
[59:19.060 --> 59:22.780]  No, yeah, I think I I think the the key thing too is
[59:23.380 --> 59:26.500]  As you just said like there was an antenna issue
[59:26.660 --> 59:30.900]  It just it's just an issue of and so when the Verizon iPhone came out six months later
[59:31.740 --> 59:37.020]  There was a different antenna design and so like it's not to say that there's not a problem
[59:37.020 --> 59:39.340]  I don't think either of us are saying that I mean clearly
[59:39.340 --> 59:45.700]  You know Matt Matt honing in a thing and wired and his his phone bent and I have no reason to to doubt him
[59:46.780 --> 59:50.980]  But at the same in so I would imagine if the six plus s or whatever
[59:50.980 --> 59:54.780]  It's gonna be called next year comes out that there's gonna be something
[59:55.380 --> 59:59.860]  Slightly different in the chassis or even right now that I'm making changes now to restrict it
[59:59.860 --> 01:00:04.340]  But at the same time like there's there's a very wide Canyon between
[01:00:04.340 --> 01:00:10.100]  There are very isolated circumstances where this might happen to oh my god, the house is on fire
[01:00:10.100 --> 01:00:15.580]  That's coming down right? And I think that's that's what's so frustrating about about these sort of
[01:00:16.460 --> 01:00:17.460]  gates
[01:00:17.460 --> 01:00:21.700]  Yeah, well, it's in it's that that that adage that
[01:00:22.700 --> 01:00:28.860]  It requires an order of more of magnitude more effort to refute bullshit than it does to create it
[01:00:29.580 --> 01:00:32.500]  It's so hard. It's the fact that it's bullshit
[01:00:32.500 --> 01:00:39.700]  That makes it so hard to refute, you know, like compare and contrast with the the eight point. Oh one iOS update that that
[01:00:40.420 --> 01:00:45.700]  Effectively bricked a bunch of iPhone sixes. I mean, I think Apple said today it affected about and wound up
[01:00:45.700 --> 01:00:49.780]  It was out in a wild and wound up affecting like 40 or 50 thousand phones
[01:00:51.180 --> 01:00:56.020]  Which is I guess good compared to the you know, 200 million people using iPhones in the world
[01:00:56.020 --> 01:01:00.940]  But still 40 or 50 thousand people who just within the last week have spent
[01:01:00.940 --> 01:01:07.140]  Upwards of six seven eight hundred dollars on a new phone had a software update that rendered their phone unusable
[01:01:07.940 --> 01:01:09.940]  And there was a solution. They didn't have to take it back
[01:01:09.940 --> 01:01:11.940]  It wasn't like the phones were permit, you know
[01:01:11.940 --> 01:01:17.540]  You just had to go through a hassle of downloading it in iTunes and syncing it to a PC and I'm sure that's actually also
[01:01:17.540 --> 01:01:23.540]  Above beyond the technical Ken of many users and so some people probably did have to go to a store
[01:01:23.540 --> 01:01:25.540]  You know go to an Apple store and get it fixed
[01:01:26.540 --> 01:01:28.540]  But it was a real issue. It was a real problem
[01:01:28.540 --> 01:01:34.940]  It was an actual botched iOS update and Apple, you know issued a statement that said we're really sorry
[01:01:34.940 --> 01:01:40.620]  We screwed this up. This was terrible. Sorry, we're working on a fix as fast as we can. Sorry
[01:01:41.140 --> 01:01:46.620]  Do we do we mention that we're sorry and it was over, you know, that's it. It was a real issue
[01:01:46.620 --> 01:01:52.540]  They dealt with it. Everybody kept it in perspective because it was real right and it's I don't know
[01:01:52.540 --> 01:01:56.620]  I said this with Marco before cuz I know Marco I think his name is
[01:01:56.620 --> 01:01:59.540]  Marco before cuz I know Marco I think his wife had this problem
[01:01:59.540 --> 01:02:04.980]  But with the iPhone 4 there was an actual really bad technical problem, which was the the sensors
[01:02:05.380 --> 01:02:10.180]  That you know the ones that when you hold it up to your face remember that it was
[01:02:11.220 --> 01:02:12.860]  They did not work correctly at all
[01:02:12.860 --> 01:02:19.580]  And that was a real thing and it was really affecting people with the phone and there was nothing you could do, you know
[01:02:20.140 --> 01:02:21.660]  it's
[01:02:21.660 --> 01:02:27.260]  You know, it was a real thing and it got like one one thousandth the publicity that the antenna thing did
[01:02:27.740 --> 01:02:34.660]  You know and meanwhile like you said the iPhone 4 was on sale until two weeks ago in some parts of the world
[01:02:35.460 --> 01:02:42.540]  GSM not the Verizon one the GSM iPhone 4 with an absolutely unchanged antenna layout was on sale
[01:02:42.900 --> 01:02:45.300]  until last week it sold, you know, it was
[01:02:46.620 --> 01:02:50.180]  Tremendous numbers for years and years and years and everybody just sort of forgot it
[01:02:50.180 --> 01:02:52.940]  But yet people still bring it up on Twitter last night
[01:02:52.940 --> 01:02:58.540]  Hey, there's Diaz even brought up as I can it somebody said something like this is the worst part of the tech press
[01:02:58.540 --> 01:03:04.240]  And and he was like the worst part is, you know people like Gruber who still denied denied antenna gate
[01:03:06.060 --> 01:03:07.940]  People are still hung up on that
[01:03:07.940 --> 01:03:12.100]  People still think that there was like in their twisted view of history
[01:03:12.100 --> 01:03:16.920]  They think Apple had a phone that couldn't make phone calls and that everybody just sort of brushed it under the rug
[01:03:16.920 --> 01:03:21.240]  Yeah, no, there's always a lack of context
[01:03:21.240 --> 01:03:27.320]  it was interesting is like Apple in some ways has benefited right because they they weren't criticized for the sense of the iPhone 4 and
[01:03:27.440 --> 01:03:32.060]  This week in you could argue they've gotten less criticism. They deserve for the
[01:03:32.920 --> 01:03:38.880]  8.0.1 update which that's a terrible terrible bug and it it's very
[01:03:39.400 --> 01:03:45.240]  concerning about how that gets released and there's there's a wide like there's so much potential for
[01:03:45.240 --> 01:03:47.240]  Actually real serious
[01:03:47.460 --> 01:03:50.260]  investigation and criticism as opposed to you know
[01:03:51.240 --> 01:03:57.180]  Bullshit outing someone's name crap that that Bloomberg pulled but like there's a very real issue
[01:03:57.180 --> 01:04:03.020]  I think part of the reason it was it was not really focused on was because everyone was talking about Ben gate
[01:04:03.740 --> 01:04:07.980]  And it's yeah that it's frustrating as someone
[01:04:08.540 --> 01:04:10.540]  You know that want
[01:04:10.540 --> 01:04:16.740]  Once if you want Apple to create good products, you should be way more worried about 8.0.1 in my opinion
[01:04:16.740 --> 01:04:18.740]  They should be worried about the Ben thing
