[00:00.000 --> 00:03.600]  I have a good I told you I've told you before we started the show. I have a SodaStream story
[40:23.360 --> 40:30.020]  Moveable piece of identification that opera in apple like apple pay like the watch with apple pay is amazing
[40:30.020 --> 40:32.020]  It you just have to find a place that has apple pay
[40:33.380 --> 40:35.700]  You know, i've thought about that too
[40:36.420 --> 40:43.140]  That the the watch as your sort of key to your life and i've written about it too little way too little
[40:43.140 --> 40:47.220]  maybe even borderline not at all in terms of
[40:50.660 --> 40:56.260]  The big picture question of which i've sort of been writing about recently is why did they do the watch?
[40:56.260 --> 41:00.660]  Why did they do the watch, you know, why did they do the why did they release the watch when they did with the features?
[41:00.740 --> 41:02.020]  that it has
[41:02.020 --> 41:04.340]  um, you know should they have released a
[41:06.340 --> 41:11.620]  Obviously the watch is it's significantly flawed. It's the most flawed device. Apple is released in in
[41:12.260 --> 41:14.260]  In modern history in my opinion
[41:14.980 --> 41:17.540]  And I recently i've been writing either, you know
[41:17.540 --> 41:23.300]  I've paused it and with with that with that grouper just just just spawned a hundred articles, but continue
[41:23.300 --> 41:31.060]  Uh, i've posited though that apple should have either waited longer to release the watch so that it would have been faster
[41:31.220 --> 41:34.980]  and that some of the features that don't work well would have worked better or
[41:35.540 --> 41:39.940]  Cut those features that don't work well on the watch as we know it and released when they did
[41:41.780 --> 41:46.740]  But I do think lost in there is that one of the reasons that I think they wanted to get the watch out
[41:47.060 --> 41:49.380]  As you know sooner rather than later
[41:49.380 --> 41:56.820]  sooner rather than later it flaws though it had is that idea though of the watch in the long run being
[41:58.820 --> 42:03.620]  A sort of key to your life. I do. I do think there's tremendous potential there and i've thought about things like
[42:04.340 --> 42:05.540]  uh
[42:05.540 --> 42:10.340]  you know touch id is such an eye opener on on ios devices, but
[42:11.380 --> 42:18.180]  It's conspicuously absent on the mac and every time I have to type my password to unlock, you know, wake up my mac
[42:18.180 --> 42:22.980]  Uh, I think what a pain in the ass. This is every single time and why you know if you have your
[42:24.020 --> 42:29.060]  Well people watch on the it should be unlocked. Yeah, exactly and people a lot of it's like a frequently
[42:29.440 --> 42:35.620]  Emailed question to me is you know, like just with the recent update to the macbook one, uh
[42:36.820 --> 42:37.780]  that
[42:37.780 --> 42:38.500]  You know, hey
[42:38.500 --> 42:42.340]  How come they don't put a touch id sensor on the macbook because i'm so used to it on this
[42:42.740 --> 42:46.020]  And I tend to think that the answer isn't touch id for the mac
[42:46.020 --> 42:48.180]  I tend to think that the answer is like
[42:48.900 --> 42:50.660]  uh
[42:50.660 --> 42:57.380]  Some sort of way of if you if you've got the watch on and you're within a very very close distance
[42:57.460 --> 43:01.940]  You know like like three inches of the mac that it just unlocks
[43:03.300 --> 43:06.660]  There are actually apps you can get that do this and they do that with the phone as well
[43:06.980 --> 43:11.540]  Uh, but they're a little clunky as anything kind of third party is. Yeah, it has to be it has to be first party
[43:12.180 --> 43:14.180]  Yeah, I know
[43:14.180 --> 43:17.060]  And no the other thing with with the macbook is
[43:17.780 --> 43:23.940]  The touch id is is intimately integrated with the uh secure enclave on the on the a series chips
[43:24.260 --> 43:29.460]  So as long as there isn't an arm based mac, I don't think there's going to be touch id
[43:30.980 --> 43:37.780]  Yeah, that's it's probably true and I just I just tend to think that it's the wrong form factor and the fact that
[43:37.780 --> 43:43.460]  It it it kind of makes sense from it has to it should be to be do to be done right it has to be
[43:43.940 --> 43:49.620]  Platform-wide that any mac or at least new mac could do it but touch id
[43:50.820 --> 43:56.420]  To do it the exact same way would only work on macbooks because there's there's just no feasible way that
[43:57.140 --> 44:02.260]  That it well, I guess not no feasible way, but you'd have to have you know to have it work on the imax and
[44:02.980 --> 44:04.980]  Mac pros remember the mac pro
[44:04.980 --> 44:11.300]  Um, do they still make that you you would have to build it into the keyboard and it's
[44:12.260 --> 44:14.820]  You know and the idea that you could do it from the watch
[44:14.820 --> 44:17.700]  I guess if you could do it from the watch you could do it from the keyboard, you know
[44:17.700 --> 44:20.340]  that it would be some kind of secure way to do it wirelessly, but
[44:22.020 --> 44:24.980]  It just makes more sense to me that it would be the thing, you know
[44:25.700 --> 44:31.220]  And like you said like it should start your car. It could let you into your house if you have a smart door, you know
[44:31.220 --> 44:35.380]  It's there's so many ways that it could be done for that and it would be a tremendous like
[44:36.020 --> 44:39.940]  It would really like start to remove so many questions about why are they building?
[44:39.940 --> 44:43.540]  You know, why did they make a device that you can wear, you know on your wrist?
[44:44.260 --> 44:48.500]  No, I I completely agree and I mean this has been my vision for the watch kind of from the beginning
[44:48.500 --> 44:51.220]  I actually thought it might not even have a screen at the beginning because I was so
[44:51.620 --> 44:54.660]  Like to me this idea of being the key to your life and then notifications
[44:54.660 --> 44:57.860]  I mean the best feature of the watch is the taptic engine unless it fails
[44:57.860 --> 45:02.420]  But I mean, it's like that's what makes it really great. I was to wear regularly
[45:02.420 --> 45:07.060]  I would argue though that the taptic engine is the best in in theory
[45:07.060 --> 45:13.620]  It's the best feature but in practice it's not and and I think part of that is me being biased because I have
[45:14.340 --> 45:16.340]  My watch is a stainless steel one
[45:16.660 --> 45:22.260]  And I've yep, I'm sitting here and i've worn the aluminum ones enough and it's you know
[45:22.260 --> 45:29.780]  it's just the privilege of of getting review units, um and being able to try both because I realize most people why in the world would
[45:29.780 --> 45:34.180]  A normal person be able to wear both but I have an aluminum model here that I don't own
[45:34.180 --> 45:36.180]  It's you know, it's a review unit from apple
[45:36.420 --> 45:42.100]  But it's eye-opening after a while how much better the taptic engine is on the aluminum models than the steel ones
[45:42.980 --> 45:47.540]  And i've even worn i've tried it i've tried my son has the aluminum, you know
[45:47.540 --> 45:52.340]  The sport model too and i've worn his just for you know, like an hour or so. Um
[45:53.460 --> 45:57.860]  And just said like hey just send me a text every couple minutes, you know or send yourself a text
[45:57.860 --> 46:02.820]  You know because it was synced to his phone, but so I would feel it on my wrist and it feels so much better
[46:03.540 --> 46:07.060]  And it's you know, it's just how does it how does it feel on the edition john?
[46:07.700 --> 46:11.140]  I don't know. I actually i've i've never even tried an edition honestly
[46:11.700 --> 46:14.980]  Even even reviewers don't even get to try them, you know, I have noticed that
[46:14.980 --> 46:21.240]  Even reviewers don't even get to try them, you know, I have noticed though, uh the apple the apple store here in center city, philadelphia
[46:21.940 --> 46:29.140]  Uh used to be one of the stores that had the edition models in the display and you could buy the edition model here. Uh, and
[46:29.540 --> 46:30.500]  uh
[46:30.500 --> 46:32.660]  just last week amy and I were uh
[46:33.540 --> 46:34.500]  uh
[46:34.500 --> 46:35.700]  had a
[46:35.700 --> 46:38.580]  we're running errands in center city and we stopped into the apple store and
[46:39.380 --> 46:40.500]  um
[46:40.500 --> 46:42.500]  The addition models are gone
[46:42.500 --> 46:44.500]  in the philadelphia store
[46:44.500 --> 46:51.460]  Interesting. That is interesting. Yeah, I noted a while ago that uh that there seemed to quietly be
[46:52.340 --> 46:55.220]  emphasizing the addition less and less, uh
[46:55.860 --> 47:00.580]  And there was some pushback from a few people on twitter who were saying no they're not, you know, and it's still there
[47:00.580 --> 47:03.300]  It's just they're just putting in it. You know, they've just rearranged it
[47:03.300 --> 47:06.340]  It's not really less emphasis, but there's no doubt in my mind that they're
[47:07.540 --> 47:09.540]  Just quietly, you know
[47:09.540 --> 47:15.620]  You know, I know that quietly is often overused like finally when talking about apple, you know, apple quietly, you know
[47:15.620 --> 47:20.420]  Blah blah blah and it's you know, not really any less or more quiet than anything else
[47:20.980 --> 47:26.180]  It's just that they're not trumpeting it but the it's nowhere on i'm on the front page of the watch page
[47:26.180 --> 47:29.460]  And there is not an addition on here and there's like 15 watches on here
[47:30.260 --> 47:38.180]  No, it's just there but to me the way that they're backing away from uh, the addition model watches really is sort of a quiet like
[47:38.180 --> 47:40.820]  You know, let's start pretending like this doesn't exist
[47:42.020 --> 47:47.460]  And to me the new the new edition is the uh, Hermes
[47:48.740 --> 47:55.540]  Yep models of the watch. That's the the and you know, like the the stainless steel, um,
[47:56.340 --> 48:03.540]  Link bracelets, you know that the the luxury version of the watch are the ones that cost a thousand to two thousand not
[48:03.700 --> 48:05.700]  five to twenty thousand
[48:05.700 --> 48:07.700]  Twenty thousand
[48:08.580 --> 48:09.620]  Yeah
[48:09.620 --> 48:13.700]  It'll be interesting to if we look back on that edition
[48:14.260 --> 48:17.620]  Sort of series, uh, we had so much fun speculating about them how much they would cost
[48:18.500 --> 48:23.700]  I'm, pretty sure we did all five. Yeah the whole i'm i'm looking at the whole kind of nature. There's nothing about them at all
[48:24.740 --> 48:27.060]  yep, and uh and uh
[48:28.260 --> 48:32.660]  Yeah, if we'll look back at it sort of a a a kind of hubristic moment to be honest
[48:32.660 --> 48:36.740]  I mean, we're going to sell a a twenty thousand dollar watch because
[48:37.620 --> 48:40.100]  Because we can and we're and we're going to show it at these, you know
[48:40.500 --> 48:45.060]  fashion boutiques and all this sort of stuff and you know and to lots of people's credit there was a
[48:45.540 --> 48:48.500]  significant sector of of the sort of apple
[48:49.620 --> 48:50.660]  You know
[48:50.660 --> 48:54.180]  World that felt very uncomfortable with that
[48:54.180 --> 48:59.460]  Uh, you know more so than I did to be frank and and maybe there was something really to that
[48:59.460 --> 49:01.460]  Really to that
[49:01.620 --> 49:06.980]  Yeah, it's fascinating getting away from your your way we had this discussion. I think they like the whole andy warhol coke thing, right?
[49:07.060 --> 49:11.700]  Yeah, and yes the function of an edition was the same as the function of a sport
[49:12.260 --> 49:16.500]  But just the idea and because what may what makes the iphone so powerful?
[49:17.060 --> 49:20.100]  As a consumer product, there's lots of things about that make it powerful
[49:20.420 --> 49:25.220]  But the best phone in the world has an entry price of six hundred fifty dollars
[49:25.220 --> 49:32.580]  And while that is massively more expensive than the cheapest android you can get like 50 bucks on an absolute basis
[49:32.580 --> 49:37.940]  It's just not that much money and like and whereas cars you say oh the iphone is the bmw of cars
[49:37.940 --> 49:43.140]  Well, sure, but on an absolute basis a bmw is what minimum 35 000 if you want something, you know
[49:43.140 --> 49:49.540]  If you want a real bmw, it's it's it's a lot more than that. Like just absolute numbers matter and
[49:49.540 --> 49:55.780]  On an absolute basis. The iphone has never been that expensive on a percentage on a relative basis. Yes, it is. Absolutely expensive, but
[49:57.300 --> 50:01.540]  And that is something that's core to apple you can have the best phone in the world for
[50:02.260 --> 50:06.180]  Relatively to the grand scheme of luxury goods not that much money
[50:06.980 --> 50:13.140]  I forget what year it was, but it was probably the last year. I went to south by southwest and so that's probably
[50:13.700 --> 50:14.820]  like
[50:14.820 --> 50:22.100]  2010 or maybe it was even 2011 but somewhere around there the last year. I went to south by southwest in in austin
[50:22.820 --> 50:24.820]  and uh
[50:25.300 --> 50:32.260]  Me and jim kudol and michael lopp and uh a few other people went to dinner at
[50:33.780 --> 50:36.900]  At a steakhouse and as we were leaving
[50:37.860 --> 50:42.900]  We were like waiting in the the entry area, you know, like the sort of foyer of the the restaurant
[50:42.900 --> 50:48.660]  Um to leave and we saw by him standing by himself waiting
[50:48.660 --> 50:53.060]  I guess to go in it seemed it very soon seemed like he was waiting to to meet his party
[50:53.140 --> 50:57.400]  We saw michael dell and it was like holy shit. That's michael dell, you know, there's a billionaire
[50:58.100 --> 51:01.700]  And he was on his phone and I don't know what kind of phone he was using
[51:01.780 --> 51:06.500]  But the thought just popped into my head. He's a billionaire and I have a better phone than he does
[51:06.500 --> 51:10.660]  I don't it was such a weird thought. It was like, holy shit. There's michael dell
[51:11.700 --> 51:18.100]  Uh, wow, and then I because he was on his phone and it was clearly some sort of you know
[51:18.100 --> 51:20.660]  I don't know what I don't know if it was some kind of an iphone
[51:20.660 --> 51:24.740]  Yeah, it was not an iphone and I realized because it was not an iphone whatever it was
[51:24.980 --> 51:27.380]  He's a billionaire, but I have a better phone than he does
[51:28.900 --> 51:35.780]  And it was like such a weird thought and it is that sort of egalitarian thing that if you if you talk about it
[51:35.780 --> 51:40.980]  If you if you take the edition out of the apple watch lineup and just look at what they have without the edition
[51:41.300 --> 51:46.580]  It makes total sense to me as an apple product where it ranges from 299 to
[51:47.220 --> 51:49.220]  uh, I think the most expensive
[51:49.700 --> 51:54.020]  Is the ermes cuff which is i'm looking at 1500
[51:55.060 --> 52:00.740]  And take the cuff out and it's you know, I think it's like 1250 for one of the ermes models
[52:00.980 --> 52:05.060]  Um, and that makes total sense. The cheapest stainless steel is like 450 or something
[52:05.060 --> 52:07.620]  Yeah, and apple has always had kind of two levels in their lineups, right?
[52:07.620 --> 52:11.300]  They have the low end and the high end like and yeah, it does make much more sense
[52:12.020 --> 52:16.760]  But I really do think one of the fascinating, you know that the whole like some of the hand-wringing
[52:17.620 --> 52:23.300]  I I think the idea that the addition is folly and that it's a sign that the company is distracted has merit
[52:23.700 --> 52:27.220]  I think that the hand-wringing over the difference between
[52:27.940 --> 52:32.500]  The sport aluminum sport models and the stainless steel models though is misguided
[52:33.300 --> 52:34.260]  um
[52:34.260 --> 52:36.260]  because
[52:36.340 --> 52:38.340]  To me the range is reasonable
[52:38.420 --> 52:43.460]  But it's also fascinating to me that to me at a at a at a functional level
[52:43.540 --> 52:47.780]  The sport models are actually better because the taptic engine works better
[52:48.260 --> 52:54.340]  um, the the one thing that the stainless steel models have that the sport don't that is functionally better is that the
[52:54.980 --> 52:56.980]  the sapphire
[52:57.140 --> 53:01.940]  Cover for the display truly is scratch proof like mine
[53:01.940 --> 53:05.700]  I think and I think that I still think they look better too. They do look better
[53:05.780 --> 53:10.980]  I think so, too. I do but uh at a every other functional level because the uh,
[53:11.300 --> 53:14.900]  The taptic engine works better that the sport models is actually a you know
[53:15.060 --> 53:21.860]  It's superior and and so in in terms of like the speed of the cpu and the resolution of the display, etc
[53:21.860 --> 53:24.100]  Etc. It's all the same. It's exactly the same
[53:24.660 --> 53:28.100]  You don't get you you spend the extra money and all you're getting
[53:28.100 --> 53:31.380]  Is the what you can touch that the materials are better?
[53:32.420 --> 53:34.500]  So two observations one
[53:35.060 --> 53:37.060]  It's interesting that all the ermez
[53:37.700 --> 53:43.220]  Uh models are always stainless steel. There's no addition and two i've been clicking around this site for the last five minutes
[53:43.300 --> 53:48.580]  I cannot find the addition anywhere. Yeah, I honestly cannot find it on the website. Yeah, it's down the memory hole
[53:48.580 --> 53:51.460]  It's actually since I brought it up. It's actually been
[53:52.260 --> 53:54.260]  emphasized even less
[53:54.260 --> 54:00.820]  No, I oh there it is watch edition. You could only find it in the buy tab like in all the like product marketing tabs
[54:01.140 --> 54:08.500]  It's it's non-existent. It's completely not really gone. Right and I that makes me think I I would place a bet here today
[54:09.380 --> 54:14.260]  May 5th, uh that when we see apple watch 2.0. There is no edition model
[54:14.820 --> 54:20.100]  That it's right sport and I don't maybe they'll come up with a new name, but it's stainless steel and aluminum
[54:20.100 --> 54:22.980]  I think the addition thing is gone
[54:22.980 --> 54:25.860]  And I know for a fact I have heard from numerous
[54:26.340 --> 54:30.740]  At least several I wouldn't say numerous but several people within apple that there was
[54:31.780 --> 54:36.580]  Significant debate within the company at high levels as to whether addition
[54:37.140 --> 54:39.220]  should be a thing or not and that it was
[54:39.780 --> 54:46.260]  Johnny, iv and you know anybody who's under him maybe you know, I almost certainly mark newson
[54:46.260 --> 54:52.020]  Who pushed for it and that there were others within the company who were like this is you know, this is not a good idea
[54:52.020 --> 54:54.260]  You know, but it was more or less a johnny iv
[54:54.900 --> 55:00.740]  idea and that I think that oh, I mean obviously ultimately it came down to tim cook and I think
[55:01.460 --> 55:06.660]  Ultimately, and I don't know this this isn't you know, the the people who i've talked to don't you know
[55:06.660 --> 55:09.540]  Aren't the sort of people who would know what tim cook was thinking?
[55:09.540 --> 55:15.220]  But my my guess is that it wasn't that tim cook wasn't so much that tim cook thought it was a good idea
[55:15.860 --> 55:17.860]  In and of itself, but that tim cook
[55:18.420 --> 55:23.060]  Wanted to make johnny happy and that making johnny happy was doing this addition thing
[55:24.020 --> 55:26.020]  and and there's something so
[55:26.820 --> 55:33.700]  Telling about that and whether or not it may be right right but is this idea that apple is
[55:33.700 --> 55:41.700]  At the very top of the company still ruled by consensus and and the power of apple's organizational structure
[55:41.700 --> 55:46.740]  Which I wrote about is the way it kind of forces collaboration and groups have to depend on each other and there is
[55:47.300 --> 55:51.860]  No, no dictator, but that worked in part a lot of apple's organization was
[55:52.420 --> 55:58.340]  Steve jobs wanting to make an apple that could be his his instrument that he could be
[55:58.340 --> 56:04.340]  Steve jobs wanting to make an apple that could be his his instrument that he could play
[56:04.580 --> 56:10.660]  Right, like that would do his bidding and like there's the counterweight of the dictator at the top. That's that's
[56:11.300 --> 56:14.820]  The way I framed it is editor and I actually um, I I
[56:15.780 --> 56:18.420]  I think they still use it at apple university like I came up with it back back then like
[56:19.060 --> 56:23.060]  The best way to think about what jobs does at apple is he's the editor or what did at apple
[56:23.060 --> 56:28.100]  Uh was he's the editor in chief like he he didn't write the copy. He didn't
[56:28.660 --> 56:33.460]  Do the things he may have tweaked a headline to make it that much more gripping
[56:33.860 --> 56:38.900]  And he said no and he and he cut stuff and and he and he pushed stuff forward and he said oh
[56:38.980 --> 56:41.380]  well, you should go work on this sort of thing and
[56:43.380 --> 56:47.620]  For all the good things that tim cook has done and all the things that he's good at
[56:47.620 --> 56:52.660]  And to his credit, he knows he's not that person. He's not a product person
[56:52.900 --> 56:55.220]  So I think he's empowered johnny for sure
[56:55.460 --> 57:02.580]  but johnny johnny has a distinct set of skills that are not I don't think as broad as jobs were and
[57:03.140 --> 57:04.260]  and
[57:04.260 --> 57:07.220]  I don't know that he has the connection to
[57:08.500 --> 57:10.500]  and the empathy for the
[57:10.660 --> 57:14.660]  The kind of common man and you see this I think in some of the design decisions as well
[57:14.660 --> 57:18.900]  particularly when it comes to the user interface that that jobs did either and
[57:19.540 --> 57:22.500]  you know, you always hate to break out the you know,
[57:23.940 --> 57:25.700]  They miss steve sort of thing
[57:25.700 --> 57:27.780]  but when it comes to the watch and it comes to having
[57:28.100 --> 57:32.100]  The addition it comes to having these apps that were underpowered in this watch kit idea
[57:32.100 --> 57:38.440]  Which was a disaster like the watch should have if the watch was nothing but the display and notifications
[57:39.380 --> 57:43.860]  Like one it would be a great experience two. What's the criticism? Oh, it doesn't have apps
[57:43.860 --> 57:49.860]  Let's do that. Let's do that but implicit in that criticism is oh, but of course they're coming soon, right?
[57:50.020 --> 57:55.540]  Oh the iphone watch with all the apps too, right and it's such a different framing about the watch
[57:55.780 --> 57:58.340]  It's a framing of it's not what it is now
[57:58.340 --> 58:00.580]  But it has the potential to be like it's great now
[58:00.740 --> 58:05.700]  But it's going to be even better as opposed to it kind of sucks now and it might be better in the future
[58:05.860 --> 58:08.340]  Like just the tone of that is so fundamentally different
[58:10.500 --> 58:12.420]  Um
[58:12.420 --> 58:16.980]  We've you know, this is it's not just me, you know, but I feel like there's been a research
[58:16.980 --> 58:23.620]  I I think it's sort of the the roughly one, you know, the watch is one year old has sort of brought out a lot of
[58:25.140 --> 58:26.660]  You know
[58:26.660 --> 58:30.100]  Big picture. Hey, let's take a let's relook at apple watch
[58:30.740 --> 58:32.740]  um commentary
[58:32.740 --> 58:39.380]  and you know, i've certainly written a lot more about it recently than than I had for a while and
[58:40.260 --> 58:41.620]  um
[58:41.620 --> 58:47.540]  I'm with you. I really do think fund at a fundamental level that shipping with an sdk in an app store
[58:47.940 --> 58:53.220]  Was a mistake or maybe not an sdk but that the sdk should not have been about quote-unquote apps
[58:53.300 --> 58:55.300]  It should have been an sdk for
[58:55.840 --> 58:59.780]  Empowering, uh smart notifications, right or the key stuff, right?
[59:00.900 --> 59:02.340]  the what
[59:02.340 --> 59:07.060]  The key stuff like being the key to your wife. Oh, yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah, I see what you mean
[59:07.140 --> 59:10.580]  I I somehow thought you were talking about like a keyboard or something. Yeah
[59:10.580 --> 59:14.980]  Yeah, um, but yeah, like the way that you there are apps like, uh,
[59:15.780 --> 59:21.160]  I have this great app. I use it. I've long used this great app on the iphone called do d-u-e
[59:23.220 --> 59:27.140]  That is a it to me it's way better than it
[59:27.780 --> 59:29.780]  It's a way to set reminders. Um
[59:30.260 --> 59:33.940]  Either one-time reminders like go pick up the dry cleaning at friday
[59:33.940 --> 59:40.100]  On friday at five o'clock or repeating reminders like every wednesday at 10 o'clock
[59:40.180 --> 59:43.540]  I have a do reminder that tells me to take the trash out
[59:44.100 --> 59:49.700]  um that works better for me than either putting them on my calendar or
[59:50.420 --> 59:56.740]  Using like the clock app or something like that because they're out of the way. I don't want these things. I don't want my calendar
[59:57.300 --> 01:00:02.020]  To say take out the trash every day at 10 o'clock. I want my calendar to just tell me things that are actually
[01:00:02.020 --> 01:00:04.900]  Uh novel so do is a great app for that and the watch
[01:00:05.620 --> 01:00:10.900]  Integration with do is great. But because it lets me do things like you can um
[01:00:13.140 --> 01:00:18.020]  Do let you snooze things and so you can snooze by like one hour
[01:00:18.660 --> 01:00:20.660]  Three hours or a whole day
[01:00:20.980 --> 01:00:24.820]  And they're just buttons. So you just scroll down on the apple watch and it'll be like
[01:00:25.220 --> 01:00:30.420]  You know market is done because you've done it or snooze for an hour three hours a day
[01:00:30.420 --> 01:00:35.460]  Great, that's and and it's a total like notification. It's not really an app. It doesn't launch an app
[01:00:35.460 --> 01:00:40.660]  It's just that the notification is smart in that way. So that sort of sdk definitely the apple
[01:00:40.660 --> 01:00:44.420]  It's it's integral for what the apple watch is actually good for
[01:00:46.020 --> 01:00:50.740]  So I don't want to say no sdk, but definitely it should not I I really feel firmly that it should not have apps
[01:00:50.740 --> 01:00:55.460]  Because the apps are it's such a bad experience every aspect of it from the beginning to the end
[01:00:55.460 --> 01:01:00.660]  From launch actually just launching the app on that honeycomb screen all the way to the end of
[01:01:01.940 --> 01:01:05.220]  Using the app is a bad experience and I really think it shouldn't have had it
[01:01:06.580 --> 01:01:13.940]  And when to take this kind of full circle, uh, the problem with do is uh, there's you can't integrate it with siri
[01:01:14.580 --> 01:01:20.500]  Yeah, yeah, like the in which is siri one of the things I do use siri for regularly is to do reminder things
[01:01:20.500 --> 01:01:25.700]  Particularly when i'm driving. I always think so when i'm driving and I find it very very helpful very helpful then but
[01:01:26.420 --> 01:01:28.500]  We're what four five years on now
[01:01:28.740 --> 01:01:35.860]  Yeah, five years on and there is no sdk for siri and meanwhile you have amazon to go the echo thing
[01:01:36.660 --> 01:01:42.740]  Where the sdk is going spreading like wildfire wildfire and are there in are there?
[01:01:43.300 --> 01:01:49.140]  In some respects it gets this whole tension is the amazon kind of vernacular more willing to do that
[01:01:49.140 --> 01:01:54.420]  So it's kind of vernacular more limited. Yes, you have to kind of train yourself and you have to use the right language, right?
[01:01:54.820 --> 01:01:59.380]  but but that also imparts a degree of flexibility and
[01:01:59.940 --> 01:02:05.540]  An experimentation and easy to plug into in this that is really works to its credit
[01:02:05.780 --> 01:02:09.860]  amila apple is trying to perfect this natural language interface and have a have a
[01:02:10.580 --> 01:02:16.820]  an assistant that makes jokes to you that make you want to throw your phone in the ocean when it makes a joke because it
[01:02:16.820 --> 01:02:23.380]  Said four times in a row and it and it's just like hold it. Let's let's stop stop. So I want to get onto this
[01:02:24.580 --> 01:02:27.220]  Stop stop. I was getting worked up
[01:02:29.140 --> 01:02:32.980]  All right, okay, i'm about to scotch do it do an ad I need to go I need to go get another four
[01:02:33.220 --> 01:02:40.020]  Let's unwork you up and talk about one of my favorite long-time sponsors of the show is automatic
[01:02:40.020 --> 01:02:46.280]  Automatic is the connected car company that improves your driving and integrates your car into your digital life
[01:02:47.960 --> 01:02:49.960]  You want to go to automatic.com?
[01:02:49.960 --> 01:02:54.600]  Slash the talk show and use the code the talk show you'll get a 20% off your purchase. What is it?
[01:02:54.600 --> 01:02:59.400]  it's it's this little dingus that it's like almost like a USB stick and
[01:03:00.520 --> 01:03:05.560]  Every car made since I think like 1996 1997
[01:03:05.560 --> 01:03:10.920]  1997 it goes back a while has this same standard diagnostic port and
[01:03:11.600 --> 01:03:17.240]  Automatic.com they'll they'll help you find it on your car. But in other words, it's like when your car says like
[01:03:18.360 --> 01:03:22.120]  Service get service code a4 or something like that
[01:03:22.760 --> 01:03:24.760]  And you don't know what that means. Well
[01:03:25.240 --> 01:03:27.240]  when you go to the
[01:03:27.880 --> 01:03:31.440]  Mechanic you go to the the car service place they plug into this
[01:03:31.440 --> 01:03:36.960]  Diagnostic port and that's where they figure out what it is that the car actually needs automatic
[01:03:36.960 --> 01:03:39.840]  you can plug you plug automatic into this exact same port and
[01:03:40.960 --> 01:03:44.800]  It reads all that stuff and it gets every single car
[01:03:44.800 --> 01:03:49.560]  It's really this it's a I had no idea until they started sponsoring the show that this port
[01:03:49.720 --> 01:03:55.800]  Existed and that it was cross-platform across all makes and models of cars. It tells you everything it needs to know it knows
[01:03:56.640 --> 01:03:59.620]  It can it can tell you things about your fuel economy
[01:03:59.620 --> 01:04:07.220]  It can tell you exactly when there is an error or some sort of services do exactly what service that means so you can know
[01:04:07.380 --> 01:04:09.620]  Like hey, this is actually important
[01:04:09.620 --> 01:04:13.000]  You better go get service right away, or this is the sort of thing like yeah
[01:04:13.000 --> 01:04:15.620]  I better get this looked at soon, but I can wait a week or two if I need to
[01:04:17.700 --> 01:04:23.500]  You know, but it tells you all sorts of things tells you whether the way that you're driving is maximizing your fuel efficiency or not
[01:04:23.500 --> 01:04:29.740]  and they have what they call that, you know an app store and it
[01:04:30.260 --> 01:04:33.500]  Lets you integrate your car and you're driving
[01:04:34.780 --> 01:04:41.300]  With all sorts of things. It really is the the the internet of things that connected life
[01:04:41.820 --> 01:04:44.520]  Brought real because you can integrate with things like nest
[01:04:47.100 --> 01:04:51.620]  Your mechanic fresh books and more so you could do things like you can set it up
[01:04:51.620 --> 01:04:57.300]  I mean this really is like the future made real you can have things like once you're within
[01:04:57.860 --> 01:05:02.380]  X miles of your house have your nest thermostat
[01:05:04.140 --> 01:05:09.420]  Change the temperature in your house, you know in this right now it's May so we're heading more towards air conditioning
[01:05:09.420 --> 01:05:12.100]  So you turn on the air conditioning and lower the temperature in the winter?
[01:05:12.100 --> 01:05:15.060]  You can have it turn on the heat and and raise the temperature
[01:05:15.060 --> 01:05:21.380]  Really it works. It is amazing and it even works with IFTTT if this then that
[01:05:22.500 --> 01:05:28.660]  Which it literally makes almost unlimited possibilities of the ways that you can integrate this with your life
[01:05:30.500 --> 01:05:31.740]  It's
[01:05:31.740 --> 01:05:36.260]  It is useful and it is it trust me. It is actually fun
[01:05:36.260 --> 01:05:41.140]  It is really cool to have a car that can do stuff like this and just to get that information
[01:05:41.140 --> 01:05:46.020]  Even just even if it didn't integrate with other devices or something like that. It's actually really cool
[01:05:46.980 --> 01:05:48.980]  Just to get the information
[01:05:49.780 --> 01:05:52.540]  It's totally private automatic doesn't sell your data
[01:05:52.540 --> 01:05:59.020]  It's all they want you to do is just buy the gadget and there's no monthly fees. No subscription. So
[01:06:00.180 --> 01:06:03.740]  Normally, the automatic dingus is $99
[01:06:04.500 --> 01:06:05.860]  but
[01:06:05.860 --> 01:06:11.820]  But with you go through this URL go to automatic comm slash the talk show and remember the code
[01:06:12.140 --> 01:06:15.860]  The talk show and you'll save 20% that's 20 bucks
[01:06:15.900 --> 01:06:21.620]  So for just 80 bucks, you can get this thing that makes your car the car you already have
[01:06:22.660 --> 01:06:27.580]  Way cooler so go to automatic comm slash the talk show and buy this thing. Trust me
[01:06:27.580 --> 01:06:33.660]  I don't think there's ever been anybody who's done this who's bought this automatic and who regrets it. It's totally cool
[01:06:33.660 --> 01:06:36.380]  One of my favorite sponsors so my thanks to them
[01:06:38.460 --> 01:06:43.860]  So you got your license back, yeah, well I drive it I've been lucky
[01:06:44.860 --> 01:06:48.420]  You know the vast majority of listeners, I think still don't think you have a license
[01:06:52.620 --> 01:06:55.420]  That's like that's like that's an ancient joke at this point I think
[01:06:57.380 --> 01:06:59.700]  Well the longtime listeners will enjoy it
