[00:00.000 --> 00:02.000]  Uh, are you wearing shoes?
[31:50.500 --> 32:18.500]  I think part of it is just the nature of Google itself that Google is to me, and maybe I'm wrong, but it's, it seems to me that Google is sort of a Federation of many, many products and teams and doesn't really have a single unifying, you know, this is the main thing that we do.
[32:18.500 --> 32:27.500]  You know, like it's the nature of it at Apple. The main thing that the company does is they sell devices like iPhones and iPads and Mac books.
[32:27.500 --> 32:39.500]  That's the main thing that they do and everything fundamentally at certain at some level really comes down to how do we, you know, keep making these devices and selling them at a profit at Microsoft.
[32:39.500 --> 32:53.500]  Microsoft is definitely changing. I think under, what's the new CEO's name? Satya Nadella. Definitely changing, but under Gates and Balmer, they were the Windows company fundamentally, and everything was about Windows.
[32:53.500 --> 33:14.500]  I think it's like to see this as wow, this is kind of amazing, you know, interesting or amazing that Google does such a good job with iOS apps is you're kind of, I think you have to look at Google like sort of through Microsoft tinted glasses that why isn't Google treating Android the way Microsoft treated Windows in its heyday?
[33:14.500 --> 33:24.500]  As like, you know, the shining star and let's do anything cool that we come up with. Let's make sure it's, you know, it's on Android first.
[33:24.500 --> 33:33.500]  And I don't think it works like that because I don't think there's any reason for Google to be like that.
[33:33.500 --> 33:48.500]  Yeah, it's not, I wouldn't call it like skunkworks, but it's kind of, I mean, their philosophy is much more open to seemingly to having these like side projects and then, you know, if that turns into something, yeah, we'll do something with it.
[33:48.500 --> 33:59.500]  Which, you know, I think, you know, like was the kind of thing that did not work at Apple back in the 90s. They were, you know, they were running around and people were working on these side projects that were going nowhere.
[33:59.500 --> 34:04.500]  But they seem to do much better with it.
[34:04.500 --> 34:19.500]  And I wonder too, it always, it's just, you know, I don't even know how you'd get this information, but it'd be so interesting to know. I would love to know like how many, like what percentage of Google employees, you know, use like iPhones instead of Android phones.
[34:19.500 --> 34:34.500]  My guess always has been that it's pretty high and, you know, I don't know a lot of people who work at Google. I'm not sure off the top of my head if I know anybody who works there now, but at least, you know, within the last few years, I knew some people who live there or work there.
[34:34.500 --> 34:39.500]  And the ones I knew had iPhones and I don't think that there is, there's no stigma attached to it.
[34:39.500 --> 34:50.500]  Yeah, I don't think so. I mean, I mean, the people that I knew were, well, no one was a software engineer and the other one was more like in the design stuff.
[34:50.500 --> 35:08.500]  So, yeah, I mean, I wouldn't, it doesn't seem like that is, you know, unlike that, that, you know, thing that Microsoft famously did where they had like, what did they have, like a bin that you're supposed to throw your iPhones into, like a garbage can or something.
[35:08.500 --> 35:14.500]  I don't think that too many people actually did it, but I remember when they switched to Windows Phone.
[35:14.500 --> 35:16.500]  Remember when they had the funeral for the iPhone?
[35:16.500 --> 35:18.500]  Yeah, that too.
[35:18.500 --> 35:28.500]  That might have been, that might have been the lowest point in the whole bomber era, the parade that they had for the funeral for the iPhone.
[35:28.500 --> 35:43.500]  Because it was so laughably not based in reality, you know, like there wasn't, it didn't feel like, hmm, maybe, you know, maybe Windows Phone is going to take this on.
[35:43.500 --> 35:58.500]  I never really thought so, but let's just like three years ago or so, like 2013, you know, was a rough year for Apple's stock and there were a lot of people who seemed to think at the time that Android was about to overwhelm iOS, right?
[35:58.500 --> 36:02.500]  Like the whole, this is exactly like Windows and Mac from the 90s again.
[36:02.500 --> 36:10.500]  And, you know, I think you can go back and read, you know, Daring Fireball from that era and you'd see that I didn't really think that was happening.
[36:10.500 --> 36:17.500]  But it seemed like it was at least possible. Like I never thought it was going to happen, but I didn't see it as like an impossibility.
[36:17.500 --> 36:21.500]  I saw it as, it doesn't seem, it seems to me like too many things are different here.
[36:21.500 --> 36:33.500]  And that, you know, one thing would be that, you know, that Apple's, even if they only have 15% of the market, that's a heck of a lot different than the 2% of the market they had in the 90s.
[36:33.500 --> 36:36.500]  And et cetera, et cetera, go on and on. There's all sorts of other differences.
[36:36.500 --> 36:44.500]  But it seemed like maybe, but the Windows Phone burying the iPhone didn't even seem like a possibility.
[36:44.500 --> 36:56.500]  Like, and you could see, you could see how from their perspective, I mean, you could, that they wanted to believe that and they needed to believe that in order to, you know, keep going.
[36:56.500 --> 37:02.500]  And also to try and make it, to have that sort of confidence work as a marketing tool.
[37:02.500 --> 37:15.500]  Yeah. But the thing that, you know, you remember these, these analyst predictions that came out around, boy, was it like 2013, 2012, maybe it was a little bit earlier than that.
[37:15.500 --> 37:21.500]  Saying that they, you know, they did, some of these analysts were predicting that, you know, Windows Phone was going to, was going to beat Android.
[37:21.500 --> 37:24.500]  Yes. Yeah. That was earlier. That was a little bit.
[37:24.500 --> 37:25.500]  Oh God.
[37:25.500 --> 37:26.500]  Yeah.
[37:26.500 --> 37:38.500]  I mean, like, how could you even, there was just like, there was just the simple belief that Microsoft being Microsoft would come out on top somehow.
[37:38.500 --> 38:00.500]  One of your and my shared preoccupations is, is with the world of analysts and, and the magic way that somebody who, if they're accepted as an analyst, if that is like the title that, you know, something, something analyst, if that's the title, when they go on CNBC,
[38:00.500 --> 38:13.500]  that whatever they say is there, you know, taken as, well, we can publish this as news, you know, that this is, this is something worth, you know, worth reporting when in fact it's off.
[38:13.500 --> 38:23.500]  Sometimes it might be, there are some analysts who are incredibly smart and astute and, and rigorous in their research and, and in the evidence that they show to back up their claims.
[38:23.500 --> 38:36.500]  And then there are others who just make stuff up and I remember that the, that the windows phone is going to, you know, surpass Android and, you know, be like the number one operating system by 2014 or 2015.
[38:36.500 --> 38:39.500]  It must've been a couple of years earlier than that. Cause I know we've already passed.
[38:39.500 --> 39:02.500]  Yeah. So this, the prediction was in May of 2011. Yeah. All right. You got to give it to me. And it was, it was yeah, it was pyramid research as Stella Boken. And she said that by 2013, windows phone was poised to overtake androids massive market share in two years.
[39:02.500 --> 39:04.500]  Oh my God.
[39:04.500 --> 39:14.500]  Cause somebody else had, had predicted it would be 2015 when, when it overtook. And she said, no, no, it's going to be two years earlier than that.
[39:14.500 --> 39:16.500]  It's going to happen fast.
[39:16.500 --> 39:20.500]  Yeah.
[39:20.500 --> 39:29.500]  I remember I looked her up again later and she's, she's not with pyramid research anymore, but she still is. She's still, she's still working in the industry.
[39:29.500 --> 39:39.500]  Not, not a, not a debilitating, not a career ending move. I wonder what, what phones people use at Microsoft now today too. That's an interesting question because they really are.
[39:39.500 --> 39:54.500]  It seems to me very clear that they are slowly winding down the whole windows phone thing. Like I'm not, I don't know that they're ever going to quite give up on it completely, but it just seems like they don't even, they're not even trying anymore.
[39:54.500 --> 39:55.500]  Yeah.
[39:55.500 --> 40:09.500]  I mean, you don't hear about it at all. It just seems to me like if you were a good company person and bought a windows phone, like you're just left out of so many things, right? Yeah. No Pokemon go for you. I'm going to say, yeah, there's no Pokemon go, right? Right.
[40:09.500 --> 40:20.500]  It's, I just can't help but think that they're mostly iPhones. I really do. And it's kind of such a weird thing for Microsoft. I don't think it's so weird for Google, but it's weird for Microsoft.
[40:20.500 --> 40:32.500]  Well, they, but they, I mean, at least they have, their philosophy has changed to the degree that they don't have that windows only mentality anymore. So they are making, and they're making some good apps for multiple platforms.
[40:32.500 --> 40:38.500]  So, I mean, I still don't like office, but I have to use it sometimes.
[40:38.500 --> 40:40.500]  Do you ever use it for iOS?
[40:40.500 --> 40:58.500]  Yeah. Yeah. Actually, and you know, I mostly for my kid when he needs to do, cause they get a license for free through his school. So, often he's got an iPad that he will like write reports on with, you know, with the attached keyboard and, and do, and do it in word.
[40:58.500 --> 41:05.500]  And they will, you know, they make presentations in PowerPoint and stuff like that. And I, I'll often help them out with that stuff.
[41:05.500 --> 41:08.500]  Yeah. My kid's school is a Google doc school.
[41:08.500 --> 41:09.500]  Okay.
[41:09.500 --> 41:18.500]  And it's such garbage. I mean, it makes you, it makes me wish it makes me wish for a Microsoft office. It's, I really,
[41:18.500 --> 41:20.500]  Do they use Chromebooks?
[41:20.500 --> 41:36.500]  They, they have some in some of the classrooms. They do have some, which makes total sense as a Google doc school. You know, I think, I guess maybe most of the, I guess most of the devices the kids have access to are Chromebooks.
[41:36.500 --> 41:53.500]  Yeah. And it makes, I mean, you know, I would rather have a MacBook any day, but you know, you, our friends at MEH often will sell refurbished Chromebooks and they're so crazy cheap. It's, I keep, I often think I should get one just to play around with it.
[41:53.500 --> 41:57.500]  But then I think even like even $175 is too much.
[41:57.500 --> 42:13.500]  I don't know. I know I do that like every two years or so I buy an Android phone. Yeah. And I wish I would have got the Nexus six. Instead I got the Motorola wood chipper or whatever it's called.
[42:13.500 --> 42:30.500]  The one it's got a, it's like the Moto X or something like that, but it's, it, you could get like a custom finish on the back. So I got the bamboo. It's really made up my, my, this file is in my hand right now. It's made out of wood, which is interesting, but it's, it's so not a nice phone.
[42:30.500 --> 42:47.500]  I saw a guy at WWDC. My friend Chad from MLB has two phones. He has an iPhone and he added Android cause he has to test the MLB stuff on Android too. And he has the Nexus six. It's really nice. It's, you know, it's much thinner than the, this Moto thing.
[42:47.500 --> 43:00.500]  But anyway, I don't see it as a waste of money. I feel like it's, it's a way to stay where I'm fearful of, of not knowing it. And I have to say I am pretty, I've never really used a Chromebook. I kind of feel like I should, I should spend 200 bucks and get one.
[43:00.500 --> 43:18.500]  Well, keep an eye on meth cause you know, you can, you can get a refurb for real cheap. I mean, you know, from a school's perspective, that makes complete sense. I mean, if you've got to get something that, and the kids are basically just going to do write reports and look things up and you don't want them playing games for the most part.
[43:18.500 --> 43:40.500]  So those devices are perfect. I mean, it's kind of like, it's almost, you remember that, that whole OLPC thing. Yes. Yeah. It's really succeeded at that where that did not, didn't seem to really get much traction. Yeah. What was that one laptop per child?
[43:40.500 --> 44:07.500]  Yeah. Yeah. And it was just, you know, it was, it was just a piece of garbage. Whereas, but maybe, you know, I think a big part of that was, it's not that Google has any kind of magic. I think it's just Moore's law, you know, like Moore's law is famously, you know, sort of come to an end at the high end where, you know, the clock rate on high end CPU's isn't really getting faster.
[44:07.500 --> 44:22.500]  And, you know, there's only so much that adding more chips to parallelize can really improve. But at the low end, it continues to March on where better and better hardware is available at cheaper and cheaper prices.
[44:22.500 --> 44:38.500]  Yeah. I think the one thing that are you going to get, are you going to get yourself a Samsung spin? No, I don't think so. I don't think so. Did you like that? That's a bridge too far.
[44:38.500 --> 44:59.500]  That's it. We can hold that topic. That's an interesting topic. But yeah, the Chromebooks for school. I do see this. And, you know, Jonas says that the ones that they have are terrible and that, you know, everybody hates them. But I see the way kids treat stuff in school and they don't really treat it with respect. Like Apple doesn't really make a device that's good for a school to buy.
[44:59.500 --> 45:14.500]  I mean, if the cheapest thing you can get is an $899 MacBook Air, that's a pretty expensive thing that kids are going to, you know, bang around and drop and stuff like that. Like, I think, you know, the idea that they're at a $200 is not disposable.
[45:14.500 --> 45:27.500]  And I'm sure that anybody who works in any kind of school is going to, you know, say, yeah, 200 bucks is, you know, you know, I know budgets are tight at schools everywhere, but, you know, it just makes a lot more sense.
[45:27.500 --> 45:29.500]  Yeah. Without a doubt.
[45:29.500 --> 45:38.500]  Boy, Google Docs, though, I find it. I don't even understand. I honestly I don't understand the UI. I really don't. It's just doesn't work for me.
[45:38.500 --> 45:45.500]  I mean, it seems like it's, you know, very reminiscent of those open source office.
[45:45.500 --> 45:49.500]  Yes. Yeah, that's what I that's how exactly how I would describe it.
[45:49.500 --> 46:02.500]  Yeah. And I'm I don't use it much. I mean, when I'm on the they use it like in the incomparable to do scheduling and and some and some sharing of like topics for podcasts.
[46:02.500 --> 46:12.500]  So when I'm on clockwise, I always that's the that's the only time I ever have to use it is because Jason uses a Google spreadsheet to.
[46:12.500 --> 46:18.500]  Yeah. You know, you're supposed to log in and put your what your topic is for clockwise. Oh, my God. That's the only time I ever.
[46:18.500 --> 46:24.500]  We have to do it like that. I don't do I mean, let's face it. I hope Amy doesn't listen to this.
[46:24.500 --> 46:31.500]  I think that, you know, she would agree. I I don't do much of the parenting. She does a lot more of the parenting than I do.
[46:31.500 --> 46:46.500]  And with stuff like dealing with the school, I really do none of it. But it's like every once in a while when there's some kind of shared, you know, parents are involved or a perfect example would be the teacher conferences, parent teacher conferences.
[46:46.500 --> 46:53.500]  You got to get into Google Docs, though, and like sign up for a time. And it's so, so bad.
[46:53.500 --> 47:06.500]  But I understand why they do it, though, because it is a you know, it works as a shared spreadsheet where you're not going to run into a race condition where three people signed up for the one p.m. teacher conference.
[47:06.500 --> 47:14.500]  Right. Like as I type John and Amy in the one p.m. slot, anybody else is in there would see it, see those letters showing up.
[47:14.500 --> 47:19.500]  So I understand that. I understand the utility of it is why people don't please don't write in and tell me that that's why you use that.
[47:19.500 --> 47:26.500]  I totally get it. That as as a shared resource, it is you know, it it works. There's no sinking collisions.
[47:26.500 --> 47:31.500]  But as somebody who cares about the interface, boy, it's a nightmare.
[47:31.500 --> 47:39.500]  So the other factor we were talking about the Google's iOS apps and how popular they are and how people who are in the Google ecosystem with their data.
[47:39.500 --> 47:47.500]  Well, it's a pretty good segue. Feel perfectly at home using an iPhone instead of an Android phone.
[47:47.500 --> 47:59.500]  And the other flip side of that is why I don't use any of those apps other than the motion stills one, which just because of the utility to share the live photos.
[47:59.500 --> 48:13.500]  As our good friend Jason Snell pointed out, like a month or so ago, that Google's apps are sort of he compared them to Microsoft of like the late 90s where their Mac apps started looking like the Windows app.
[48:13.500 --> 48:28.500]  And in fact, I think they even went to some kind of a shared code system for some things, you know, where they were sort of a cross platform, you know, look and feel type type stuff in office apps.
[48:28.500 --> 48:35.500]  And Google's apps are all that's the reason I don't use them is that they're that none of them look like iOS apps. They all look like Android apps.
[48:35.500 --> 48:44.500]  So there is that, you know, like if there's one thing it seems to me like Google institutionally isn't really all that committed to Android.
[48:44.500 --> 48:59.500]  Android might as well be a completely separate company, except what the one thing Google is committed to company wide is the material design look and feel whether they're doing stuff for the web or iOS or Android.
[48:59.500 --> 49:06.500]  They're committed to that style of UI design. That's where they have like a commitment. And that, you know, annoys me.
[49:06.500 --> 49:08.500]  Yeah.
[49:08.500 --> 49:12.500]  What about you? You say use any Google apps?
[49:12.500 --> 49:15.500]  Every once in a while I use the Gmail app.
[49:15.500 --> 49:18.500]  But.
[49:18.500 --> 49:25.500]  I'm trying to think, like I said, I want to I want to get that one, that one that makes the animated gifs, but I haven't gotten around to it.
[49:25.500 --> 49:35.500]  And, gosh, Hank, mostly my son, mostly uses he's got a Gmail account for email and he mostly uses the Google app for that.
[49:35.500 --> 49:36.500]  Oh, interesting.
[49:36.500 --> 49:41.500]  Yeah, I think it's it's just it seems easier.
[49:41.500 --> 49:46.500]  If you have a Gmail account, it feels much more straightforward than trying to to get it through mail.
[49:46.500 --> 49:48.500]  Yeah.
[49:48.500 --> 49:51.500]  What do you use for email on iOS?
[49:51.500 --> 49:52.500]  I mostly use mail.
[49:52.500 --> 50:00.500]  I almost like 99 percent just use mail every once in a while. If search fails me, then I use Gmail or something.
[50:00.500 --> 50:06.500]  And I've tried a number of those other applications. But, you know, you seem to always get I've been burned too many times.
[50:06.500 --> 50:11.500]  Right. I mean, because Sparrow and whatever the other one was.
[50:11.500 --> 50:18.500]  Yeah, I forget the one that was like the online you could consolidate all your inboxes or what the hell is the name of that one?
[50:18.500 --> 50:21.500]  They both got bought. Right. Yeah.
[50:21.500 --> 50:24.500]  And went away.
[50:24.500 --> 50:31.500]  The only one I've seen that really tempt me tempted me and I still have it here is called Spark.
[50:31.500 --> 50:35.500]  Do you ever see that one? No, it's because to me, it's.
[50:35.500 --> 50:41.500]  The thing that's nice about Spark is that it looks like an iOS app.
[50:41.500 --> 50:45.500]  It looks like a very, you know, a very nice I'll put it in the show notes.
[50:45.500 --> 50:49.500]  I think it's from Seattle. The people who make.
[50:49.500 --> 50:54.500]  Are known for like making PDF utilities.
[50:54.500 --> 51:03.500]  But if you just take a look at the screenshots of Spark for iPhone, you could see that it's like, oh, yes, that looks like.
[51:03.500 --> 51:07.500]  That looks like a nice iOS app.
[51:07.500 --> 51:11.500]  And here's a news story. I just googled it. Here's I logged in and they've been acquired.
[51:11.500 --> 51:16.500]  It's sparks been canceled. No spark email. I just is from eight hours ago. Here's breaking news.
[51:16.500 --> 51:23.500]  This is a bizarre coincidence that.
[51:23.500 --> 51:31.500]  Some kind of thing where people, if you're using it with your iCloud email, you have to re log in for security reasons.
[51:31.500 --> 51:35.500]  And it made people panic and think that maybe Spark had gotten hacked or something.
[51:35.500 --> 51:39.500]  That's not true. There is no hack, but it's.
[51:39.500 --> 51:46.500]  They switched something on their server side at AWS, and that made Apple or iCloud freak out.
[51:46.500 --> 51:52.500]  And therefore just say, hey, everybody, you know, you got to re log in anyway to good app.
[51:52.500 --> 51:58.500]  And if you're dissatisfied with mail, highly, highly recommend you take a look at it because it's a really good iOS app.
[51:58.500 --> 52:05.500]  But the thing for me is I like mail, especially on iOS. I just, you know, works very well for me for email.
[52:05.500 --> 52:10.500]  I understand people can be very picky about their email, but for me, mail is pretty good.
[52:10.500 --> 52:17.500]  Anything my my needs are not complicated, particularly truth be told, I don't even read most of my email.
[52:17.500 --> 52:22.500]  So really, Apple mail works just fine.
[52:22.500 --> 52:27.500]  Delete, delete, delete. Merlin listens to the show.
[52:27.500 --> 52:31.500]  I think it's too late now, so I don't think I'll ever use it.
[52:31.500 --> 52:36.500]  But when Merlin had the inbox zero thing.
[52:36.500 --> 52:42.500]  Yeah, I thought about making a parody. I think I still own the domain.
[52:42.500 --> 52:49.500]  I was going to make a parody and it was called Select All Delete.
[52:49.500 --> 53:00.500]  And it was going to go into it was a good service site that detailed my patented email management system for keeping your inbox empty.
[53:00.500 --> 53:06.500]  My step by step, my inbox management is to simply not delete anything.
[53:06.500 --> 53:10.500]  Every single step of the process would be given an exquisite detail.
[53:10.500 --> 53:14.500]  And the URL is select all delete dot com.
[53:14.500 --> 53:20.500]  Yeah. Yeah. I think I think my inbox is up to six thousand right now.
[53:20.500 --> 53:26.500]  I mean, they're all red, but they just don't go anywhere.
[53:26.500 --> 53:31.500]  I'm not going to mention the name of this developer because it would be uncouth.
[53:31.500 --> 53:39.500]  But a couple of years ago, we were at WWDC and I was with Cable Sasser of Panic and we were talking about this.
[53:39.500 --> 53:46.500]  This other developer had some very popular apps and Cable had just run into him the day before.
[53:46.500 --> 53:54.500]  And after WWDC, he was going to go on like a six week hiking trip through New Zealand, something like that.
[53:54.500 --> 54:01.500]  It sounded like, you know, if you want to be by yourself is like, you know, somewhere beautiful, six weeks, all hiking.
[54:01.500 --> 54:05.500]  And Cable was under the impression that he was like a one man show, this other guy.
[54:05.500 --> 54:09.500]  You know, and he was like, oh, I thought, you know, did you hire people? He's like, no.
[54:09.500 --> 54:19.500]  He goes, well, what are you going to do for technical support? And he just looked at Cable and he just said, select all delete.
[54:19.500 --> 54:26.500]  He's just going to delete every email like he might have even it might have been that I forget the details,
[54:26.500 --> 54:32.500]  but he was dead serious, wasn't joking, didn't see anything unusual or interesting about that.
[54:32.500 --> 54:37.500]  He might have even set up like an auto, you know, like he just set up a filter to just throw everything in.
[54:37.500 --> 54:40.500]  You know, he went and he wasn't sending out like an automate.
[54:40.500 --> 54:43.500]  He didn't set up anything that say like, I'm going to be away for six weeks. Get back to you.
[54:43.500 --> 54:54.500]  Then he just deleted them all. Yeah, I mean, I see the I see the the appeal and I see, you know, as a as someone else is like the only person in my business.
[54:54.500 --> 55:00.500]  Right. Like I just I don't take I don't never take a complete vacation.
[55:00.500 --> 55:09.500]  That is true. That's very constantly writing wherever, you know, if I'm on my phone on vacation, I'm still writing the bare minimum that I have to get by.
[55:09.500 --> 55:15.500]  I'll reduce it, but I and often I'll stop podcasting. Yes. Take a break from podcasts.
[55:15.500 --> 55:25.500]  But but I still have to write something. I don't know why I mentally I find it I find it hard to do a podcast when I'm not at home.
[55:25.500 --> 55:34.500]  Like, I don't know why all I have to do is pack a microphone, you know, and there's you know, I don't need like I've got this fancy one hanging on a, you know, bendable arm here at my desk here.
[55:34.500 --> 55:40.500]  But I don't you know, you don't need a podcast. You know, you just use like any you know, you get one for like 15 bucks.
[55:40.500 --> 55:48.500]  I have one. I even have a portable one, but it's like so old that it uses remember the the before micro USB.
[55:48.500 --> 56:03.500]  There was like a mini USB. Mm hmm. And I don't Yeah, it takes it. It takes a mini USB, but many USB is so outdated that I can't find a cable for I mean, I'm sure I have one somewhere in my closet.
[56:03.500 --> 56:12.500]  There's you know, but it's like, at this point, my last used mini USB cable is so far down the stack of cables that it doesn't seem worth looking it up.
[56:12.500 --> 56:22.500]  But mentally, I don't know, I find it difficult. I've done it. I remember the one that I did the episode with Dan Benjamin with the boats going off.
[56:22.500 --> 56:32.500]  Yes, and a duck there. Yeah, you're like dialed in, right? Yeah. You were just doing it from your phone. No, I think I think I know. I don't think it sounded like you were just doing it.
[56:32.500 --> 56:43.500]  I might have. I forget how I did it. It was it was low fidelity and there were boats and a duck. It was actually kind of fun, but I don't know. I find it hard.
[56:43.500 --> 56:55.500]  Yeah. Yeah. John John Armstrong. It's it's, you know, turning this car around it. He's he's pretty particular about about sound.
[56:55.500 --> 57:05.500]  I can imagine I just had dinner with him every time I think about like, oh, I could just take my little microphone and then I think, oh, he's not gonna like that. I just John was in Philly six weeks ago or something like that.
[57:05.500 --> 57:17.500]  Maybe longer. I don't know. But sometime within the last two months and Amy and I went out with them and he's, you know, we've known him for years. You've obviously known better, but I can definitely imagine that he's a little tightly wound about something like that.
[57:17.500 --> 57:26.500]  He's he's we're all obsessive. I mean, all of us are obsessive or some things, but when he gets obsessed about something, it's like, yeah, yeah.
[57:26.500 --> 57:36.500]  And I think, you know, I think it's good. I mean, like he makes it sound better. He makes the show sound better. So and it's bled over into other show.
[57:36.500 --> 57:49.500]  I mean, I've spent more. I've spent more on equipment and I haven't spent a lot, but I've spent a little bit more and I've also like been I mean, like I'm I'm recording on two machines right now.
[57:49.500 --> 58:00.500]  Because of problems we've had in the past. Let me take another break here and thank our next sponsor. It is the Ministry of Supply.
[58:00.500 --> 58:09.500]  As humans, we sweat. I told you guys how hot it is here in Philadelphia. I'm sweating like a pig right now. Very rarely does sweating take place at convenient times.
[58:09.500 --> 58:15.500]  Gym clothes can handle it, but the clothes we wear to work, aka the majority of the day, every day, do nothing to help.
[58:15.500 --> 58:23.500]  They're stiff and restricting and only add to the problem. Ministry of Supply has set out to fix this. Their brand combines performance technology.
[58:23.500 --> 58:31.500]  They're taking the fabrics of like modern gym clothes and making men's work wear that's actually comfortable and capable.
[58:31.500 --> 58:39.500]  You take a look at it. You'd never get doesn't look different. Looks just like very stylish suits, slacks, shirts.
[58:39.500 --> 58:53.500]  Just looks like regular modern, very stylish dress clothes. But they make all of this stuff out of really modern fabrics that breathe wicks, sweat and stretch as you move.
[58:53.500 --> 59:01.500]  Just go take a look. It's the URL is Ministry of Supply dot com slash talk show. Just just go take a look. You'll see it.
[59:01.500 --> 59:07.500]  They even have retail stores. They have stores in Boston and San Francisco and coming soon. Washington, D.C.
[59:07.500 --> 59:18.500]  And if you go into one of the retail stores in one of those fine cities, just mention the same thing that the code talk show and say you heard it on a podcast and you'll get the same 15 percent discount that you can get at that Web site.
[59:18.500 --> 59:28.500]  So you go to Ministry of Supply dot com slash talk show 15 percent off. If you use that code talk show, you can get it in the retail store to added bonus.
[59:28.500 --> 59:34.500]  All of their clothes are machine washable. You don't you don't have to go to the dry cleaner just to get the wrinkles out of your shirt.
[59:34.500 --> 59:42.500]  Just really, really great stuff. I mean, here's just one example. They call it the Apollo dress shirt. It is NASA invented fibers that regulate body temperature based on your surroundings.
[59:42.500 --> 59:51.500]  Keeps you warm in the winter, cool in the summer. Really kind of ties into what I was talking about earlier in the show. I didn't really a very happy coincidence.
[59:51.500 --> 01:00:01.500]  But anyway, check them out. Sounds great to me. Sounds like a great idea. And if you've ever seen those modern fabrics that they use on modern gym clothes, you know what I'm talking about.
[01:00:01.500 --> 01:00:10.500]  It's great stuff. So go check them out. Love having a sponsor like that on the show. Go check them out.
[01:00:10.500 --> 01:00:18.500]  What else is going on? Pokemon Go. Yeah. Have you. Have you. Pokemon went. I did not. I have not played.
[01:00:18.500 --> 01:00:26.500]  Jonas is totally as expected, totally into it. And so I had him explain it to me and he showed it to me.
[01:00:26.500 --> 01:00:38.500]  And I felt like that was good enough for me. Yeah. I have played. We have played. So it's a thing we've been involved in in the household.
[01:00:38.500 --> 01:00:48.500]  And, you know, like I've said, numerous different places. But it's been great because he's, you know, I mean, often a kid doesn't want to go for a walk.
[01:00:48.500 --> 01:00:57.500]  Right. Like getting him off the couch and again, going out, tying into our previous conversation this time. Yeah. Right. Right. And this now he's just like, you want to go.
[01:00:57.500 --> 01:01:14.500]  You just say, well, go look for some Pokemon. Yeah, let's go. And my experience, you know, I haven't gone out and tried to do it at like midnight, but walking around in town and going to places has been has been fun.
[01:01:14.500 --> 01:01:20.500]  And seeing other people and and very social. Everybody's been most everybody's been nice.
[01:01:20.500 --> 01:01:28.500]  We were walking and walking along the waterfront with some friends looking for Pokemon and and a whole bunch of other people were doing the same.
[01:01:28.500 --> 01:01:37.500]  And, you know, like a Jeep SUV drove by and this girl leaned out the window and yelled, nerds.
[01:01:37.500 --> 01:01:45.500]  So, you know, not everybody's nice, but for the most part, everybody's been very pleasant to deal with, which has been great.
[01:01:45.500 --> 01:01:58.500]  I don't think that we've run into anybody else who is playing or, you know, we were doing it where I said we were down at Disney World and we were playing there, which was fun, but we didn't run into other people who were playing.
[01:01:58.500 --> 01:02:11.500]  Interesting. I mean, yeah, because we have I mean, pretty much every the one day we walked out one time early on and just like walked around the house and obviously we didn't run any we didn't run anybody then.
[01:02:11.500 --> 01:02:25.500]  But every time we've gone to like a place like even just like going to the shopping districts district that's like six blocks from here, there were at least two other groups of people who were playing the game.
[01:02:25.500 --> 01:02:29.500]  That's amazing. It's unbelievable how quickly it's taken off.
[01:02:29.500 --> 01:02:31.500]  Oh, man, it's just it's astounding.
[01:02:31.500 --> 01:02:37.500]  So there's a previous game. What was it called? Ingress? Is that what it was called?
[01:02:37.500 --> 01:02:39.500]  I don't know.
[01:02:39.500 --> 01:02:40.500]  Ingress?
[01:02:40.500 --> 01:02:47.500]  Yeah, it's the same company.
[01:02:47.500 --> 01:02:50.500]  I N G R E S S.
[01:02:50.500 --> 01:02:52.500]  So that was that was also made by Niantic?
[01:02:52.500 --> 01:03:02.500]  Yes. And it's the same. I'm not gonna say it's exactly the same, but it's, you know, it's sort of like Pokemon Go 1.0, you know, and this is like the 2.0.
[01:03:02.500 --> 01:03:11.500]  And it's got the same sort of thing where you can level up and stuff like that. And, you know, this same basic idea. If you I'll put a thing on the show.
[01:03:11.500 --> 01:03:19.500]  I always say that I never do.
[01:03:19.500 --> 01:03:32.500]  I'd heard of it vaguely. And a couple of Daring Fireball readers have, you know, emailed me after I wrote about Pokemon Go and said that they, you know, they were really into Ingress and said that it's, you know, it's really interesting story.
[01:03:32.500 --> 01:03:36.500]  It used to be owned by Google, the company, this Niantic.
[01:03:36.500 --> 01:03:42.500]  And then they got spun off for reasons that are unclear to me.
[01:03:42.500 --> 01:03:50.500]  But it's the same basic idea. And it's like you walk around staring at your phone.
[01:03:50.500 --> 01:03:55.500]  I haven't walked into anything yet, although I did annoy somebody in a parking lot.
[01:03:55.500 --> 01:03:57.500]  How?
[01:03:57.500 --> 01:04:08.500]  By just walking. Well, I was walking through the parking lot, not paying attention, and suddenly I realized there was a car behind me and I was like, Oh, okay, I gotta get out of the way.
[01:04:08.500 --> 01:04:18.500]  I think it's so interesting, though. And I know that Niantic is the company that developed it and that it's based on their previous game, Ingress.
[01:04:18.500 --> 01:04:24.500]  But it is, you know, it's Nintendo that has the, you know, video game rights to Pokemon.
[01:04:24.500 --> 01:04:30.500]  And so I do think it's still, even if Nintendo didn't actually develop the app, you know, they produced it.
[01:04:30.500 --> 01:04:41.500]  I think that they, you know, it's worth talking about Nintendo and mobile games again. And this is, you know, I don't want to say I was, yeah, I do want to say that I was right.
